ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,CU
Arhuaco-8_beber-1,,Arhuaco,8_beber,aʔg,aʔg,a ʔ g,,Constenla2005,89,,^ a ʔ g $,Arhuaco,ch
Malayo-8_beber-1,,Malayo,8_beber,anga,anga,a n g a,,Constenla2005,89,,^ a n g a $,Malayo,ch
Chimila-8_beber-1,,Chimila,8_beber,uk,uk,u k,,Constenla2005,90,,^ u k $,Chimila,
Chibcha-8_beber-1,,Chibcha,8_beber,iohotɨ,iohotɨ,i o h o t ɨ,,Constenla2005,91,,^ i o h o t ɨ $,Chibcha,
CentralTunebo-8_beber-1,,CentralTunebo,8_beber,'jaʔa,'jaʔa,'j/j a ʔ a,,Constenla2005,84,,^ 'j a ʔ a $,CentralTunebo,c
Bari-8_beber-1,,Bari,8_beber,a:ksa,a:ksa,aː k s a,,Constenla2005,92,,^ a: k s a $,Bari,
LencaSalvador-9_blanco-1,,LencaSalvador,9_blanco,ʃoko,ʃoko,ʃ o k o,,Constenla2005,93,,^ ʃ o k o $,LencaSalvador,a
LencaHonduras-9_blanco-1,,LencaHonduras,9_blanco,soko,soko,s o k o,,Constenla2005,93,,^ s o k o $,LencaHonduras,a
Cacaopera-9_blanco-1,,Cacaopera,9_blanco,sahu,sahu,s a h u,,Constenla2005,94,,^ s a h u $,Cacaopera,
Mayangna-9_blanco-1,,Mayangna,9_blanco,pihni,pihni,p i h n i,,Constenla2005,95,,^ p i h n i $,Mayangna,b
Ulwa-9_blanco-1,,Ulwa,9_blanco,pihka,pihka,p i h k a,,Constenla2005,95,,^ p i h k a $,Ulwa,b
Miskito-9_blanco-1,,Miskito,9_blanco,pihni,pihni,p i h n i,,Constenla2005,95,,^ p i h n i $,Miskito,b
Pech-9_blanco-1,,Pech,9_blanco,kàbísás,kàbísás,k à/a b í/i s á/a s,,Constenla2005,96,,^ k à b í s á s $,Pech,
Rama-9_blanco-1,,Rama,9_blanco,plu:ma,plu:ma,p l uː m a,,Constenla2005,97,,^ p l u: m a $,Rama,ch
MalekuJaika-9_blanco-1,,MalekuJaika,9_blanco,ʝaki: pala: iŋa:,ʝaki: pala: iŋa:,ʝ a k iː + p a l aː + i ŋ aː,,Constenla2005,98,,^ ʝ a k i: + p a l a: + i ŋ a: $,MalekuJaika,
Boruca-9_blanco-1,,Boruca,9_blanco,suát,suát,s u á/a t,,Constenla2005,99,,^ s u á t $,Boruca,
Bribri-9_blanco-1,,Bribri,9_blanco,sadǔdǔ,sadǔdǔ,s a d ǔ/u d ǔ/u,,Constenla2005,97,,^ s a d ǔ d ǔ $,Bribri,ch
Cabecar-9_blanco-1,,Cabecar,9_blanco,sadúù,sadúù,s a d ú/u ù/u,,Constenla2005,97,,^ s a d ú ù $,Cabecar,ch
Teribe-9_blanco-1,,Teribe,9_blanco,ɸɺùɾún,ɸɺùɾún,ɸ ɺ ù/u ɾ ú/u n,,Constenla2005,100,,^ ɸ ɺ ù ɾ ú n $,Teribe,c
Ngabere-9_blanco-1,,Ngabere,9_blanco,ŋweɲe,ŋweɲe,ŋ w e ɲ e,,Constenla2005,101,,^ ŋ w e ɲ e $,Ngabere,
Buglere-9_blanco-1,,Buglere,9_blanco,hutɾe,hutɾe,h u t ɾ e,,Constenla2005,102,,^ h u t ɾ e $,Buglere,
Dorasque-9_blanco-1,,Dorasque,9_blanco,bokkála,bokkála,b o k á/a l a,,Constenla2005,103,,^ b o kk á l a $,Dorasque,
SanBlasKuna-9_blanco-1,,SanBlasKuna,9_blanco,sippu,sippu,s i p u,,Constenla2005,104,,^ s i pp u $,SanBlasKuna,
Cogui-9_blanco-1,,Cogui,9_blanco,a'butʃi,a'butʃi,a 'b/b u tʃ i,,Constenla2005,105,,^ a 'b u tʃ i $,Cogui,
Arhuaco-9_blanco-1,,Arhuaco,9_blanco,'bunsi kawa,'bunsi kawa,'b/b u n s i + k a w a,,Constenla2005,100,,^ 'b u n s i + k a w a $,Arhuaco,c
Malayo-9_blanco-1,,Malayo,9_blanco,ambɨnʃi,ambɨnʃi,a m b ɨ n ʃ i,,Constenla2005,100,,^ a m b ɨ n ʃ i $,Malayo,c
Chimila-9_blanco-1,,Chimila,9_blanco,so:motu:,so:motu:,s oː m o t uː,,Constenla2005,106,,^ s o: m o t u: $,Chimila,
Chibcha-9_blanco-1,,Chibcha,9_blanco,pkɨhɨsio,pkɨhɨsio,p k ɨ h ɨ s i o,,Constenla2005,107,,^ p k ɨ h ɨ s i o $,Chibcha,
CentralTunebo-9_blanco-1,,CentralTunebo,9_blanco,kwa'sajɾo,kwa'sajɾo,k w 'a/a s a j ɾ o,,Constenla2005,108,,^ k w a' s a j ɾ o $,CentralTunebo,
Bari-9_blanco-1,,Bari,9_blanco,batti,batti,b a t i,,Constenla2005,109,,^ b a tt i $,Bari,
LencaSalvador-10_boca-1,,LencaSalvador,10_boca,ints'ats'a,ints'ats'a,i n ts 'a/a ts 'a/a,,Constenla2005,110,,^ i n ts 'a ts 'a $,LencaSalvador,a
LencaHonduras-10_boca-1,,LencaHonduras,10_boca,in,in,i n,,Constenla2005,110,,^ i n $,LencaHonduras,a
Cacaopera-10_boca-1,,Cacaopera,10_boca,tawa,tawa,t a w a,,Constenla2005,111,,^ t a w a $,Cacaopera,b
Mayangna-10_boca-1,,Mayangna,10_boca,tapas,tapas,t a p a s,,Constenla2005,111,,^ t a p a s $,Mayangna,b
Ulwa-10_boca-1,,Ulwa,10_boca,tapas,tapas,t a p a s,,Constenla2005,111,,^ t a p a s $,Ulwa,b
Miskito-10_boca-1,,Miskito,10_boca,bila,bila,b i l a,,Constenla2005,112,,^ b i l a $,Miskito,
Pech-10_boca-1,,Pech,10_boca,sà:pà,sà:pà,s àː/aː p à/a,,Constenla2005,111,,^ s à: p à $,Pech,b
Rama-10_boca-1,,Rama,10_boca,ka-ka:,ka-ka:,k a + k aː,,Constenla2005,113,,^ k a - k a: $,Rama,c
MalekuJaika-10_boca-1,,MalekuJaika,10_boca,koki:,koki:,k o k iː,,Constenla2005,113,,^ k o k i: $,MalekuJaika,c
Boruca-10_boca-1,,Boruca,10_boca,ká-sà,ká-sà,k á/a + s à/a,,Constenla2005,113,,^ k á - s à $,Boruca,c
Bribri-10_boca-1,,Bribri,10_boca,axkʊ́,axkʊ́,a x k ʊ́/ʊ,,Constenla2005,113,,^ a x k ʊ́ $,Bribri,c
Cabecar-10_boca-1,,Cabecar,10_boca,hkʊ́,hkʊ́,h k ʊ́/ʊ,,Constenla2005,113,,^ h k ʊ́ $,Cabecar,c
Teribe-10_boca-1,,Teribe,10_boca,kʰá-mo,kʰá-mo,kʰ á/a + m o,,Constenla2005,113,,^ kʰ á - m o $,Teribe,c
Ngabere-10_boca-1,,Ngabere,10_boca,ka-da,ka-da,k a + d a,,Constenla2005,113,,^ k a - d a $,Ngabere,c
Buglere-10_boca-1,,Buglere,10_boca,ka,ka,k a,,Constenla2005,113,,^ k a $,Buglere,c
Dorasque-10_boca-1,,Dorasque,10_boca,ka-ga,ka-ga,k a + g a,,Constenla2005,113,,^ k a - g a $,Dorasque,c
SanBlasKuna-10_boca-1,,SanBlasKuna,10_boca,ka-kka,ka-kka,k a + k a,,Constenla2005,113,,^ k a - kk a $,SanBlasKuna,c
Cogui-10_boca-1,,Cogui,10_boca,'ka-ka,'ka-ka,'k/k a + k a,,Constenla2005,113,,^ 'k a - k a $,Cogui,c
Arhuaco-10_boca-1,,Arhuaco,10_boca,kə-kka,kə-kka,k ə + k a,,Constenla2005,113,,^ k ə - kk a $,Arhuaco,c
Malayo-10_boca-1,,Malayo,10_boca,kə'-ka,kə'-ka,k 'ə/ə + k a,,Constenla2005,113,,^ k ə' - k a $,Malayo,c
Chimila-10_boca-1,,Chimila,10_boca,ka-kkwa,ka-kkwa,k a + k w a,,Constenla2005,113,,^ k a - kk w a $,Chimila,c
Chibcha-10_boca-1,,Chibcha,10_boca,kɨhɨka,kɨhɨka,k ɨ h ɨ k a,,Constenla2005,113,,^ k ɨ h ɨ k a $,Chibcha,c
CentralTunebo-10_boca-1,,CentralTunebo,10_boca,'kah-ka,'kah-ka,'k/k a h + k a,,Constenla2005,113,,^ 'k a h - k a $,CentralTunebo,c
Bari-10_boca-1,,Bari,10_boca,ka-ksiu:,ka-ksiu:,k a + k s i uː,,Constenla2005,113,,^ k a - k s i u: $,Bari,c
LencaSalvador-11_bosque-1,,LencaSalvador,11_bosque,kotaN,kotaN,k o t a n,,Constenla2005,114,,^ k o t a N $,LencaSalvador,a
LencaHonduras-11_bosque-1,,LencaHonduras,11_bosque,kotan,kotan,k o t a n,,Constenla2005,114,,^ k o t a n $,LencaHonduras,a
Cacaopera-11_bosque-1,,Cacaopera,11_bosque,jura,jura,j u r a,,Constenla2005,115,,^ j u r a $,Cacaopera,
Mayangna-11_bosque-1,,Mayangna,11_bosque,asaŋpas,asaŋpas,a s a ŋ p a s,,Constenla2005,116,,^ a s a ŋ p a s $,Mayangna,b
Ulwa-11_bosque-1,,Ulwa,11_bosque,asaŋpas,asaŋpas,a s a ŋ p a s,,Constenla2005,116,,^ a s a ŋ p a s $,Ulwa,b
Miskito-11_bosque-1,,Miskito,11_bosque,unta,unta,u n t a,,Constenla2005,117,,^ u n t a $,Miskito,
Pech-11_bosque-1,,Pech,11_bosque,wàhà,wàhà,w à/a h à/a,,Constenla2005,118,,^ w à h à $,Pech,
Rama-11_bosque-1,,Rama,11_bosque,sulaik,sulaik,s u l a i k,,Constenla2005,119,,^ s u l a i k $,Rama,
MalekuJaika-11_bosque-1,,MalekuJaika,11_bosque,tuɾu:,tuɾu:,t u ɾ uː,,Constenla2005,120,,^ t u ɾ u: $,MalekuJaika,
Boruca-11_bosque-1,,Boruca,11_bosque,dʒàbáʔtʃìk,dʒàbáʔtʃìk,dʒ à/a b á/a ʔ tʃ ì/i k,,Constenla2005,121,,^ dʒ à b á ʔ tʃ ì k $,Boruca,
Bribri-11_bosque-1,,Bribri,11_bosque,káɺdʒʊ̀k,káɺdʒʊ̀k,k á/a ɺ dʒ ʊ̀/ʊ k,,Constenla2005,122,,^ k á ɺ dʒ ʊ̀ k $,Bribri,c
Cabecar-11_bosque-1,,Cabecar,11_bosque,kàɺdʒakà,kàɺdʒakà,k à/a ɺ dʒ a k à/a,,Constenla2005,122,,^ k à ɺ dʒ a k à $,Cabecar,c
Teribe-11_bosque-1,,Teribe,11_bosque,ɸʊ́,ɸʊ́,ɸ ʊ́/ʊ,,Constenla2005,123,,^ ɸ ʊ́ $,Teribe,ch
Ngabere-11_bosque-1,,Ngabere,11_bosque,kɔtuguɔ,kɔtuguɔ,k ɔ t u g u ɔ,,Constenla2005,124,,^ k ɔ t u g u ɔ $,Ngabere,
Buglere-11_bosque-1,,Buglere,11_bosque,glínaŋa,glínaŋa,g l í/i n a ŋ a,,Constenla2005,125,,^ g l í n a ŋ a $,Buglere,
Dorasque-11_bosque-1,,Dorasque,11_bosque,kalkalgó,kalkalgó,k a l k a l g ó/o,,Constenla2005,126,,^ k a l k a l g ó $,Dorasque,d
SanBlasKuna-11_bosque-1,,SanBlasKuna,11_bosque,sappuɾu,sappuɾu,s a p u ɾ u,,Constenla2005,127,,^ s a pp u ɾ u $,SanBlasKuna,
Cogui-11_bosque-1,,Cogui,11_bosque,kal'kala,kal'kala,k a l 'k/k a l a,,Constenla2005,126,,^ k a l 'k a l a $,Cogui,d
Arhuaco-11_bosque-1,,Arhuaco,11_bosque,'kənkəni,'kənkəni,'k/k ə n k ə n i,,Constenla2005,126,,^ 'k ə n k ə n i $,Arhuaco,d
Malayo-11_bosque-1,,Malayo,11_bosque,kɨnkɨna,kɨnkɨna,k ɨ n k ɨ n a,,Constenla2005,126,,^ k ɨ n k ɨ n a $,Malayo,d
Chimila-11_bosque-1,,Chimila,11_bosque,ɾuhŋa,ɾuhŋa,ɾ u h ŋ a,,Constenla2005,128,,^ ɾ u h ŋ a $,Chimila,
Chibcha-11_bosque-1,,Chibcha,11_bosque,kɨe,kɨe,k ɨ e,,Constenla2005,129,,^ k ɨ e $,Chibcha,
CentralTunebo-11_bosque-1,,CentralTunebo,11_bosque,'bowaɾa,'bowaɾa,'b/b o w a ɾ a,,Constenla2005,123,,^ 'b o w a ɾ a $,CentralTunebo,ch
Bari-11_bosque-1,,Bari,11_bosque,kaikbé,kaikbé,k a i k b é/e,,Constenla2005,130,,^ k a i k b é $,Bari,
LencaSalvador-12_bueno-1,,LencaSalvador,12_bueno,ʃam,ʃam,ʃ a m,,Constenla2005,131,,^ ʃ a m $,LencaSalvador,a
LencaHonduras-12_bueno-1,,LencaHonduras,12_bueno,sa,sa,s a,,Constenla2005,131,,^ s a $,LencaHonduras,a
Cacaopera-12_bueno-1,,Cacaopera,12_bueno,kua,kua,k u a,,Constenla2005,132,,^ k u a $,Cacaopera,
Mayangna-12_bueno-1,,Mayangna,12_bueno,jamni,jamni,j a m n i,,Constenla2005,131,,^ j a m n i $,Mayangna,a
Ulwa-12_bueno-1,,Ulwa,12_bueno,jamka,jamka,j a m k a,,Constenla2005,131,,^ j a m k a $,Ulwa,a
Miskito-12_bueno-1,,Miskito,12_bueno,jamni,jamni,j a m n i,,Constenla2005,131,,^ j a m n i $,Miskito,a
Pech-12_bueno-1,,Pech,12_bueno,ã́jjã̀,ã́jjã̀,ã́/ã j ã̀/ã,,Constenla2005,133,,^ ã́ jj ã̀ $,Pech,b
Rama-12_bueno-1,,Rama,12_bueno,mali:ma,mali:ma,m a l iː m a,,Constenla2005,134,,^ m a l i: m a $,Rama,
MalekuJaika-12_bueno-1,,MalekuJaika,12_bueno,maɾa:la:ɸaɾiŋa:,maɾa:la:ɸaɾiŋa:,m a ɾ aː l aː ɸ a ɾ i ŋ aː,,Constenla2005,135,,^ m a ɾ a: l a: ɸ a ɾ i ŋ a: $,MalekuJaika,
Boruca-12_bueno-1,,Boruca,12_bueno,mòɾéŋ,mòɾéŋ,m ò/o ɾ é/e ŋ,,Constenla2005,136,,^ m ò ɾ é ŋ $,Boruca,
Bribri-12_bueno-1,,Bribri,12_bueno,buǎʔ,buǎʔ,b u ǎ/a ʔ,,Constenla2005,137,,^ b u ǎ ʔ $,Bribri,
Cabecar-12_bueno-1,,Cabecar,12_bueno,bʊ́ɪ,bʊ́ɪ,b ʊ́/ʊ ɪ,,Constenla2005,138,,^ b ʊ́ ɪ $,Cabecar,
Teribe-12_bueno-1,,Teribe,12_bueno,kʰóbe,kʰóbe,kʰ ó/o b e,,Constenla2005,139,,^ kʰ ó b e $,Teribe,
Ngabere-12_bueno-1,,Ngabere,12_bueno,kɔ̃ɪ̃,kɔ̃ɪ̃,k ɔ̃ ɪ̃,,Constenla2005,140,,^ k ɔ̃ ɪ̃ $,Ngabere,
Buglere-12_bueno-1,,Buglere,12_bueno,no,no,n o,,Constenla2005,141,,^ n o $,Buglere,c
Dorasque-12_bueno-1,,Dorasque,12_bueno,apé,apé,a p é/e,,Constenla2005,142,,^ a p é $,Dorasque,
SanBlasKuna-12_bueno-1,,SanBlasKuna,12_bueno,nu-eti,nu-eti,n u + e t i,,Constenla2005,141,,^ n u - e t i $,SanBlasKuna,c
Cogui-12_bueno-1,,Cogui,12_bueno,hantʃi'dʒe,hantʃi'dʒe,h a n tʃ i 'd/d ʒ e,,Constenla2005,143,,^ h a n tʃ i 'd ʒ e $,Cogui,
Arhuaco-12_bueno-1,,Arhuaco,12_bueno,du kawa,du kawa,d u + k a w a,,Constenla2005,144,,^ d u + k a w a $,Arhuaco,
Malayo-12_bueno-1,,Malayo,12_bueno,ʒi'koka,ʒi'koka,ʒ i 'k/k o k a,,Constenla2005,145,,^ ʒ i 'k o k a $,Malayo,
Chimila-12_bueno-1,,Chimila,12_bueno,be: ŋatte,be: ŋatte,b eː + ŋ a t e,,Constenla2005,146,,^ b e: + ŋ a tt e $,Chimila,
Chibcha-12_bueno-1,,Chibcha,12_bueno,tʲo,tʲo,tʲ o,,Constenla2005,147,,^ tʲ o $,Chibcha,
CentralTunebo-12_bueno-1,,CentralTunebo,12_bueno,'aj,'aj,'a/a j,,Constenla2005,133,,^ 'a j $,CentralTunebo,b
Bari-12_bueno-1,,Bari,12_bueno,sabãĩnĩ,sabãĩnĩ,s a b ã ĩ n ĩ,,Constenla2005,148,,^ s a b ã ĩ n ĩ $,Bari,
LencaSalvador-13_cabello-1,,LencaSalvador,13_cabello,alah,alah,a l a h,,Constenla2005,149,,^ a l a h $,LencaSalvador,a
LencaHonduras-13_cabello-1,,LencaHonduras,13_cabello,asa,asa,a s a,,Constenla2005,149,,^ a s a $,LencaHonduras,a
Cacaopera-13_cabello-1,,Cacaopera,13_cabello,kili,kili,k i l i,,Constenla2005,150,,^ k i l i $,Cacaopera,
Mayangna-13_cabello-1,,Mayangna,13_cabello,bas,bas,b a s,,Constenla2005,151,,^ b a s $,Mayangna,b
Ulwa-13_cabello-1,,Ulwa,13_cabello,bas,bas,b a s,,Constenla2005,151,,^ b a s $,Ulwa,b
Miskito-13_cabello-1,,Miskito,13_cabello,tãwa,tãwa,t ã w a,,Constenla2005,152,,^ t ã w a $,Miskito,
Pech-13_cabello-1,,Pech,13_cabello,ṹs,ṹs,ṹ/ũ s,,Constenla2005,153,,^ ṹ s $,Pech,
Rama-13_cabello-1,,Rama,13_cabello,uli:s,uli:s,u l iː s,,Constenla2005,154,,^ u l i: s $,Rama,
MalekuJaika-13_cabello-1,,MalekuJaika,13_cabello,i:ɬa,i:ɬa,iː ɬ a,,Constenla2005,155,,^ i: ɬ a $,MalekuJaika,
Boruca-13_cabello-1,,Boruca,13_cabello,ʃíxtkà,ʃíxtkà,ʃ í/i x t k à/a,,Constenla2005,156,,^ ʃ í x t k à $,Boruca,
Bribri-13_cabello-1,,Bribri,13_cabello,tsã́,tsã́,ts ã́/ã,,Constenla2005,157,,^ ts ã́ $,Bribri,c
Cabecar-13_cabello-1,,Cabecar,13_cabello,tsã́-kṹ kʊ,tsã́-kṹ kʊ,t s ã́/ã + k ṹ/ũ + k ʊ,,Constenla2005,158,,^ t s ã́ - k ṹ + k ʊ $,Cabecar,
Teribe-13_cabello-1,,Teribe,13_cabello,kóŋzò,kóŋzò,k ó/o ŋ z ò/o,,Constenla2005,157,,^ k ó ŋ z ò $,Teribe,c
Ngabere-13_cabello-1,,Ngabere,13_cabello,dokwɔdɾɯ,dokwɔdɾɯ,d o k w ɔ d ɾ ɯ,,Constenla2005,159,,^ d o k w ɔ d ɾ ɯ $,Ngabere,
Buglere-13_cabello-1,,Buglere,13_cabello,tʃugaga,tʃugaga,tʃ u g a g a,,Constenla2005,160,,^ tʃ u g a g a $,Buglere,
Dorasque-13_cabello-1,,Dorasque,13_cabello,ogá,ogá,o g á/a,,Constenla2005,161,,^ o g á $,Dorasque,
SanBlasKuna-13_cabello-1,,SanBlasKuna,13_cabello,sa-ila,sa-ila,s a + i l a,,Constenla2005,157,,^ s a - i l a $,SanBlasKuna,c
Cogui-13_cabello-1,,Cogui,13_cabello,'sã-ĩ,'sã-ĩ,'s/s ã + ĩ,,Constenla2005,157,,^ 's ã - ĩ $,Cogui,c
Arhuaco-13_cabello-1,,Arhuaco,13_cabello,'sa-gənɨ,'sa-gənɨ,'s/s a + g ə n ɨ,,Constenla2005,157,,^ 's a - g ə n ɨ $,Arhuaco,c
Malayo-13_cabello-1,,Malayo,13_cabello,ʃa,ʃa,ʃ a,,Constenla2005,157,,^ ʃ a $,Malayo,c
Chimila-13_cabello-1,,Chimila,13_cabello,'a,'a,'a/a,,Constenla2005,162,,^ 'a $,Chimila,
Chibcha-13_cabello-1,,Chibcha,13_cabello,tsɨe,tsɨe,ts ɨ e,,Constenla2005,157,,^ ts ɨ e $,Chibcha,c
CentralTunebo-13_cabello-1,,CentralTunebo,13_cabello,ana'ɾa,ana'ɾa,a n 'a/a ɾ a,,Constenla2005,163,,^ a n a' ɾ a $,CentralTunebo,
Bari-13_cabello-1,,Bari,13_cabello,kã:tũ,kã:tũ,k ãː t ũ,,Constenla2005,164,,^ k ã: t ũ $,Bari,
LencaSalvador-14_cabeza-1,,LencaSalvador,14_cabeza,oso,oso,o s o,,Constenla2005,165,,^ o s o $,LencaSalvador,
LencaHonduras-14_cabeza-1,,LencaHonduras,14_cabeza,tɾoh,tɾoh,t ɾ o h,,Constenla2005,166,,^ t ɾ o h $,LencaHonduras,a
Cacaopera-14_cabeza-1,,Cacaopera,14_cabeza,wara,wara,w a r a,,Constenla2005,167,,^ w a r a $,Cacaopera,
Mayangna-14_cabeza-1,,Mayangna,14_cabeza,tun,tun,t u n,,Constenla2005,166,,^ t u n $,Mayangna,a
Ulwa-14_cabeza-1,,Ulwa,14_cabeza,tun,tun,t u n,,Constenla2005,166,,^ t u n $,Ulwa,a
Miskito-14_cabeza-1,,Miskito,14_cabeza,lal,lal,l a l,,Constenla2005,168,,^ l a l $,Miskito,
Pech-14_cabeza-1,,Pech,14_cabeza,sã́,sã́,s ã́/ã,,Constenla2005,169,,^ s ã́ $,Pech,b
Rama-14_cabeza-1,,Rama,14_cabeza,ki:ŋ,ki:ŋ,k iː ŋ,,Constenla2005,170,,^ k i: ŋ $,Rama,
MalekuJaika-14_cabeza-1,,MalekuJaika,14_cabeza,tʃa:,tʃa:,tʃ aː,,Constenla2005,169,,^ tʃ a: $,MalekuJaika,b
Boruca-14_cabeza-1,,Boruca,14_cabeza,sà-gɾá,sà-gɾá,s à/a + g ɾ á/a,,Constenla2005,169,,^ s à - g ɾ á $,Boruca,b
Bribri-14_cabeza-1,,Bribri,14_cabeza,uʊ̂kìd,uʊ̂kìd,u ʊ̂/ʊ k ì/i d,,Constenla2005,171,,^ u ʊ̂ k ì d $,Bribri,
Cabecar-14_cabeza-1,,Cabecar,14_cabeza,tsã́-kṹ,tsã́-kṹ,t s ã́/ã + k ṹ/ũ,,Constenla2005,169,,^ t s ã́ - k ṹ $,Cabecar,b
Teribe-14_cabeza-1,,Teribe,14_cabeza,kógo,kógo,k ó/o g o,,Constenla2005,172,,^ k ó g o $,Teribe,
Ngabere-14_cabeza-1,,Ngabere,14_cabeza,dokwɔ,dokwɔ,d o k w ɔ,,Constenla2005,173,,^ d o k w ɔ $,Ngabere,c
Buglere-14_cabeza-1,,Buglere,14_cabeza,tʃuga,tʃuga,tʃ u g a,,Constenla2005,173,,^ tʃ u g a $,Buglere,c
Dorasque-14_cabeza-1,,Dorasque,14_cabeza,dukú,dukú,d u k ú/u,,Constenla2005,173,,^ d u k ú $,Dorasque,c
SanBlasKuna-14_cabeza-1,,SanBlasKuna,14_cabeza,nono,nono,n o n o,,Constenla2005,174,,^ n o n o $,SanBlasKuna,
Cogui-14_cabeza-1,,Cogui,14_cabeza,'sa-nkala,'sa-nkala,'s/s a + n k a l a,,Constenla2005,169,,^ 's a - n k a l a $,Cogui,b
Arhuaco-14_cabeza-1,,Arhuaco,14_cabeza,sa'-kuku,sa'-kuku,s 'a/a + k u k u,,Constenla2005,169,,^ s a' - k u k u $,Arhuaco,b
Malayo-14_cabeza-1,,Malayo,14_cabeza,ʃa'-munku,ʃa'-munku,ʃ 'a/a + m u n k u,,Constenla2005,169,,^ ʃ a' - m u n k u $,Malayo,b
Chimila-14_cabeza-1,,Chimila,14_cabeza,ha:kɾa,ha:kɾa,h aː k ɾ a,,Constenla2005,175,,^ h a: k ɾ a $,Chimila,
Chibcha-14_cabeza-1,,Chibcha,14_cabeza,tsɨskɨ,tsɨskɨ,ts ɨ s k ɨ,,Constenla2005,169,,^ ts ɨ s k ɨ $,Chibcha,b
CentralTunebo-14_cabeza-1,,CentralTunebo,14_cabeza,'kwisa,'kwisa,'k/k w i s a,,Constenla2005,176,,^ 'k w i s a $,CentralTunebo,
Bari-14_cabeza-1,,Bari,14_cabeza,sa:,sa:,s aː,,Constenla2005,169,,^ s a: $,Bari,b
LencaSalvador-15_caer-1,,LencaSalvador,15_caer,pit,pit,p i t,,Constenla2005,177,,^ p i t $,LencaSalvador,
LencaHonduras-15_caer-1,,LencaHonduras,15_caer,kaɾau,kaɾau,k a ɾ a u,,Constenla2005,178,,^ k a ɾ a u $,LencaHonduras,
Cacaopera-15_caer-1,,Cacaopera,15_caer,winwa'jam,winwa'jam,w i n w a 'j/j a m,,Constenla2005,179,,^ w i n w a 'j a m $,Cacaopera,
Mayangna-15_caer-1,,Mayangna,15_caer,buk,buk,b u k,,Constenla2005,180,,^ b u k $,Mayangna,
Ulwa-15_caer-1,,Ulwa,15_caer,wauhda,wauhda,w a u h d a,,Constenla2005,181,,^ w a u h d a $,Ulwa,
Miskito-15_caer-1,,Miskito,15_caer,kahw,kahw,k a h w,,Constenla2005,182,,^ k a h w $,Miskito,
Pech-15_caer-1,,Pech,15_caer,ã̀h,ã̀h,ã̀/ã h,,Constenla2005,183,,^ ã̀ h $,Pech,a
Rama-15_caer-1,,Rama,15_caer,kaiɾk,kaiɾk,k a i ɾ k,,Constenla2005,184,,^ k a i ɾ k $,Rama,
MalekuJaika-15_caer-1,,MalekuJaika,15_caer,mini:,mini:,m i n iː,,Constenla2005,185,,^ m i n i: $,MalekuJaika,
Boruca-15_caer-1,,Boruca,15_caer,trùʔ,trùʔ,t r ù/u ʔ,,Constenla2005,186,,^ t r ù ʔ $,Boruca,
Bribri-15_caer-1,,Bribri,15_caer,ã́d,ã́d,ã́/ã d,,Constenla2005,183,,^ ã́ d $,Bribri,a
Cabecar-15_caer-1,,Cabecar,15_caer,hã́d,hã́d,h ã́/ã d,,Constenla2005,183,,^ h ã́ d $,Cabecar,a
Teribe-15_caer-1,,Teribe,15_caer,bɪgɪ́,bɪgɪ́,b ɪ g ɪ́/ɪ,,Constenla2005,187,,^ b ɪ g ɪ́ $,Teribe,
Ngabere-15_caer-1,,Ngabere,15_caer,nɤtɤ,nɤtɤ,n ɤ t ɤ,,Constenla2005,188,,^ n ɤ t ɤ $,Ngabere,
Buglere-15_caer-1,,Buglere,15_caer,hãɪ̃́,hãɪ̃́,h ã ɪ̃́/ɪ̃,,Constenla2005,189,,^ h ã ɪ̃́ $,Buglere,
Dorasque-15_caer-1,,Dorasque,15_caer,dudiglá,dudiglá,d u d i g l á/a,,Constenla2005,190,,^ d u d i g l á $,Dorasque,
SanBlasKuna-15_caer-1,,SanBlasKuna,15_caer,aɾkwanne,aɾkwanne,a ɾ kʷ a n e,,Constenla2005,191,,^ a ɾ kw a nn e $,SanBlasKuna,
Cogui-15_caer-1,,Cogui,15_caer,'pen,'pen,'p/p e n,,Constenla2005,192,,^ 'p e n $,Cogui,
Arhuaco-15_caer-1,,Arhuaco,15_caer,'waʔn,'waʔn,'w/w a ʔ n,,Constenla2005,193,,^ 'w a ʔ n $,Arhuaco,
Malayo-15_caer-1,,Malayo,15_caer,ʃeʒ,ʃeʒ,ʃ e ʒ,,Constenla2005,194,,^ ʃ e ʒ $,Malayo,
Chimila-15_caer-1,,Chimila,15_caer,'kutti,'kutti,'k/k u t i,,Constenla2005,195,,^ 'k u tt i $,Chimila,
Chibcha-15_caer-1,,Chibcha,15_caer,ma,ma,m a,,Constenla2005,196,,^ m a $,Chibcha,
CentralTunebo-15_caer-1,,CentralTunebo,15_caer,tih'kan,tih'kan,t i h 'k/k a n,,Constenla2005,197,,^ t i h 'k a n $,CentralTunebo,
Bari-15_caer-1,,Bari,15_caer,sinakai,sinakai,s i n a k a i,,Constenla2005,198,,^ s i n a k a i $,Bari,
LencaSalvador-16_caliente-1,,LencaSalvador,16_caliente,aʃa,aʃa,a ʃ a,,Constenla2005,199,,^ a ʃ a $,LencaSalvador,a
LencaHonduras-16_caliente-1,,LencaHonduras,16_caliente,siwa,siwa,s i w a,,Constenla2005,200,,^ s i w a $,LencaHonduras,
