Family,Language,ID,Gloss Link,GLOSS,Orthographic Form,Phonemicized Form,Gloss as in Source,Etymology Code,Proto-Form,Proto-Language,Loan Source,Wanderwort Status,Etyma Set,Etymology Notes,General Notes,Source
Cariban,Yukpa,81,/lexical/feature/553,yawn,bostezar,bocejar,body,,supre,,,,,,,,
Cariban,Yukpa,81,/lexical/feature/531,tongue,lengua,lingua,body,,"jökónatre, kunetriko",dʒipota,,,,,,,
Cariban,Yukpa,81,/lexical/feature/532,tooth,diente,dente,body,,kiyi,dʒiʔ,,,,,,,
Cariban,Yukpa,81,/lexical/feature/535,two,dos,dois,number,,"koja, kósar",kosa,,,,,,,
Cariban,Yukpa,81,/lexical/feature/538,water,agua,agua,environment,,,ku'na,,,,,,,
Cariban,Yukpa,81,/lexical/feature/557,1pl.incl,nosotros (inclusivo),nós (inclusivo),grammar,,ejpe,epi,,,,,,,
Cariban,Yukpa,81,/lexical/feature/556,1pl.excl,nosotros (exclusivo),nós (exclusivo),grammar,,,,,,,,,,
Cariban,Yukpa,81,/lexical/feature/541,wet,mojado,molhado,quality,,patan,pa'taka,,,,,,,
Cariban,Yukpa,81,/lexical/feature/542,what?,"que, qué",que,grammar,,,o'ta,,,,,,,
Cariban,Yukpa,81,/lexical/feature/543,when?,cuando,quando,grammar,,totpe,,,,,,,,
Cariban,Yukpa,81,/lexical/feature/544,where?,donde,onde,grammar,,"oyépak, oyipa",,,,,,,,
Cariban,Yukpa,81,/lexical/feature/545,white,blanco,branco,colour,,prampa,kests̺e,,,,,,,
Cariban,Yukpa,81,/lexical/feature/546,who?,"quien, quién",quem,grammar,,no,noʔ,,,,,,,
Cariban,Yukpa,81,/lexical/feature/547,wife,esposa,esposa,kinship,,"enespa, epairo, ícharse",dʒi'tawno,,,,,,,
Cariban,Yukpa,81,/lexical/feature/548,wind,viento,vento,environment,,"koi, koyis, koyira, poschu",,,,,,,,
Cariban,Yukpa,81,/lexical/feature/549,wing,ala,asa,body,,yapo,,,,,,,,
Cariban,Yukpa,81,/lexical/feature/551,woman/female,mujer,mulher,human,,"aminchatuna, borépape",wo'ts̺epa,,,,,,,
Cariban,Yukpa,81,/lexical/feature/554,yellow,amarillo,amarelo,colour,,"arábompa, arábopa, arábupi",ta'kupa,,,,,,,
Cariban,Yukpa,81,/lexical/feature/559,2pl,ustedes,vocês,grammar,,amora,a'mots̺a,,,,,,,
Cariban,Yukpa,81,/lexical/feature/420,foot,pie,pé,body,,ninse,dʒuse,,,,,,,
Cariban,Yukpa,81,/lexical/feature/353,again,"de nuevo, otra vez",de novo,grammar,,"chotpi´n, ep, epe, etpa, etpe, yakavno, isarpa, narpa, nasirik, ochorpa, sa´kar, sarpa, yepe",,,,,,,,
Cariban,Yukpa,81,/lexical/feature/354,all,todo,todos,other,,"kontutu, tuara, oropka, osestaorko, povo, tome, tuane´, tubara, tubaraespa",,,,,,,,
Cariban,Yukpa,81,/lexical/feature/356,ankle,tobillo,tornozelo,body,,mikiri,,,,,,,,
Cariban,Yukpa,81,/lexical/feature/358,armpit,"axila, sobaco",axila,body,,"au´ta, ya´buta, yabutata, yabustata",,,,,,,,
Cariban,Yukpa,81,/lexical/feature/407,faeces,"heces, mierda, excremento, estiércol",fezes,body,,"ueka, uékapo, vika, vikasa",,,,,,,,
Cariban,Yukpa,81,/lexical/feature/455,lung,pulmón,pulmão,body,,"yobapku, yobapkuku, yuorérampsi, tatpoyubasare",,,,,,,,
Cariban,Yukpa,81,/lexical/feature/514,sweat,sudar,"suor, suar",body,,"pravichoyupo, vichobaspo, vichoa, vichoyüpo, uichómpera, yupusintatpo, teraki",,,,,,,,
Cariban,Yukpa,81,/lexical/feature/440,itch,"hormiguear, sentir comezón",coçar,body,,,,,,,,,,
Cariban,Yukpa,81,/lexical/feature/820,bark,corteza,casca,environment,,okóchare,wepʂo,,,,,,,
Cariban,Yukpa,81,/lexical/feature/821,fingernail,uña,unha,body,,emásuru,,,,,,,,
Cariban,Yukpa,81,/lexical/feature/822,heart,corazón,coração,body,,ókano,dʒi'wats̺ts̺uts̺u,,,,,,,
Cariban,Yukpa,81,/lexical/feature/592,sun,sol,sol,time,,uicho,wets̺u,,,,,,,
Cariban,Yukpa,81,/lexical/feature/824,mountain/hill,"montaña, colina, loma, cerro","morro, serra",environment,,,dʒowa,,,,,,,
Cariban,Yukpa,81,/lexical/feature/825,green,verde,verde,quality,,"chape, sipe",s̺epa,,,,,,,
Cariban,Yukpa,81,/lexical/feature/826,hot,caliente,quente,quality,,oúatpo,tu'mes̺ne,,,,,,,
Chapakuran,Wari,371,/lexical/feature/352,above,"encima, arriba",acima,location,,quimaxi' (lit. chest; E&K97),kimaʃiʔ (lit. chest; E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/355,and,y,e,grammar,,,,,,,,,,
Chapakuran,Wari,371,/lexical/feature/359,ash,ceniza(s),cinzas,environment,,topakon,topakon,,,,,,,
Chapakuran,Wari,371,/lexical/feature/360,at,"en, a","em, a",location,,,,,,,,,,
Chapakuran,Wari,371,/lexical/feature/361,back,espalda,costas,body,,warašiʔ,waraʃiʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/565,bad,mal,mal,quality,,kayi,kaji,,,,,,,
Chapakuran,Wari,371,/lexical/feature/363,belly,barriga,barriga,body,,moji,moji,,,,,,,
Chapakuran,Wari,371,/lexical/feature/364,below,"abajo, debajo",abaixo,location,,tequipaxi' (lit. 'our thorax; E&K97),tekipaʃiʔ (lit. 'our thorax; E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/365,big,grande,grande,quality,,hwaraʔ; horon,hwaraʔ; horon,,,,,,,
Chapakuran,Wari,371,/lexical/feature/368,black,negro,preto,colour,,mišem,miʃem,,,,,,,
Chapakuran,Wari,371,/lexical/feature/369,blood,sangre,sangue,body,,kišiʔ (wik),kiʃiʔ (wik),,,,,,,
Chapakuran,Wari,371,/lexical/feature/372,boil/pimple,"espinilla, granos","espinha, borbulha",body,,tocon hwam (lit. 'fish eye'; E&K97),tokon hwam (lit. 'fish eye'; E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/373,bone,hueso,osso,body,,arašiʔ (at),araʃiʔ (at),,,,,,,
Chapakuran,Wari,371,/lexical/feature/376,breast,"pecho, seno",peito,body,,karašišiʔ (katat),karaʃiʃiʔ (katat),,,,,,,
Chapakuran,Wari,371,/lexical/feature/380,child,"niño, niña",criança,human,,piyeʔ,pijeʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/382,cloud,nube,nuvem,environment,,tayain nanawin,tajain nanawin,,,,,,,
Chapakuran,Wari,371,/lexical/feature/383,cold,frío,frio,quality,,šio; kapinʔ,ʃio; kapinʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/386,correct/true,"verdad, de veras",verdade,quality,,šoʔ,ʃoʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/390,day,día,dia,time,,šek,ʃek,,,,,,,
Chapakuran,Wari,371,/lexical/feature/395,dirty,sucio,sujo,quality,,mišem,miʃem,,,,,,,
Chapakuran,Wari,371,/lexical/feature/394,dingo/wolf,,,fauna,,,,,,,,,,
Chapakuran,Wari,371,/lexical/feature/399,dry,seco,seco,quality,,kawainʔ,kawainʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/400,dull/blunt,"sin filo, mocho, desafilado, embotado, romo","maçante, desamolado, não afiado",quality,,,,,,,,,,
Chapakuran,Wari,371,/lexical/feature/401,dust,polvo,poeira,environment,,tainʔ,tainʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/402,ear,oreja,orelha,body,,tara-yišiʔ (taraʔ),tara-jiʃiʔ (taraʔ),,,,,,,
Chapakuran,Wari,371,/lexical/feature/403,earth/soil,tierra,terra,environment,,macan' (E&K97),makanʔ (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/405,egg,huevo,ovo,fauna,,arayein,arajein,,,,,,,
Chapakuran,Wari,371,/lexical/feature/406,eye,ojo,olho,body,,tokošiʔ (tok),tokoʃiʔ (tok),,,,,,,
Chapakuran,Wari,371,/lexical/feature/409,far,lejos,longe,quality,,pira,pira,,,,,,,
Chapakuran,Wari,371,/lexical/feature/410,fat/grease,grasa,gordura,body,,homain,homain,,,,,,,
Chapakuran,Wari,371,/lexical/feature/411,father,"padre, papá",pai,kinship,,te,te,,,,,,,
Chapakuran,Wari,371,/lexical/feature/413,feather,pluma,pena,fauna,,tenenein (šun),tenenein (ʃun),,,,,,,
Chapakuran,Wari,371,/lexical/feature/414,fire,fuego,fogo,environment,,še,ʃe,,,,,,,
Chapakuran,Wari,371,/lexical/feature/417,flower,flor,flor,environment,,piwain; wiyein,piwain; wijein,,,,,,,
Chapakuran,Wari,371,/lexical/feature/419,fog,"niebla, neblina","nevoeira, bruma, neblina",environment,,murukukuʔ,murukukuʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/421,fruit,fruta,fruta,flora,,memem; winain,memem; winain,,,,,,,
Chapakuran,Wari,371,/lexical/feature/422,good,bueno,bom,quality,,awi,awi,,,,,,,
Chapakuran,Wari,371,/lexical/feature/425,hair (of head),cabello,cabelo,body,,tenenešiʔ; tenenein (šun),teneneʃiʔ; tenenein (ʃun),,,,,,,
Chapakuran,Wari,371,/lexical/feature/426,hand,mano,mão,body,,mišiʔ; (umʔ),miʃiʔ; (umʔ),,,,,,,
Chapakuran,Wari,371,/lexical/feature/562,3sg,el/ella,ele/ela,grammar,,ko maʔ,ko maʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/428,head,cabeza,cabeça,body,,winašiʔ (wayiʔ),winaʃiʔ (wajiʔ),,,,,,,
Chapakuran,Wari,371,/lexical/feature/430,heavy,pesado,pesado,quality,,"šite, taʔ man, teʔ man","ʃite, taʔ man, teʔ man",,,,,,,
Chapakuran,Wari,371,/lexical/feature/435,how?,como,como,grammar,,,,,,,,,,
Chapakuran,Wari,371,/lexical/feature/558,1sg,yo,eu,grammar,,wataʔ,wataʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/437,if,si,se,grammar,,,,,,,,,,
Chapakuran,Wari,371,/lexical/feature/438,in/inside,"dentro, adentro",dentro,location,,tequipaxi' (lit. 'our thorax; E&K97),tekipaʃiʔ (lit. 'our thorax; E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/439,intestines,intestinos,intestinos,body,,mono,mono,,,,,,,
Chapakuran,Wari,371,/lexical/feature/444,lake,lago,lago,environment,,šuteremʔ,ʃuteremʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/446,leaf,hoja,folha,environment,,tenenein,tenenein,,,,,,,
Chapakuran,Wari,371,/lexical/feature/447,left/left hand,izquierdo,esquerdo,location/body,,parayišiʔ,parajiʃiʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/580,leg/foot,pierna,perna,body,,pišiyašiʔ; kokošiʔ,piʃijaʃiʔ; kokoʃiʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/450,lightning,"rayo, relámpago",relampago,environment,,jam (E&K97),jam (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/452,liver,hígado,figado,body,,tarawanašiʔ (tarawan),tarawanaʃiʔ (tarawan),,,,,,,
Chapakuran,Wari,371,/lexical/feature/453,long,largo,"comprido, longo",quality,,matam,matam,,,,,,,
Chapakuran,Wari,371,/lexical/feature/454,louse,"piollo, piojo",piolho,fauna,,ioʔ,ioʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/581,man/male,hombre,homem,human,,taramaʔ,taramaʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/457,meat/flesh,carne,carne,fauna,,karawa (karamayišiʔ),karawa (karamajiʃiʔ),,,,,,,
Chapakuran,Wari,371,/lexical/feature/458,moon,luna,lua,environment,,panawoʔ,panawoʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/460,mother,"madre, mamá",mãe,kinship,,naʔ,naʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/461,mouth,boca,boca,body,,kapiyašiʔ (topak),kapijaʃiʔ (topak),,,,,,,
Chapakuran,Wari,371,/lexical/feature/462,name,nombre,nome,human,,wišišiʔ (wit),wiʃiʃiʔ (wit),,,,,,,
Chapakuran,Wari,371,/lexical/feature/464,near/close,cerca de,perto,quality,,wixicam pin (lit. completely small; E&K97),wiʃikam pin (lit. completely small; E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/463,nape,"base del cuello, nuca",nuca,body,,,,,,,,,,
Chapakuran,Wari,371,/lexical/feature/465,neck,cuello,pescoço,body,,paramašiʔ,paramaʃiʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/466,new,nuevo,novo,quality,,šokori,ʃokori,,,,,,,
Chapakuran,Wari,371,/lexical/feature/467,night,noche,noite,time,,šim,ʃim,,,,,,,
Chapakuran,Wari,371,/lexical/feature/468,no/not,no,não,grammar,,om (lit. 'not exist'; E&K97),om (lit. 'not exist'; E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/469,nose,nariz,nariz,body,,werešiʔ (ut),wereʃiʔ (ut),,,,,,,
Chapakuran,Wari,371,/lexical/feature/470,old,viejo,velho,quality,,maraʔ; horon,maraʔ; horon,,,,,,,
Chapakuran,Wari,371,/lexical/feature/471,one,uno,um,number,,xica' pe ('to be alone/one'; E&K97),ʃikaʔ pe ('to be alone/one'; E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/473,other,otro,outro,grammar,,xije (E&K97),ʃije (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/474,pain/painful/sick,"dolor, doloroso, enfermo","dor, doloroso, doente",body,,caxi (E&K97),kaʃi (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/475,person/human being,persona,pessoa,human,,wariʔ,wariʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/477,rain,lluvia,chuva,environment,,šowiʔ,ʃowiʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/478,red,rojo,vermelho,colour,,pakaʔ,pakaʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/479,right/right hand,derecha,direita,location/body,,irikwerešiʔ,irikwereʃiʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/480,road/path,camino,caminho,manufacture,,wana (wanayišiʔ),wana (wanajiʃiʔ),,,,,,,
Chapakuran,Wari,371,/lexical/feature/481,root,raíz,raiz,flora,,kašimain,kaʃimain,,,,,,,
Chapakuran,Wari,371,/lexical/feature/483,rotten,podrido,podre,quality,,šowuru,ʃowuru,,,,,,,
Chapakuran,Wari,371,/lexical/feature/484,sand,arena,areia,environment,,namayi,namaji,,,,,,,
Chapakuran,Wari,371,/lexical/feature/488,sharp,"afilado, filudo, filoso",afiado,quality,,šaʔ,ʃaʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/490,short,corto,curto,quality,,wiyimain,wijimain,,,,,,,
Chapakuran,Wari,371,/lexical/feature/491,shoulder,hombro,ombro,body,,tiquirim (E&K97),tikirim (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/492,shy/ashamed,"tímido, vergonzoso","timido, com vergonha",mental,,wiʃjipa (Sousa2009),wiʃjipa (Sousa2009),,,,,,,
Chapakuran,Wari,371,/lexical/feature/494,skin,piel,pele,body,,taparišiʔ,tapariʃiʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/495,sky,cielo,céu,environment,,nanawin,nanawin,,,,,,,
Chapakuran,Wari,371,/lexical/feature/497,small,pequeño,pequeno,quality,,wiyimain,wijimain,,,,,,,
Chapakuran,Wari,371,/lexical/feature/498,smoke,humo,fumaça,environment,,tainʔ,tainʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/509,star,estrella,estrela,environment,,piyoʔ,pijoʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/511,stick/wood,palo,"pau, vara",flora,,pana,pana,,,,,,,
Chapakuran,Wari,371,/lexical/feature/512,stone,piedra,pedra,environment,,pakun,pakun,,,,,,,
Chapakuran,Wari,371,/lexical/feature/517,tail,"cola, rabo",rabo,body,,kahwerein,kahwerein,,,,,,,
Chapakuran,Wari,371,/lexical/feature/518,that,ese/esa,esse,grammar,,i cain (E&K97),i kain (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/561,3pl,ellos/ellas,eles/elas,grammar,,karam maʔ,karam maʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/521,thick,"grueso, gordo, espeso",grosso,quality,,kwere,kwere,,,,,,,
Chapakuran,Wari,371,/lexical/feature/522,thin,delgado,fino,quality,,šašiʔ,ʃaʃiʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/524,this,este/esta,este,grammar,,i ca' (E&K97),i kaʔ (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/560,2sg,xx,xx,grammar,,wum,wum,,,,,,,
Chapakuran,Wari,371,/lexical/feature/527,throat,garganta,garganta,body,,canom (E&K97),kanom (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/526,three,tres,tres,number,,,,,,,,,,
Chapakuran,Wari,371,/lexical/feature/529,thunder,truenos,trovão,environment,,comerem (E&K97),komerem (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/367,bite,morder,morder,body,,kio,kio,,,,,,,
Chapakuran,Wari,371,/lexical/feature/370,blow,soplar,soprar,body,,hu; hukoʔ,hu; hukoʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/377,breathe,respirar,respirar,body,,wereme,wereme,,,,,,,
Chapakuran,Wari,371,/lexical/feature/378,burn,quemar,queimar,environment,,"tom, torotom (E&K97)","tom, torotom (E&K97)",,,,,,,
Chapakuran,Wari,371,/lexical/feature/379,chew,"masticar, mascar",mastigar,body,,quio (E&K97),kio (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/381,climb,subir,subir,motion,,"pantara' (climb over, E&K97)","pantaraʔ (climb over, E&K97)",,,,,,,
Chapakuran,Wari,371,/lexical/feature/384,come,venir,vir,motion,,makiʔ,makiʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/385,cook,cocinar,cozinhar,impact,,hoc (E&K97),hok (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/387,count,contar,contar,mental,,piyimʔ,pijimʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/388,cry,llorar,chorar,mental,,awaran (E&K97),awaran (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/389,cut/hack,cortar,cortar,impact,,"wak, wawak; nakamʔ, nakarkamʔ; ta","wak, wawak; nakamʔ, nakarkamʔ; ta",,,,,,,
Chapakuran,Wari,371,/lexical/feature/391,die/be dead,morir,morrer,state,,miʔ pin; konoʔ,miʔ pin; konoʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/392,dig,cavar,cavar,impact,,še; šikeʔ,ʃe; ʃikeʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/397,dream,soñar,sonhar,mental,,tohein' (E&K97),toheinʔ (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/398,drink,"beber, tomar",beber,body,,"tok, tototok","tok, tototok",,,,,,,
Chapakuran,Wari,371,/lexical/feature/404,eat,comer,comer,body,,"kaoʔ, kakakaoʔ","kaoʔ, kakakaoʔ",,,,,,,
Chapakuran,Wari,371,/lexical/feature/408,fall,caer,cair,motion,,panʔ; kamaraʔ,panʔ; kamaraʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/412,fear,miedo,medo,mental,,yinʔ,jinʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/416,flow,fluir,fluir,motion,,"weo, weweweo","weo, weweweo",,,,,,,
Chapakuran,Wari,371,/lexical/feature/418,fly,volar,voar,motion,,takiʔ; toin,takiʔ; toin,,,,,,,
Chapakuran,Wari,371,/lexical/feature/424,grow,crecer,crescer,state,,horon (Sousa2009),horon (Sousa2009),,,,,,,
Chapakuran,Wari,371,/lexical/feature/429,hear,oír,ouvir,mental,,tarayu,taraju,,,,,,,
Chapakuran,Wari,371,/lexical/feature/431,hide,esconder,esconder,motion,,xa (E&K97),ʃa (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/432,hit,"golpear, pegar",bater,impact,,toʔ,toʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/433,hold,"correr, asegurar, sostener",segurar,other,,kep,kep,,,,,,,
Chapakuran,Wari,371,/lexical/feature/442,kill,matar,matar,impact,,paʔ,paʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/579,know/be knowledgeable,"saber, conecer","saber, conhecer",mental,,tašiʔ; kerek; kerek pinʔ,taʃiʔ; kerek; kerek pinʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/445,laugh,reír,rir,mental,,"tatamʔ, katamʔ","tatamʔ, katamʔ",,,,,,,
Chapakuran,Wari,371,/lexical/feature/449,lie down,"acostarse, echarse",deitar,motion,,teremʔ; tokoʔ,teremʔ; tokoʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/451,live/be alive,vivir,"viver, morar",body,,eʔ,eʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/472,open/uncover,abrir,abrir,other,,pa' (E&K97),paʔ (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/476,pound/beat,"machacar, golpear",bater,impact,,to' (E&K97),toʔ (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/485,say,decir,dizer,mental,,tomiʔ šoʔ,tomiʔ ʃoʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/486,scratch,rascar,rasgar,impact,,pixac (E&K97),piʃak (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/487,see,ver,ver,mental,,kerek,kerek,,,,,,,
Chapakuran,Wari,371,/lexical/feature/489,shoot,"tirar, disparar, balear",atirar,impact,,ja' (E&K97),jaʔ (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/493,sit,sentar(se),sentar,state,,"šaoʔ pe, šaoʔ to","ʃaoʔ pe, ʃaoʔ to",,,,,,,
Chapakuran,Wari,371,/lexical/feature/496,sleep,dormir,dormir,body,,piʔam,piʔam,,,,,,,
Chapakuran,Wari,371,/lexical/feature/500,sniff/smell,"olfatear, oler",cheirar,body,,nac (E&K97),nak (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/504,spit,escupir,cuspir,body,,hupaʔ,hupaʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/505,split,"partir, dividir","rachar, dividir, partir",impact,,"toʔ pahot, toʔ pahorohot","toʔ pahot, toʔ pahorohot",,,,,,,
Chapakuran,Wari,371,/lexical/feature/506,squeeze,"estrujar, exprimir",espremer,impact,,humʔ,humʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/507,stab/pierce,"apuñalar, acuchillar",apunhalar,impact,,šukunʔ,ʃukunʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/508,stand,estar de pié,ficar em pé,state,,"tekiʔ pe, tekiʔ to","tekiʔ pe, tekiʔ to",,,,,,,
Chapakuran,Wari,371,/lexical/feature/510,steal,robar,roubar,other,,"xa (also 'hide', E&K97)","ʃa (also 'hide', E&K97)",,,,,,,
Chapakuran,Wari,371,/lexical/feature/513,suck,chupar,chupar,body,,šok; šak,ʃok; ʃak,,,,,,,
Chapakuran,Wari,371,/lexical/feature/515,swell,hincharse,inchar,body,,mom,mom,,,,,,,
Chapakuran,Wari,371,/lexical/feature/516,swim,nadar,nadar,motion,,"panʔ kam, panʔ karakam","panʔ kam, panʔ karakam",,,,,,,
Chapakuran,Wari,371,/lexical/feature/523,think,pensar,pensar,mental,,koromikat,koromikat,,,,,,,
Chapakuran,Wari,371,/lexical/feature/528,throw,"tirar, lanzar","atirar, jogar",impact,,šin; wišikaoʔ,ʃin; wiʃikaoʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/530,tie up/fasten,"atar, amarrar",amarrar,impact,,tuku,tuku,,,,,,,
Chapakuran,Wari,371,/lexical/feature/534,turn,"girar, volter, torcer",virar,other,,yami,jami,,,,,,,
Chapakuran,Wari,371,/lexical/feature/536,vomit,vomitar,vomitar,body,,weʔ,weʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/537,walk,"caminar, andar",andar,motion,,"šut, šurušut","ʃut, ʃuruʃut",,,,,,,
Chapakuran,Wari,371,/lexical/feature/552,work,trabajar,trabalhar,other,,taramaja (E&K97),taramaja (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/553,yawn,bostezar,bocejar,body,,carat (E&K97),karat (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/531,tongue,lengua,lingua,body,,petehwet nešiʔ (petehwet),petehwet neʃiʔ (petehwet),,,,,,,
Chapakuran,Wari,371,/lexical/feature/532,tooth,diente,dente,body,,šišiʔ (yat),ʃiʃiʔ (jat),,,,,,,
Chapakuran,Wari,371,/lexical/feature/535,two,dos,dois,number,,tuku karakan,tuku karakan,,,,,,,
Chapakuran,Wari,371,/lexical/feature/538,water,agua,agua,environment,,kom (komišiʔ),kom (komiʃiʔ),,,,,,,
Chapakuran,Wari,371,/lexical/feature/557,1pl.incl,nosotros (inclusivo),nós (inclusivo),grammar,,wariʔ,wariʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/556,1pl.excl,nosotros (exclusivo),nós (exclusivo),grammar,,warut,warut,,,,,,,
Chapakuran,Wari,371,/lexical/feature/541,wet,mojado,molhado,quality,,šoʔ,ʃoʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/542,what?,"que, qué",que,grammar,,,,,,,,,,
Chapakuran,Wari,371,/lexical/feature/543,when?,cuando,quando,grammar,,,,,,,,,,
Chapakuran,Wari,371,/lexical/feature/544,where?,donde,onde,grammar,,,,,,,,,,
Chapakuran,Wari,371,/lexical/feature/545,white,blanco,branco,colour,,towoʔ,towoʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/546,who?,"quien, quién",quem,grammar,,,,,,,,,,
Chapakuran,Wari,371,/lexical/feature/547,wife,esposa,esposa,kinship,,mana,mana,,,,,,,
Chapakuran,Wari,371,/lexical/feature/548,wind,viento,vento,environment,,hotowa,hotowa,,,,,,,
Chapakuran,Wari,371,/lexical/feature/549,wing,ala,asa,body,,tapaši,tapaʃi,,,,,,,
Chapakuran,Wari,371,/lexical/feature/551,woman/female,mujer,mulher,human,,narimaʔ,narimaʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/554,yellow,amarillo,amarelo,colour,,košik,koʃik,,,,,,,
Chapakuran,Wari,371,/lexical/feature/559,2pl,ustedes,vocês,grammar,,wahuʔ,wahuʔ,,,,,,,
Chapakuran,Wari,371,/lexical/feature/420,foot,pie,pé,body,,kašimašiʔ (kašim),kaʃimaʃiʔ (kaʃim),,,,,,,
Chapakuran,Wari,371,/lexical/feature/353,again,"de nuevo, otra vez",de novo,grammar,,mami' (E&K97),mamiʔ (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/354,all,todo,todos,other,,šam,ʃam,,,,,,,
Chapakuran,Wari,371,/lexical/feature/356,ankle,tobillo,tornozelo,body,,,,,,,,,,
Chapakuran,Wari,371,/lexical/feature/358,armpit,"axila, sobaco",axila,body,,pahunexi' (E&K97),pahuneʃiʔ (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/407,faeces,"heces, mierda, excremento, estiércol",fezes,body,,mon (E&K97),mon (E&K97),,,,,,,
Chapakuran,Wari,371,/lexical/feature/455,lung,pulmón,pulmão,body,,hoho' nexi' (E&K97),hohoʔ neʃiʔ (E&K97),,,,,,,
