Family,Language,ID,Gloss Link,GLOSS,Orthographic Form,Phonemicized Form,Gloss as in Source,Etymology Code,Proto-Form,Proto-Language,Loan Source,Wanderwort Status,Etyma Set,Etymology Notes,General Notes,Source
Tupian,Nheengatu,152,/lexical/feature/469,nose,nariz,nariz,body,,tĩ,tĩ,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/470,old,viejo,velho,quality,,tuyuwé,tujuwé,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/471,one,uno,um,number,,yepé,yepé,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/472,open/uncover,abrir,abrir,other,,pirári,pirári,,inheritance?,,,,,
Tupian,Nheengatu,152,/lexical/feature/473,other,otro,outro,grammar,,ãmũ,ãmũ,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/474,pain/painful/sick,"dolor, doloroso, enfermo","dor, doloroso, doente",body,,"maci, çaci","masi, sasi",,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/475,person/human being,persona,pessoa,human,,mira,mira,,unknown,,,,,
Tupian,Nheengatu,152,/lexical/feature/476,pound/beat,"machacar, golpear",bater,impact,,"peteka, nupá","peteka, nupá",,unknown,,,,,
Tupian,Nheengatu,152,/lexical/feature/477,rain,lluvia,chuva,environment,,amãna,amãna,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/478,red,rojo,vermelho,colour,,piranga,piɾaŋga,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/479,right/right hand,derecha,direita,location/body,,,,,missing,,,,,
Tupian,Nheengatu,152,/lexical/feature/480,road/path,camino,caminho,manufacture,,pé,pé,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/481,root,raíz,raiz,flora,,apu,apu,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/483,rotten,podrido,podre,quality,,uka,uka,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/484,sand,arena,areia,environment,,iwikũĩ (morphologically complex: iwi = terra),iwikũĩ (morphologically complex: iwi = terra),,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/485,say,decir,dizer,mental,,yẽ'ẽ,jẽʔẽ,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/486,scratch,rascar,rasgar,impact,,çuruka (~torn),suɾuka (~torn),,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/487,see,ver,ver,mental,,mã´ã,mãʔã,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/488,sharp,"afilado, filudo, filoso",afiado,quality,,,,,missing,,,,,
Tupian,Nheengatu,152,/lexical/feature/489,shoot,"tirar, disparar, balear",atirar,impact,,yapi,japi,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/490,short,corto,curto,quality,,atuka,atuka,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/491,shoulder,hombro,ombro,body,,apa,apa,,unique,,,,,
Tupian,Nheengatu,152,/lexical/feature/492,shy/ashamed,"tímido, vergonzoso","timido, com vergonha",mental,,tiçawa ('shame'),tisawa ('shame'),,missing,,,,,
Tupian,Nheengatu,152,/lexical/feature/493,sit,sentar(se),sentar,state,,apika,apika,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/494,skin,piel,pele,body,,pirera (same as bark),piɾeɾa (same as bark),,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/495,sky,cielo,céu,environment,,"iwaka, iyuwaka","iwaka, ijuwaka",,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/496,sleep,dormir,dormir,body,,kíri,kíri,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/497,small,pequeño,pequeno,quality,,"miri, ananika (possibly from portuguese anão)","miɾi, ananika (possibly from portuguese anão)",,inheritance; unknown,,,,,
Tupian,Nheengatu,152,/lexical/feature/498,smoke,humo,fumaça,environment,,"tatatinga (tata=fogo, tinga=branco)","tatatiŋga (tata=fogo, tinga=branco)",,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/500,sniff/smell,"olfatear, oler",cheirar,body,,uçetúna,usetuna,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/504,spit,escupir,cuspir,body,,tumuna (Mello2000),tumuna (Mello2000),,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/505,split,"partir, dividir","rachar, dividir, partir",impact,,munuçuka,munusuka,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/506,squeeze,"estrujar, exprimir",espremer,impact,,yami,jami,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/507,stab/pierce,"apuñalar, acuchillar",apunhalar,impact,,,,,missing,,,,,
Tupian,Nheengatu,152,/lexical/feature/508,stand,estar de pié,ficar em pé,state,,puãmu,puãmu,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/509,star,estrella,estrela,environment,,"yacitá (older term, yaci=lua, ta=tatá=fogo), estrela (from POR, newer term)","jasitá (older term, yaci=lua, ta=tatá=fogo) estrela (from POR, newer term)",,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/510,steal,robar,roubar,other,,mundá,munda,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/511,stick/wood,palo,"pau, vara",flora,,mirá,mira,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/512,stone,piedra,pedra,environment,,itá,itá,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/513,suck,chupar,chupar,body,,pitera,pitera,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/514,sweat,sudar,"suor, suar",body,,ucíaí,utsíaí,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/515,swell,hincharse,inchar,body,,punga (inchado),punga (inchado),,unknown,,,,,
Tupian,Nheengatu,152,/lexical/feature/516,swim,nadar,nadar,motion,,witá,witá,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/517,tail,"cola, rabo",rabo,body,,uaya,uaja,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/518,that,ese/esa,esse,grammar,,"kuá, yã'ã","kuá, yãʔã",,inheritance,,,cf. Máku kua,,
Tupian,Nheengatu,152,/lexical/feature/521,thick,"grueso, gordo, espeso",grosso,quality,,kawa,kawa,,unique,,,,,
Tupian,Nheengatu,152,/lexical/feature/522,thin,delgado,fino,quality,,kai,kai,,unique,,,,,
Tupian,Nheengatu,152,/lexical/feature/523,think,pensar,pensar,mental,,"maité, manduãri","maite, manduãri",,unknown,,,,,
Tupian,Nheengatu,152,/lexical/feature/524,this,este/esta,este,grammar,,kuá,"kuá, yaʔá, yawaʔá, paʔá, kuá,",,unknown,,,,,
Tupian,Nheengatu,152,/lexical/feature/560,2sg,xx,xx,grammar,,"re, ere, indé","re, ere, indé",,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/526,three,tres,tres,number,,muçapíri,musapíɾi,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/527,throat,garganta,garganta,body,,kuruka,kuruka,,doubtful loan,,,Portuguese/Spanish?,,
Tupian,Nheengatu,152,/lexical/feature/528,throw,"tirar, lanzar","atirar, jogar",impact,,"yapi, mburi (jogar fora)","japi, mburi (jogar fora)",,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/529,thunder,truenos,trovão,environment,,trovã [Pt loan],trovã [Pt loan],,loan,,,Portuguese trovão,,
Tupian,Nheengatu,152,/lexical/feature/530,tie up/fasten,"atar, amarrar",amarrar,impact,,"yaputi, pukwári","japuti, pukwári",,inheritance; inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/531,tongue,lengua,lingua,body,,apeku,apeku,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/532,tooth,diente,dente,body,,aya,aja,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/534,turn,"girar, volter, torcer",virar,other,,"muyeréu (mu=fazer, yeréu=virar-se), yeréu","mujereu (mu=fazer, jereu=virar-se), jereu",,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/535,two,dos,dois,number,,mũkũy,mũkũj,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/536,vomit,vomitar,vomitar,body,,wena,wena,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/537,walk,"caminar, andar",andar,motion,,"watá, muratá","watá, muratá",,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/538,water,agua,agua,environment,,i'i ii,"iʔi, ii (the two differ by refering to one water being considered fresher than the other)",,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/541,wet,mojado,molhado,quality,,"mururu (verb, molhar)","mururu (verb, molhar)",,loan,,,Portuguese,,
Tupian,Nheengatu,152,/lexical/feature/542,what?,"que, qué",que,grammar,,maá,maá,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/543,when?,cuando,quando,grammar,,"ramẽ, maramẽ (ma=mã´ã=coisa, ramẽ=quando)","ramẽ, maramẽ (ma=mãʔã=coisa, ramẽ=quando)",,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/544,where?,donde,onde,grammar,,"maciwã, mamẽ","masiwã, mamẽ",,inheritance; inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/545,white,blanco,branco,colour,,murutinga,muɾutiŋga,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/546,who?,"quien, quién",quem,grammar,,awá,awá,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/547,wife,esposa,esposa,kinship,,imiriku,imiriku,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/548,wind,viento,vento,environment,,iwitu,iwitu,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/549,wing,ala,asa,body,,pepu,pepu,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/551,woman/female,mujer,mulher,human,,"kuyã, way (old woman)","kujã, wai (old woman)",,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/552,work,trabajar,trabalhar,other,,puraki,puɾaki,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/553,yawn,bostezar,bocejar,body,,,,,missing,,,,,
Tupian,Nheengatu,152,/lexical/feature/554,yellow,amarillo,amarelo,colour,,"tawá (used for the generic word for yellow), uaiwa (used to refer to color of skin)","tawá (used for the generic word for yellow), uaiwa (used to refer to color of skin)",,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/565,bad,mal,mal,quality,,puxuwera,puʃuwera,,unknown,,,,,
Tupian,Nheengatu,152,/lexical/feature/562,3sg,el/ella,ele/ela,grammar,,u,u,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/558,1sg,yo,eu,grammar,,ixé,iʃé,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/580,leg/foot,pierna,perna,body,,etimã,etimã,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/581,man/male,hombre,homem,human,,"apigá, apigawa (apigawa is an older variety of apiga)","apigá, apigawa (apigawa is an older variety of apiga)",,unknown,,,,,
Tupian,Nheengatu,152,/lexical/feature/561,3pl,ellos/ellas,eles/elas,grammar,,"tau, tai","tau, tai (etym: from ""ta"" which is most likely a 3rd person possesive)",,unique,,,,,
Tupian,Nheengatu,152,/lexical/feature/579,know/be knowledgeable,"saber, conecer","saber, conhecer",mental,,"kwáu, koyecéri (from POR)","kwáu, kojeséri (from POR)",,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/557,1pl.incl,nosotros (inclusivo),nós (inclusivo),grammar,,"ya (used before a verb) yandé (""Etimologia: cf. ya, Se usa antes do verbo já completado para insistir)","ja (used before a verb) jandé (""Etimologia: cf. ya, Se usa antes do verbo já completado para insistir)",,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/556,1pl.excl,nosotros (exclusivo),nós (exclusivo),grammar,,,,,missing,,,,,
Tupian,Nheengatu,152,/lexical/feature/559,2pl,ustedes,vocês,grammar,,peyẽ,pejẽ,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/820,bark,corteza,casca,environment,,pirera,pirera,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/821,fingernail,uña,unha,body,,puãpé (pu=pe),puãpé (pu=pe),,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/822,heart,corazón,coração,body,,piá (also used for stomach and liver?),piá (also used for stomach and liver?),,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/592,sun,sol,sol,time,,kuraci,kuɾasi,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/824,mountain/hill,"montaña, colina, loma, cerro","morro, serra",environment,,"yumbuiçawa (yumbui-lavrar, çawa-nominalizer)","jumbuisawa (jumbui=lavrar, sawa=nominalizer)",,unique,,,,,
Tupian,Nheengatu,152,/lexical/feature/825,green,verde,verde,quality,,çuikíri,suikíɾi,,inheritance,,,,,
Tupian,Nheengatu,152,/lexical/feature/826,hot,caliente,quente,quality,,çaku,saku,,inheritance,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/352,above,"encima, arriba",acima,location,,,ɨvate; 'ari,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/355,and,y,e,grammar,,,,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/359,ash,ceniza(s),cinzas,environment,,,taniᵐbu,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/360,at,"en, a","em, a",location,,,,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/361,back,espalda,costas,body,,,ape; atukupe,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/565,bad,mal,mal,quality,,,ɲaɲa; aɲa,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/363,belly,barriga,barriga,body,,,kuʔa; pɨʔa,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/364,below,"abajo, debajo",abaixo,location,,,ɨ'vɨ-pe; 'ɣʷɨ-pe,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/365,big,grande,grande,quality,,,tuiča; ɣʷasu,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/368,black,negro,preto,colour,,,hũ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/369,blood,sangre,sangue,body,,,t-uɣʷɨ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/372,boil/pimple,"espinilla, granos","espinha, borbulha",body,,,ǰatiʔi,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/373,bone,hueso,osso,body,,,kãᵑɣʷe,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/376,breast,"pecho, seno",peito,body,,,'kama,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/380,child,"niño, niña",criança,human,,,mitã,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/382,cloud,nube,nuvem,environment,,,arai,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/383,cold,frío,frio,quality,,,r-oʔɨ; h-o'ʔɨsã,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/386,correct/true,"verdad, de veras",verdade,quality,,,oĩporã; h-eko-katu; h-eko-porã,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/390,day,día,dia,time,,,'ara,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/395,dirty,sucio,sujo,quality,,,kɨʔa,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/394,dingo/wolf,,,fauna,,,,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/399,dry,seco,seco,quality,,,kã,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/400,dull/blunt,"sin filo, mocho, desafilado, embotado, romo","maçante, desamolado, não afiado",quality,,,hakuaʔɨ̃va; haiŋa,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/401,dust,polvo,poeira,environment,,,ɨvɨ-tiᵐbo,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/402,ear,oreja,orelha,body,,,naᵐbi,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/403,earth/soil,tierra,terra,environment,,,ɨvɨ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/405,egg,huevo,ovo,fauna,,,t-upiʔa; rɨɣʷasu-rupiʔa,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/406,eye,ojo,olho,body,,,t-esa,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/409,far,lejos,longe,quality,,,moᵐbɨrɨ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/410,fat/grease,grasa,gordura,body,,,ɲaⁿdɨ; kɨra-kue,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/411,father,"padre, papá",pai,kinship,,,'tuva,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/413,feather,pluma,pena,fauna,,,t-aɣʷe,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/414,fire,fuego,fogo,environment,,,t-ata,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/417,flower,flor,flor,environment,,,ɨvotɨ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/419,fog,"niebla, neblina","nevoeira, bruma, neblina",environment,,,t-ata-tina; araipɨtu,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/421,fruit,fruta,fruta,flora,,,a; ɨva,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/422,good,bueno,bom,quality,,,maraᵑgatu; porã; pɨʔa-porã,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/425,hair (of head),cabello,cabelo,body,,,t-aɣʷe,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/426,hand,mano,mão,body,,,po,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/562,3sg,el/ella,ele/ela,grammar,,,haʔe,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/428,head,cabeza,cabeça,body,,,akã,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/430,heavy,pesado,pesado,quality,,,po'hɨi,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/435,how?,como,como,grammar,,,ᵐba'ʔeiča,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/558,1sg,yo,eu,grammar,,,če,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/437,if,si,se,grammar,,,rõ; ramo,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/438,in/inside,"dentro, adentro",dentro,location,,,pɨpe; kotɨ'pɨpe,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/439,intestines,intestinos,intestinos,body,,,t-ɨekue; t-ɨe,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/444,lake,lago,lago,environment,,,ɨreⁿda; ɨpa,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/446,leaf,hoja,folha,environment,,,toɣʷe,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/447,left/left hand,izquierdo,esquerdo,location/body,,,asu,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/580,leg/foot,pierna,perna,body,,,t-etɨma,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/450,lightning,"rayo, relámpago",relampago,environment,,,aratiri,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/452,liver,hígado,figado,body,,,ᵐbɨʔa,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/453,long,largo,"comprido, longo",quality,,,puku,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/454,louse,"piollo, piojo",piolho,fauna,,,kɨ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/581,man/male,hombre,homem,human,,,ava; kuiᵐbaʔe,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/457,meat/flesh,carne,carne,fauna,,,soʔo,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/458,moon,luna,lua,environment,,,ǰasɨ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/460,mother,"madre, mamá",mãe,kinship,,,sɨ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/461,mouth,boca,boca,body,,,ǰuru,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/462,name,nombre,nome,human,,,'t-era,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/464,near/close,cerca de,perto,quality,,,aɣʷĩ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/463,nape,"base del cuello, nuca",nuca,body,,,a'tua,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/465,neck,cuello,pescoço,body,,,a'ǰura,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/466,new,nuevo,novo,quality,,,pɨahu,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/467,night,noche,noite,time,,,pɨhare,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/468,no/not,no,não,grammar,,,,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/469,nose,nariz,nariz,body,,,tĩ; apɨᵑgʷa,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/470,old,viejo,velho,quality,,,tuǰa,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/471,one,uno,um,number,,,peteĩ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/473,other,otro,outro,grammar,,,,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/474,pain/painful/sick,"dolor, doloroso, enfermo","dor, doloroso, doente",body,,,ha'sɨva; t-asɨ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/475,person/human being,persona,pessoa,human,,,ava; 'mava; tekove,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/477,rain,lluvia,chuva,environment,,,ama,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/478,red,rojo,vermelho,colour,,,pɨtã,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/479,right/right hand,derecha,direita,location/body,,,aka'tua,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/480,road/path,camino,caminho,manufacture,,,tape; t-ape-poʔi,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/481,root,raíz,raiz,flora,,,h-apo; t-apo,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/483,rotten,podrido,podre,quality,,,ituǰu; tuǰu,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/484,sand,arena,areia,environment,,,ɨvɨ-kuʔi,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/488,sharp,"afilado, filudo, filoso",afiado,quality,,,haiᵐbe,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/490,short,corto,curto,quality,,,ᵐbɨkɨ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/491,shoulder,hombro,ombro,body,,,atiʔɨ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/492,shy/ashamed,"tímido, vergonzoso","timido, com vergonha",mental,,,otĩva reko; ɲe-mo-tĩ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/494,skin,piel,pele,body,,,pire,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/495,sky,cielo,céu,environment,,,ɨ'vaɣa,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/497,small,pequeño,pequeno,quality,,,mičĩ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/498,smoke,humo,fumaça,environment,,,t-ata'tĩ; tiᵐbo,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/509,star,estrella,estrela,environment,,,ᵐbɨǰa,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/511,stick/wood,palo,"pau, vara",flora,,,ɨvɨra,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/512,stone,piedra,pedra,environment,,,ita,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/517,tail,"cola, rabo",rabo,body,,,t-uɣʷai,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/518,that,ese/esa,esse,grammar,,,,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/561,3pl,ellos/ellas,eles/elas,grammar,,,haʔe-'kuera,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/521,thick,"grueso, gordo, espeso",grosso,quality,,,poɣʷasu; anaᵐbusu,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/522,thin,delgado,fino,quality,,,poʔi; pererĩ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/524,this,este/esta,este,grammar,,,,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/560,2sg,xx,xx,grammar,,,ⁿde,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/527,throat,garganta,garganta,body,,,ahɨʔo,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/526,three,tres,tres,number,,,ᵐbohapɨ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/529,thunder,truenos,trovão,environment,,,sunu,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/367,bite,morder,morder,body,,,suʔu,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/370,blow,soplar,soprar,body,,,peǰu,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/377,breathe,respirar,respirar,body,,,pɨtu; pɨtu-hẽ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/378,burn,quemar,queimar,environment,,,h-eⁿdɨ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/379,chew,"masticar, mascar",mastigar,body,,,ɲamiⁿduʔu; suʔu,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/381,climb,subir,subir,motion,,,ǰu-pi; [ɲekarama],,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/384,come,venir,vir,motion,,,ǰu,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/385,cook,cocinar,cozinhar,impact,,,ᵐboǰɨ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/387,count,contar,contar,mental,,,papa,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/388,cry,llorar,chorar,mental,,,ǰaheʔo; h-asẽ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/389,cut/hack,cortar,cortar,impact,,,kɨtĩ,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/391,die/be dead,morir,morrer,state,,,mano,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/392,dig,cavar,cavar,impact,,,ǰoʔo; ᵐboʔ-ɨvɨ-kua,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/397,dream,soñar,sonhar,mental,,,'kerasɨ; ke,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/398,drink,"beber, tomar",beber,body,,,u; ɨ-ʔu,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/404,eat,comer,comer,body,,,u; karu,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/408,fall,caer,cair,motion,,,a,,,,,,,
Tupian,Paraguayan Guaraní,267,/lexical/feature/412,fear,miedo,medo,mental,,,kɨhɨǰe; pɨʔa-mirĩ,,,,,,,
