ID_forms	Local_ID	Language_ID	Parameter_ID	Value	Form	Segments	Comment	Source	Cognacy	Loan	Graphemes	Profile	ID_languages	Name	Glottocode	Glottolog_Name	ISO639P3code	Macroarea	Latitude	Longitude	Family	ID	Name_parameters	Concepticon_ID	Concepticon_Gloss	ID_cognates	Form_ID	Form_cognates	Cognateset_ID	Doubt	Cognate_Detection_Method	Source_cognates	Alignment	Alignment_Method	Alignment_Source
Prototucanoan-128-toucan-1		Prototucanoan	128-toucan	*tjʔase(?)	tsʔ.a.s.e	tsˀ a s e		Chacon2014			^ tsʔ . a . s . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	128-toucan	toucan	308.0	TOUCAN	Prototucanoan-128-toucan-1-1	Prototucanoan-128-toucan-1	tsʔ.a.s.e	128-toucan-105	False	expert	Chacon2014	tsˀ - a s e	expert	Chacon2014
Prototucanoan-125-tongue-1		Prototucanoan	125-tongue	*tjʔeme	tsʔ.e.m.e	tsˀ e m e		Chacon2014			^ tsʔ . e . m . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	125-tongue	tongue	1205.0	TONGUE	Prototucanoan-125-tongue-1-1	Prototucanoan-125-tongue-1	tsʔ.e.m.e	125-tongue-106	False	expert	Chacon2014	tsˀ e m e	expert	Chacon2014
Prototucanoan-9-black-1		Prototucanoan	9-black	*tjʔĩ	tsʔ.ĩ	tsˀ ĩ		Chacon2014			^ tsʔ . ĩ $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	9-black	black	163.0	BLACK	Prototucanoan-9-black-1-1	Prototucanoan-9-black-1	tsʔ.ĩ	9-black-107	False	expert	Chacon2014	tsˀ ĩ - -	expert	Chacon2014
Prototucanoan-34-egg-1		Prototucanoan	34-egg	*tjʔia	tsʔ.i.a	tsˀ i a		Chacon2014			^ tsʔ . i . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	34-egg	egg	744.0	EGG	Prototucanoan-34-egg-1-1	Prototucanoan-34-egg-1	tsʔ.i.a	34-egg-108	False	expert	Chacon2014	tsˀ i ( - a )	expert	Chacon2014
Prototucanoan-39-face-1		Prototucanoan	39-face	*tjʔia	tsʔ.i.a	tsˀ i a		Chacon2014			^ tsʔ . i . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	39-face	face	1560.0	FACE	Prototucanoan-39-face-1-1	Prototucanoan-39-face-1	tsʔ.i.a	39-face-109	False	expert	Chacon2014	tsˀ i - a ( - - - - )	expert	Chacon2014
Prototucanoan-103-river-1		Prototucanoan	103-river	*tjʔia	tsʔ.i.a	tsˀ i a		Chacon2014			^ tsʔ . i . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	103-river	river	666.0	RIVER	Prototucanoan-103-river-1-1	Prototucanoan-103-river-1	tsʔ.i.a	103-river-110	False	expert	Chacon2014	tsˀ i a	expert	Chacon2014
Prototucanoan-11-blood-1		Prototucanoan	11-blood	*tjʔie	tsʔ.i.e	tsˀ i e		Chacon2014			^ tsʔ . i . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	11-blood	blood	946.0	BLOOD	Prototucanoan-11-blood-1-1	Prototucanoan-11-blood-1	tsʔ.i.e	11-blood-111	False	expert	Chacon2014	tsˀ i - e ( - - )	expert	Chacon2014
Prototucanoan-72-lake-1		Prototucanoan	72-lake	*tjʔitta	tsʔ.i.tt.a	tsˀ i tː a		Chacon2014			^ tsʔ . i . tt . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	72-lake	lake	624.0	LAKE	Prototucanoan-72-lake-1-1	Prototucanoan-72-lake-1	tsʔ.i.tt.a	72-lake-112	False	expert	Chacon2014	tsˀ i tː a ( - - )	expert	Chacon2014
Prototucanoan-57-head-1		Prototucanoan	57-head	*tjʔɨpo	tsʔ.ɨ.p.o	tsˀ ɨ p o		Chacon2014			^ tsʔ . ɨ . p . o $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	57-head	head	1256.0	HEAD	Prototucanoan-57-head-1-1	Prototucanoan-57-head-1	tsʔ.ɨ.p.o	57-head-113	False	expert	Chacon2014	tsˀ ɨ p o	expert	Chacon2014
Prototucanoan-83-mouth1-1		Prototucanoan	83-mouth1	*tjʔɨseo	tsʔ.ɨ.s.e.o	tsˀ ɨ s e o		Chacon2014			^ tsʔ . ɨ . s . e . o $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	83-mouth1	mouth1	674.0	MOUTH	Prototucanoan-83-mouth1-1-1	Prototucanoan-83-mouth1-1	tsʔ.ɨ.s.e.o	83-mouth1-114	False	expert	Chacon2014	tsˀ ɨ s e ( o - )	expert	Chacon2014
Prototucanoan-30-distant-1		Prototucanoan	30-distant	*tjʔoa	tsʔ.o.a	tsˀ o a		Chacon2014			^ tsʔ . o . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	30-distant	distant	1406.0	FAR	Prototucanoan-30-distant-1-1	Prototucanoan-30-distant-1	tsʔ.o.a	30-distant-115	False	expert	Chacon2014	tsˀ o - a	expert	Chacon2014
Prototucanoan-70-kingfisher-1		Prototucanoan	70-kingfisher	*tjãsa	ts.ã.s.a	ts ã s a		Chacon2014			^ ts . ã . s . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	70-kingfisher	king-fisher	2444.0	KINGFISHER	Prototucanoan-70-kingfisher-1-1	Prototucanoan-70-kingfisher-1	ts.ã.s.a	70-kingfisher-116	False	expert	Chacon2014	ts ã s a	expert	Chacon2014
Prototucanoan-95-peccary-1		Prototucanoan	95-peccary	*tjẽse	ts.ẽ.s.e	ts ẽ s e		Chacon2014			^ ts . ẽ . s . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	95-peccary	peccary	2390.0	PECCARY	Prototucanoan-95-peccary-1-1	Prototucanoan-95-peccary-1	ts.ẽ.s.e	95-peccary-117	False	expert	Chacon2014	ts ẽ s e	expert	Chacon2014
Prototucanoan-99-poison-1		Prototucanoan	99-poison	*tjima	ts.i.m.a	ts i m a		Chacon2014			^ ts . i . m . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	99-poison	poison	655.0	POISON	Prototucanoan-99-poison-1-1	Prototucanoan-99-poison-1	ts.i.m.a	99-poison-118	False	expert	Chacon2014	ts i m a	expert	Chacon2014
Prototucanoan-55-green-1		Prototucanoan	55-green	*tjɨ̃pʔe	ts.ɨ̃.pʔ.e	ts ɨ̃ pˀ e		Chacon2014			^ ts . ɨ̃ . pʔ . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	55-green	green	1425.0	GREEN	Prototucanoan-55-green-1-1	Prototucanoan-55-green-1	ts.ɨ̃.pʔ.e	55-green-119	False	expert	Chacon2014	ts ɨ̃ pˀ e ( - - )	expert	Chacon2014
Prototucanoan-26-cold-1		Prototucanoan	26-cold	*tjɨsi	ts.ɨ.s.i	ts ɨ s i		Chacon2014			^ ts . ɨ . s . i $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	26-cold	cold	2483.0	COLD (OF WEATHER)	Prototucanoan-26-cold-1-1	Prototucanoan-26-cold-1	ts.ɨ.s.i	26-cold-120	False	expert	Chacon2014	ts ɨ s i ( - )	expert	Chacon2014
Prototucanoan-130-tree-1		Prototucanoan	130-tree	*tjũkkɨ	ts.ũ.kk.ɨ	ts ũ kː ɨ		Chacon2014			^ ts . ũ . kk . ɨ $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	130-tree	tree	906.0	TREE	Prototucanoan-130-tree-1-1	Prototucanoan-130-tree-1	ts.ũ.kk.ɨ	130-tree-121	False	expert	Chacon2014	ts ũ kː ɨ ( - - )	expert	Chacon2014
Prototucanoan-66-insectsp-1		Prototucanoan	66-insectsp	*tjusi	ts.u.s.i	ts u s i		Chacon2014			^ ts . u . s . i $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	66-insectsp	insect sp.	620.0	INSECT	Prototucanoan-66-insectsp-1-1	Prototucanoan-66-insectsp-1	ts.u.s.i	66-insectsp-122	False	expert	Chacon2014	ts u s i ( - - )	expert	Chacon2014
Prototucanoan-49-fruitsp-1		Prototucanoan	49-fruitsp	*toa	t.o.a	t o a		Chacon2014			^ t . o . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	49-fruitsp	fruit sp.	1507.0	FRUIT	Prototucanoan-49-fruitsp-1-1	Prototucanoan-49-fruitsp-1	t.o.a	49-fruitsp-123	False	expert	Chacon2014	t o a	expert	Chacon2014
Prototucanoan-112-stump-1		Prototucanoan	112-stump	*tu-	t.u	t u		Chacon2014			^ t . u $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	112-stump	stump	241.0	TREE STUMP	Prototucanoan-112-stump-1-1	Prototucanoan-112-stump-1	t.u	112-stump-124	False	expert	Chacon2014	t u ( - - - - )	expert	Chacon2014
Prototucanoan-91-pacufish-1		Prototucanoan	91-pacufish	*uhu	u.h.u	u h u		Chacon2014			^ u . h . u $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	91-pacufish	pacu fish	3922.0	PACU	Prototucanoan-91-pacufish-1-1	Prototucanoan-91-pacufish-1	u.h.u	91-pacufish-125	False	expert	Chacon2014	- u h u	expert	Chacon2014
Prototucanoan-15-breast-1		Prototucanoan	15-breast	*upe	u.p.e	u p e		Chacon2014			^ u . p . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	15-breast	breast	1402.0	BREAST	Prototucanoan-15-breast-1-1	Prototucanoan-15-breast-1	u.p.e	15-breast-126	False	expert	Chacon2014	- u p e ( - - )	expert	Chacon2014
Prototucanoan-134-wasp-1		Prototucanoan	134-wasp	*utti	u.tt.i	u tː i		Chacon2014			^ u . tt . i $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	134-wasp	wasp	1517.0	WASP	Prototucanoan-134-wasp-1-1	Prototucanoan-134-wasp-1	u.tt.i	134-wasp-127	False	expert	Chacon2014	- u tː i -	expert	Chacon2014
Prototucanoan-44-fishwithanet-1		Prototucanoan	44-fishwithanet	*waja	w.a.j.a	w a j a		Chacon2014			^ w . a . j . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	44-fishwithanet	fish with a net	2639.0	FISHING (WITH A NET)	Prototucanoan-44-fishwithanet-1-1	Prototucanoan-44-fishwithanet-1	w.a.j.a	44-fishwithanet-128	False	expert	Chacon2014	w a j a	expert	Chacon2014
Prototucanoan-23-cheek-1		Prototucanoan	23-cheek	*wajo	w.a.j.o	w a j o		Chacon2014			^ w . a . j . o $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	23-cheek	cheek	1730.0	CHEEK	Prototucanoan-23-cheek-1-1	Prototucanoan-23-cheek-1	w.a.j.o	23-cheek-129	False	expert	Chacon2014	w a j o ( - - )	expert	Chacon2014
Prototucanoan-86-name-1		Prototucanoan	86-name	*wãmi	w.ã.m.i	w ã m i		Chacon2014			^ w . ã . m . i $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	86-name	name	1405.0	NAME	Prototucanoan-86-name-1-1	Prototucanoan-86-name-1	w.ã.m.i	86-name-130	False	expert	Chacon2014	w ã m i	expert	Chacon2014
Prototucanoan-85-mythicalbeing-1		Prototucanoan	85-mythicalbeing	*wãtti	w.ã.tt.i	w ã tː i		Chacon2014			^ w . ã . tt . i $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	85-mythicalbeing	mythical being	2641.0	MYTHICAL BEING	Prototucanoan-85-mythicalbeing-1-1	Prototucanoan-85-mythicalbeing-1	w.ã.tt.i	85-mythicalbeing-131	False	expert	Chacon2014	w ã tː i	expert	Chacon2014
Prototucanoan-43-fish-1		Prototucanoan	43-fish	*waʔi	w.a.ʔ.i	w a ʔ i		Chacon2014			^ w . a . ʔ . i $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	43-fish	fish	227.0	FISH	Prototucanoan-43-fish-1-1	Prototucanoan-43-fish-1	w.a.ʔ.i	43-fish-132	False	expert	Chacon2014	w a ʔ i	expert	Chacon2014
Prototucanoan-114-tapir-1		Prototucanoan	114-tapir	*wekkɨ	w.e.kk.ɨ	w e kː ɨ		Chacon2014			^ w . e . kk . ɨ $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	114-tapir	tapir	312.0	TAPIR	Prototucanoan-114-tapir-1-1	Prototucanoan-114-tapir-1	w.e.kk.ɨ	114-tapir-133	False	expert	Chacon2014	w e kː ɨ	expert	Chacon2014
Prototucanoan-93-parrot-1		Prototucanoan	93-parrot	*wekko	w.e.kk.o	w e kː o		Chacon2014			^ w . e . kk . o $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	93-parrot	parrot	882.0	PARROT	Prototucanoan-93-parrot-1-1	Prototucanoan-93-parrot-1	w.e.kk.o	93-parrot-134	False	expert	Chacon2014	w e kː o	expert	Chacon2014
Prototucanoan-50-garden-1		Prototucanoan	50-garden	*wese	w.e.s.e	w e s e		Chacon2014			^ w . e . s . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	50-garden	garden	586.0	GARDEN	Prototucanoan-50-garden-1-1	Prototucanoan-50-garden-1	w.e.s.e	50-garden-135	False	expert	Chacon2014	w e s e	expert	Chacon2014
Prototucanoan-10-blackink-1		Prototucanoan	10-blackink	*weʔe	w.e.ʔ.e	w e ʔ e		Chacon2014			^ w . e . ʔ . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	10-blackink	black_ink	2643.0	INK	Prototucanoan-10-blackink-1-1	Prototucanoan-10-blackink-1	w.e.ʔ.e	10-blackink-136	False	expert	Chacon2014	w e ʔ e	expert	Chacon2014
Prototucanoan-138-wind-1		Prototucanoan	138-wind	*wĩno	w.ĩ.n.o	w ĩ n o		Chacon2014			^ w . ĩ . n . o $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	138-wind	wind	960.0	WIND	Prototucanoan-138-wind-1-1	Prototucanoan-138-wind-1	w.ĩ.n.o	138-wind-137	False	expert	Chacon2014	w ĩ n o	expert	Chacon2014
Prototucanoan-62-house-1		Prototucanoan	62-house	*wɨʔe	w.ɨ.ʔ.e	w ɨ ʔ e		Chacon2014			^ w . ɨ . ʔ . e $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	62-house	house	1252.0	HOUSE	Prototucanoan-62-house-1-1	Prototucanoan-62-house-1	w.ɨ.ʔ.e	62-house-138	False	expert	Chacon2014	w ɨ ʔ e ( - - )	expert	Chacon2014
Prototucanoan-118-thunder-1		Prototucanoan	118-thunder	*wɨ̃po	w.ɨ̃.p.o	w ɨ̃ p o		Chacon2014			^ w . ɨ̃ . p . o $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	118-thunder	thunder	1150.0	THUNDER	Prototucanoan-118-thunder-1-1	Prototucanoan-118-thunder-1	w.ɨ̃.p.o	118-thunder-139	False	expert	Chacon2014	( - ) w ɨ̃ p o	expert	Chacon2014
Prototucanoan-2-agouti-1		Prototucanoan	2-agouti	*wuɨ	w.u.ɨ	w u ɨ		Chacon2014			^ w . u . ɨ $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	2-agouti	agouti	313.0	AGOUTI	Prototucanoan-2-agouti-1-1	Prototucanoan-2-agouti-1	w.u.ɨ	2-agouti-140	False	expert	Chacon2014	w u ɨ	expert	Chacon2014
Prototucanoan-110-stone-1		Prototucanoan	110-stone	*kʔɨ̃ta	kʔ.ɨ̃.t.a	kˀ ɨ̃ t a		Chacon2014			^ kʔ . ɨ̃ . t . a $	default	Prototucanoan	Proto-Tucanoan	tuca1253	Tucanoan					Tucanoan	110-stone	stone	857.0	STONE	Prototucanoan-110-stone-1-1	Prototucanoan-110-stone-1	kʔ.ɨ̃.t.a	110-stone-141	False	expert	Chacon2014	kˀ ɨ̃ t a	expert	Chacon2014
