ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy,Borrowings,Patterns,Morpheme_Glosses
Mocovi-46_animal-1,,Mocovi,46_animal,lalo,la+lo,l a + l o,,buckwalter2015b;rosso2010,,,,,2663 5409,0,0,_:poss animal
Mocovi-46_animal-2,,Mocovi,46_animal,isecỹac,isecỹac,i s e k j a k,,buckwalter2015b;rosso2010,,,,,2147,0,0,?
Mocovi-290_mosquito-1,,Mocovi,290_mosquito,'ỹat,'ỹat,ˀj a t,,buckwalter2015b;rosso2010,,,,,232,0,0,?
Mocovi-35_spider-1,,Mocovi,35_spider,palachiregaxa,palachiregaxa,p a l a tʃ i r e g a ʁ a,,buckwalter2015b;rosso2010,,,,,2148,0,0,?
Mocovi-95_claw-1,,Mocovi,95_claw,lenat,le+nat,l e + n a t,,buckwalter2015b;rosso2010,,,,,5036 2150,0,0,_:poss nail
Mocovi-57_arm-1,,Mocovi,57_arm,lqai'laxat,l+qai'laxat,l + q ai ʔ l + a ʁ a t,,buckwalter2015b;rosso2010,,,,,5410 5411,0,0,_:poss hug _:nmlz
Mocovi-57_arm-2,,Mocovi,57_arm,laua,l+aua,l + a w a,,buckwalter2015b;rosso2010,,,,,5410 739,0,0,_:poss arm
Mocovi-102_horn-1,,Mocovi,102_horn,lasote,la+sote,l a + s o t e,,buckwalter2015b;rosso2010,,,,,2154 237,0,0,_:poss horn
Mocovi-58_beard-1,,Mocovi,58_beard,laqareue,l+aqareue,l + a q a r + e w e,,buckwalter2015b;rosso2010,,,,,2156 239 239,0,0,_:poss chin hair
Mocovi-254_chest-1,,Mocovi,254_chest,lotogue,l+otogue,l + o t o g e,,buckwalter2015b;rosso2010,,,,,4386 2161,0,0,_:poss chest
Mocovi-254_chest-2,,Mocovi,254_chest,lo'ueete,l+o'ueete,l + o ʔ u eː t e,,buckwalter2015b;rosso2010,,,,,4386 2160,0,0,_:poss chest
Mocovi-61_chin-1,,Mocovi,61_chin,laqa',l+aqa',l + a q a ʔ,,buckwalter2015b;rosso2010,,,,,2162 2163,0,0,_:poss chin
Mocovi-62_lip-1,,Mocovi,62_lip,laapi',l+aapi',l + aː p i ʔ,,buckwalter2015b;rosso2010,,,,,5413 2165,0,0,_:poss lip
Mocovi-62_lip-2,,Mocovi,62_lip,laqa',l+aqa',l + a q a ʔ,,buckwalter2015b;rosso2010,,,,,5413 2164,0,0,_:poss lip
Mocovi-62_lip-3,,Mocovi,62_lip,niñip,niñip,n + i ɲ i p,,buckwalter2015b;rosso2010,,,,,1443,0,0,_:poss lip
Mocovi-64_finger-1,,Mocovi,64_finger,lpalaaqate,l+palaaqate,l + p a l aː q a t e,,buckwalter2015b;rosso2010,,,,,2170 244,0,0,_:poss finger
Mocovi-281_elbow-1,,Mocovi,281_elbow,lqo'gue,l+qo'gue,l + q o ʔ g e,,buckwalter2015b;rosso2010,,,,,2171 245,0,0,_:poss elbow
Mocovi-94_fingernail-1,,Mocovi,94_fingernail,lenat,le+nat,l e + n a t,,buckwalter2015b;rosso2010,,,,,2680 2172,0,0,_:poss nail
Mocovi-299_thunder-1,,Mocovi,299_thunder,nalataxa,nalataxa,n a l a t a ʁ a,,buckwalter2015b;rosso2010,,,,,4119,0,0,?
Mocovi-299_thunder-2,,Mocovi,299_thunder,soxonaxa,soxonaxa,s o ʁ o n a ʁ a,,buckwalter2015b;rosso2010,,,,,2174,0,0,?
Mocovi-109_lightning-1,,Mocovi,109_lightning,nqai'legaxa,nqai'legaxa,n + q ai ʔ l e g + a ʁ a,,buckwalter2015b;rosso2010,,,,,255,0,0,_:3sg strike _:nmlz
Mocovi-126_liedown-1,,Mocovi,126_liedown,nqa'paxanegue,nqa'paxan+egue,n + q a ʔ p a ʁ a n + e g e,,buckwalter2015b;rosso2010,,,,,5417 4397,0,0,_:3sg lie.down _:loc
Mocovi-126_liedown-2,,Mocovi,126_liedown,nenantañi,nenanta+ñi,n e + n a n + t a + ɲ i,,buckwalter2015b;rosso2010,,,,,5418 259,0,0,_:3sg lie _:asp _:dir
Mocovi-126_liedown-3,,Mocovi,126_liedown,ladogoỹalec,ladogoỹa+lec,l a d o g + o j a + l e k,,buckwalter2015b;rosso2010,,,,,4397 4396,0,0,long _:vblz _:loc
Mocovi-126_liedown-4,,Mocovi,126_liedown,icanagui,icana+gui,i + k a n + a g i,,buckwalter2015b;rosso2010,,,,,4395 5419,0,0,_:3sg lie.down _:loc
Mocovi-72_house-1,,Mocovi,72_house,lauo',la+uo',l a + w o ʔ,,buckwalter2015b;rosso2010,,,,,2179 2699,0,0,_:poss house
Mocovi-72_house-2,,Mocovi,72_house,la'a',l+a'a',l + a ʔ a ʔ,,buckwalter2015b;rosso2010,,,,,2179 4695,0,0,_:poss house
Mocovi-101_child-1,,Mocovi,101_child,noctoqui',noctoqui',n o k t o k i ʔ,,buckwalter2015b;rosso2010,,,,,2180,0,0,?
Mocovi-296_road-1,,Mocovi,296_road,llicyaxac,ll+icyaxac,ʎ + i k + ʒ a ʁ a k,,buckwalter2015b;rosso2010,,,,,5422 2182,0,0,_:poss road ?
Mocovi-296_road-2,,Mocovi,296_road,nayic,nayic,n a ʒ i k,,buckwalter2015b;rosso2010,,,,,2182,0,0,?
Mocovi-150_ten-1,,Mocovi,150_ten,diesolqai',dies+olqai',d j e s o l q ai ʔ,,buckwalter2015b;rosso2010,,,,,3441 5423,0,0,?
Mocovi-132_float-1,,Mocovi,132_float,naỹoxonshiguim,na+ỹoxon+shiguim,n a + j o + ʁ o n + ʃ i g i m,,buckwalter2015b;rosso2010,,,,,2186 2185 2187,0,0,_:3sg fly _:vblz _:dir
Mocovi-132_float-2,,Mocovi,132_float,ỹaỹoxontac,ỹa+ỹoxon+tac,j a + j o + ʁ o n + t a k,,buckwalter2015b;rosso2010,,,,,2184 2185 1477,0,0,_:3sg fly _:vblz _:asp
Mocovi-110_fightvb-1,,Mocovi,110_fightvb,iloquin,i+loqui+n,i + l o k i + n,,buckwalter2015b;rosso2010,,,,,1479 273 1480,0,0,_:3sg fight _:asp
Mocovi-110_fightvb-2,,Mocovi,110_fightvb,nalauat,n+alauat,n + a l a w a t,,buckwalter2015b;rosso2010,,,,,1480 3443,0,0,_:3sg kill
Mocovi-110_fightvb-3,,Mocovi,110_fightvb,nco'ua,n+co'ua,n + k o ʔ u a,,buckwalter2015b;rosso2010,,,,,1480 2708,0,0,_:3sg fight
Mocovi-110_fightvb-4,,Mocovi,110_fightvb,nouaxan,nouaxan,n o + w a ʁ a n,,buckwalter2015b;rosso2010,,,,,771,0,0,_:3sg hit
Mocovi-293_owl-1,,Mocovi,293_owl,quichiguiguit,quichiguiguit,k i tʃ i g i g i t,,buckwalter2015b;rosso2010,,,,,4698,0,0,?
Mocovi-293_owl-2,,Mocovi,293_owl,chirit,chirit,tʃ i r i t,,buckwalter2015b;rosso2010,,,,,4130,0,0,?
Mocovi-273_cat-1,,Mocovi,273_cat,regat,regat,r e g a t,,buckwalter2015b;rosso2010,,,,,2192,0,0,?
Mocovi-273_cat-2,,Mocovi,273_cat,pollo',pollo',p o ʎ o ʔ,,buckwalter2015b;rosso2010,,,,,5426,0,0,?
Mocovi-55_bee-1,,Mocovi,55_bee,qoñi' lauoic,qoñi' lauoic,q o ɲ i ʔ + l a w oi k,,buckwalter2015b;rosso2010,,,,,1494 283,0,0,honey bee
Mocovi-55_bee-2,,Mocovi,55_bee,rapic lauoic,rapic lauoic,r a p i k + l a w oi k,,buckwalter2015b;rosso2010,,,,,2718 283,0,0,honey bee
Mocovi-55_bee-3,,Mocovi,55_bee,rapic lapaxat,rapic lapaxat,r a p i k + l + a p a ʁ a t,,buckwalter2015b;rosso2010,,,,,2718 2718,0,0,honey _:poss insect
Mocovi-55_bee-4,,Mocovi,55_bee,naqatec lauoic,naqatec lauoic,n a q a t e k + l a w oi k,,buckwalter2015b;rosso2010,,,,,1492 283,0,0,lechiguana/take.out bee
Mocovi-289_parrot-1,,Mocovi,289_parrot,tallic lase,tallic lase,t a ʎ i k + l a s e,,buckwalter2015b;rosso2010,,,,,5427 2194,0,0,? _:fem
Mocovi-289_parrot-2,,Mocovi,289_parrot,eele',eele',eː l e ʔ,,buckwalter2015b;rosso2010,,,,,2194,0,0,?
Mocovi-289_parrot-3,,Mocovi,289_parrot,quillic,quillic,k i ʎ i k,,buckwalter2015b;rosso2010,,,,,284,0,0,?
Mocovi-128_flea-1,,Mocovi,128_flea,pioq lapaxat,pioq l+apaxat,p j o q + l + a p a ʁ a t,,buckwalter2015b;rosso2010,,,,,287 289 290,0,0,dog _:poss insect
Mocovi-166_deer-1,,Mocovi,166_deer,peele,peele,p eː l e,,buckwalter2015b;rosso2010,,,,,4410,0,0,?
Mocovi-118_ant-1,,Mocovi,118_ant,chinaq,chinaq,tʃ i n a q,,buckwalter2015b;rosso2010,,,,,5429 299,0,0,?
Mocovi-99_palmofhand-1,,Mocovi,99_palmofhand,napoquena lauel,na+poquena la+uel,n a + p o k e n a + l a + w e l,,buckwalter2015b;rosso2010,,,,,300 301 302 303,0,0,_:poss hand _:poss interior
Mocovi-89_fur-1,,Mocovi,89_fur,loshicmaxa,loshicmaxa,l + o ʃ i k m a ʁ a,,buckwalter2015b;rosso2010,,,,,5430,0,0,_:poss fur
Mocovi-42_hairhead-1,,Mocovi,42_hairhead,laue,l+aue,l + a w e,,buckwalter2015b;rosso2010,,,,,2207 2208,0,0,_:poss hair
Mocovi-249_penis-1,,Mocovi,249_penis,nco'ue,n+co'ue,n + k o ˀw e,,buckwalter2015b;rosso2010,,,,,5431,0,0,_:poss penis
Mocovi-249_penis-2,,Mocovi,249_penis,no'lo,no'lo,n + o ʔ l o,,buckwalter2015b;rosso2010,,,,,5431,0,0,_:poss penis
Mocovi-88_skull-1,,Mocovi,88_skull,lqahic lpi'nec,l+qahic l+pi'nec,l + q a h i k + l + p i ʔ n e k,,buckwalter2015b;rosso2010,,,,,2210 2211 2212 2213,0,0,_:poss head _:poss bone
Mocovi-288_lung-1,,Mocovi,288_lung,lachi,l+achi,l + a tʃ i,,buckwalter2015b;rosso2010,,,,,2220 2221,0,0,_:poss lung
Mocovi-200_testicle-1,,Mocovi,200_testicle,lola,l+ola,l o + l a,,buckwalter2015b;rosso2010,,,,,5437 4711,0,0,_:poss testicle
Mocovi-124_bed-1,,Mocovi,124_bed,lómala',l+ómala',l + o m a l a ʔ,,buckwalter2015b;rosso2010,,,,,2230 2233,0,0,_:poss bed
Mocovi-124_bed-2,,Mocovi,124_bed,lo'paxala',l+o'pa+xala',l + o ʔ p + a ʁ a + l a ʔ,,buckwalter2015b;rosso2010,,,,,2230 819 2232 2233,0,0,_:poss ? _:val _:loc
Mocovi-143_plantvb-1,,Mocovi,143_plantvb,ỹanñi,ỹ+an+ñi,j + a n + ɲ i,,buckwalter2015b;rosso2010,,,,,2767 3494 823,0,0,_:3sg put _:dir
Mocovi-73_village-1,,Mocovi,73_village,na'a',na'a',n a ʔ a ʔ,,buckwalter2015b;rosso2010,,,,,2774,0,0,?
Mocovi-60_doorgate-1,,Mocovi,60_doorgate,lasom,lasom,l + a s o m,,buckwalter2015b;rosso2010,,,,,324,0,0,_:poss door
Mocovi-76_cover-1,,Mocovi,76_cover,nalolec,n+alo+lec,n + a l o + l e k,,buckwalter2015b;rosso2010,,,,,5448 5449,0,0,_:3sg extend _:loc
Mocovi-76_cover-2,,Mocovi,76_cover,napoñi,n+apo+ñi,n + a p o + ɲ i,,buckwalter2015b;rosso2010,,,,,4718 2783 5448,0,0,_:3sg close _:dir
Mocovi-76_cover-3,,Mocovi,76_cover,no'qajlec,no'qa+jlec,n o ʔ q a t + l e k,,buckwalter2015b;rosso2010,,,,,5448 5449,0,0,fill _:loc
Mocovi-76_cover-4,,Mocovi,76_cover,ỹapo'ñigui,ỹa+po'+ñigui,j + a p o ʔ + ɲ i + g i,,buckwalter2015b;rosso2010,,,,,5450 2783 5448,0,0,_:3sg close _:dir _:loc
Mocovi-278_buy-1,,Mocovi,278_buy,reshiujnaxana,re+shiujn+axan+a,r e + ʃ j u h n + a ʁ a n + a,,buckwalter2015b;rosso2010,,,,,1563 5451 2237 2789,0,0,_:3sg buy _:val _:3O
Mocovi-123_burnvbintrans-1,,Mocovi,123_burnvbintrans,nachipishiguim,nachipi+shiguim,n a tʃ i p i + ʃ i g i m,,buckwalter2015b;rosso2010,,,,,328 4721,0,0,burn _:dir
Mocovi-123_burnvbintrans-2,,Mocovi,123_burnvbintrans,ỹavic,ỹ+avic,j + a w i k,,buckwalter2015b;rosso2010,,,,,2790 325,0,0,_:3sg burn
Mocovi-158_nine-1,,Mocovi,158_nine,nueevolqai',nueevolqai',n w eː w o l q ai ʔ,,buckwalter2015b;rosso2010,,,,,3509 4441,0,0,?
Mocovi-103_club-1,,Mocovi,103_club,nepon,nepon,n e + p o n,,buckwalter2015b;rosso2010,,,,,334,0,0,_:poss club
Mocovi-271_sweetpotato-1,,Mocovi,271_sweetpotato,huatáta,huatáta,w a t a t a,,buckwalter2015b;rosso2010,,,,,846,0,0,?
Mocovi-156_seven-1,,Mocovi,156_seven,sietolqai',siet+olqai',s j e t o l q ai ʔ,,buckwalter2015b;rosso2010,,,,,847 3909,0,0,?
Mocovi-86_path-1,,Mocovi,86_path,llicyaxac,ll+icyaxac,ʎ + i k + ʒ a ʁ a k,,buckwalter2015b;rosso2010,,,,,5460 2242,0,0,_:poss path ?
Mocovi-86_path-2,,Mocovi,86_path,nayic,nayic,n a ʒ i k,,buckwalter2015b;rosso2010,,,,,2242,0,0,?
Mocovi-169_knife-1,,Mocovi,169_knife,lecat,lecat,l + e k a t,,buckwalter2015b;rosso2010,,,,,5462,0,0,_:poss knife
Mocovi-170_needle-1,,Mocovi,170_needle,na,na,n a,,buckwalter2015b;rosso2010,,,,,1596,0,0,?
Mocovi-104_soulspirit-1,,Mocovi,104_soulspirit,la'al,l+a'al,l + a ʔ a l,,buckwalter2015b;rosso2010,,,,,2821 344,0,0,_:poss soul
Mocovi-104_soulspirit-2,,Mocovi,104_soulspirit,lqui'i,l+qui'i,l + k i ʔ i,,buckwalter2015b;rosso2010,,,,,2821 344,0,0,_:poss soul
Mocovi-277_cryweep-1,,Mocovi,277_cryweep,noỹen,noỹen,n + o j e n,,buckwalter2015b;rosso2010,,,,,4156,0,0,_:3sg cry
Mocovi-277_cryweep-2,,Mocovi,277_cryweep,naualaxañi,n+aualaxa+ñi,n + a w a l a ʁ a + ɲ i,,buckwalter2015b;rosso2010,,,,,5467 3915 4156,0,0,_:3sg scream _:dir
Mocovi-155_six-1,,Mocovi,155_six,saisolqai',saisolqai',s ai s o l q ai ʔ,,buckwalter2015b;rosso2010,,,,,5468 5469,0,0,?
Mocovi-287_maizecorn-1,,Mocovi,287_maizecorn,nasoolec,nasoolec,n a s oː l e k,,buckwalter2015b;rosso2010,,,,,350,0,0,?
Mocovi-206_oldman-1,,Mocovi,206_oldman,qo'xoic,qo'xoic,q o ʔ ʁ oi + k,,buckwalter2015b;rosso2010,,,,,355,0,0,old _:masc
Mocovi-300_tobacco-1,,Mocovi,300_tobacco,laseerec,l+aseerec,l + a s eː r e k,,buckwalter2015b;rosso2010,,,,,4736 2248,0,0,_:poss tobacco
Mocovi-295_ripe-1,,Mocovi,295_ripe,yi,yi,j i,,buckwalter2015b;rosso2010,,,,,5475,0,0,?
Mocovi-270_tapiocamanioccassava-1,,Mocovi,270_tapiocamanioccassava,mayóca,mayóca,m a ʒ o k a,,buckwalter2015b;rosso2010,,,,,884,0,0,?
Mocovi-157_eight-1,,Mocovi,157_eight,'oocholqai','oocholqai',ʔ oː tʃ o l q ai ʔ,,buckwalter2015b;rosso2010,,,,,5477 5478,0,0,?
Mocovi-159_cook-1,,Mocovi,159_cook,ỹanaq,ỹ+anaq,j + a n a q,,buckwalter2015b;rosso2010,,,,,901 1699,0,0,_:3sg cook
Mocovi-207_oldwoman-1,,Mocovi,207_oldwoman,qo'xoi,qo'xoi,q o ʔ ʁ oi,,buckwalter2015b;rosso2010,,,,,389,0,0,?
Mocovi-142_sap-1,,Mocovi,142_sap,nate,nate,n a t e,,buckwalter2015b;rosso2010,,,,,906,0,0,?
Mocovi-36_spiderweb-1,,Mocovi,36_spiderweb,palachiregaxa lala',palachiregaxa la+la',p a l a tʃ i r e g a ʁ a + l a + l a ʔ,,buckwalter2015b;rosso2010,,,,,2271 5490 2876,0,0,spider _:poss ?
Mocovi-252_cow-1,,Mocovi,252_cow,huaca,huaca,w a k a,,buckwalter2015b;rosso2010,,,,,297,0,0,?
Mocovi-173_lizard-1,,Mocovi,173_lizard,lecolaxaraic,lecolaxaraic,l e k o l a ʁ a r ai k,,buckwalter2015b;rosso2010,,,,,2274 395 5495 4482 394,0,0,?
Mocovi-267_nest-1,,Mocovi,267_nest,lauaquiaxaqui,l+auaqu+iaxaqui,l + a w a k + j a ʁ a k i,,buckwalter2015b;rosso2010,,,,,2276 5110 5496 2278,0,0,_:poss hole _:nmlz
Mocovi-267_nest-2,,Mocovi,267_nest,lco'viichaxaqui,l+co'vii+chaxaqui,l + k o ˀw iː + tʃ a ʁ a k i,,buckwalter2015b;rosso2010,,,,,2276 5496 2278,0,0,_:poss egg _:nmlz
Mocovi-116_goat-1,,Mocovi,116_goat,quetaq,quetaq,k e t a q,,buckwalter2015b;rosso2010,,,,,1725,0,0,?
Mocovi-117_hegoat-1,,Mocovi,117_hegoat,quetaq,quetaq,k e t a q,,buckwalter2015b;rosso2010,,,,,1734,0,0,?
Mocovi-302_pig-1,,Mocovi,302_pig,cos,cos,k o s,,buckwalter2015b;rosso2010,,,,,920,0,0,?
Mocovi-174_dove-1,,Mocovi,174_dove,cocon,cocon,k o k o n,,buckwalter2015b;rosso2010,,,,,406,0,0,?
Mocovi-174_dove-2,,Mocovi,174_dove,coviguiñic,coviguiñic,k o w i g i ɲ i k,,buckwalter2015b;rosso2010,,,,,406,0,0,?
Mocovi-174_dove-3,,Mocovi,174_dove,co'toco',co'toco',k o ʔ t o k o ʔ,,buckwalter2015b;rosso2010,,,,,923,0,0,?
Mocovi-260_crocodilealligator-1,,Mocovi,260_crocodilealligator,naanoc,naanoc,n aː n o k,,buckwalter2015b;rosso2010,,,,,1747,0,0,?
Mocovi-186_shell-1,,Mocovi,186_shell,recona,recona,r e k o n a,,buckwalter2015b;rosso2010,,,,,5120,0,0,?
Mocovi-186_shell-2,,Mocovi,186_shell,naqalligo,naqalligo,n a q a ʎ i g o,,buckwalter2015b;rosso2010,,,,,5509,0,0,?
Mocovi-245_snail-1,,Mocovi,245_snail,leta'guellic,let+a'guellic,l e t + a ʔ g e + ʎ + i k,,buckwalter2015b;rosso2010,,,,,3623 421,0,0,wet _:loc _:poss path
Mocovi-160_fox-1,,Mocovi,160_fox,nouaxaỹaxa,nouaxaỹaxa,n o w a ʁ a j a ʁ a,,buckwalter2015b;rosso2010,,,,,940,0,0,?
Mocovi-113_horseequine-1,,Mocovi,113_horseequine,shipgaq,shipgaq,ʃ i p g a q,,buckwalter2015b;rosso2010,,,,,435,0,0,?
Mocovi-91_fishscale-1,,Mocovi,91_fishscale,leso,l+eso,l e + s o,,buckwalter2015b;rosso2010,,,,,2938 444,0,0,_:poss fishscale
Mocovi-2_beehive-1,,Mocovi,2_beehive,le'xona,le'xona,l e ʔ ʁ o n a,,buckwalter2015b;rosso2010,,,,,5535,0,0,?
Mocovi-115_sheep-1,,Mocovi,115_sheep,qagreta,qagreta,q a g r e t a,,buckwalter2015b;rosso2010,,,,,2311,0,0,?
Mocovi-96_findorsal-1,,Mocovi,96_findorsal,lelaxase,lelax+ase,l e + l a ʁ a + s e,,buckwalter2015b;rosso2010,,,,,5536 2949,0,0,_:poss back _:?
Mocovi-256_bull-1,,Mocovi,256_bull,tooro,tooro,t oː r o,,buckwalter2015b;rosso2010,,,,,2312,0,0,?
Mocovi-255_ox-1,,Mocovi,255_ox,tooro,tooro,t oː r o,,buckwalter2015b;rosso2010,,,,,1805,0,0,?
Mocovi-255_ox-2,,Mocovi,255_ox,lauegaxanaxala',l+aueg+axan+axala',l + a w e g + a ʁ a n + a ʁ a l a ʔ,,buckwalter2015b;rosso2010,,,,,5540 454 5541 1805 5542,0,0,_:poss carry _:val _:nmlz
Mocovi-255_ox-3,,Mocovi,255_ox,ñii'lola,ñii'lola,ɲ iː ʔ l o l a,,buckwalter2015b;rosso2010,,,,,5542,0,0,?
Mocovi-253_bear-1,,Mocovi,253_bear,layoraxai late'e,layoraxai l+ate'e,l a ʒ o r a ʁ ai + l + a t e ʔ e,,buckwalter2015b;rosso2010,,,,,5543 5544 455,0,0,anteater _:poss mother
Mocovi-242_assdonkey-1,,Mocovi,242_assdonkey,'ashin,'ashin,ʔ a ʃ i n,,buckwalter2015b;rosso2010,,,,,457,0,0,?
Mocovi-284_hawk-1,,Mocovi,284_hawk,niviguiñic,niviguiñic,n i w i g i ɲ i k,,buckwalter2015b;rosso2010,,,,,5545,0,0,?
Mocovi-284_hawk-2,,Mocovi,284_hawk,qatañiguit,qatañiguit,q a t a ɲ i g i t,,buckwalter2015b;rosso2010,,,,,458,0,0,?
Mocovi-257_wasp-1,,Mocovi,257_wasp,rapic,rapic,r a p i k,,buckwalter2015b;rosso2010,,,,,2966,0,0,?
Mocovi-257_wasp-2,,Mocovi,257_wasp,lauanate' leta'a,laua+nate' le+ta'a,l a w a + n a t e ʔ + l e + t a ʔ a,,buckwalter2015b;rosso2010,,,,,459 2964 460,0,0,earth _:? _:poss father
Mocovi-70_eyelid-1,,Mocovi,70_eyelid,nqote lapo',n+qote la+po',n + q o t e + l a + p o ʔ,,buckwalter2015b;rosso2010,,,,,2332 986 2334 5550,0,0,_:poss eye _:poss cover
Mocovi-70_eyelid-2,,Mocovi,70_eyelid,nqote laqa',n+qote la+qa',n + q o t e + l a + q a ʔ,,buckwalter2015b;rosso2010,,,,,2332 986 2334 5550,0,0,_:poss eye _:poss chin
Mocovi-40_borntobe-1,,Mocovi,40_borntobe,ne'qaañi,ne'qaa+ñi,n e ʔ q aː + ɲ i,,buckwalter2015b;rosso2010,,,,,2990 2339 2338,0,0,be.born _:down
Mocovi-259_eyelash-1,,Mocovi,259_eyelash,rade,r+ade,r + a d e,,buckwalter2015b;rosso2010,,,,,474 1831,0,0,_:poss eyelash
Mocovi-121_footprint-1,,Mocovi,121_footprint,lliguiñi,lligui+ñi,ʎ + i g i + ɲ i,,buckwalter2015b;rosso2010,,,,,482 1855,0,0,_:poss path/go _:dir
Mocovi-258_poison-1,,Mocovi,258_poison,ledoonaxa,le+doon+axa,l e + d oː n + a ʁ a,,buckwalter2015b;rosso2010,,,,,5173 1014 2353,0,0,_:poss poison _:nmlz
Mocovi-301_urinate-1,,Mocovi,301_urinate,nqo'xon,n+qo'xon,n + q o ʔ ʁ o n,,buckwalter2015b;rosso2010,,,,,5566 3994,0,0,_:3sg urinate
Mocovi-77_nippleteat-1,,Mocovi,77_nippleteat,lo'ueete lqahic,l+o'ueete l+qahic,l + o ʔ u eː t e + l + q a h i k,,buckwalter2015b;rosso2010,,,,,5567 3032 5568 1023,0,0,_:poss breast _:poss head
Mocovi-81_spine-1,,Mocovi,81_spine,lelaq lpi'nec,le+laq l+pi'nec,l e + l a q + l + p i ʔ n e k,,buckwalter2015b;rosso2010,,,,,2378 3053 6 54,0,0,_:poss back _:poss bone
Mocovi-294_pus-1,,Mocovi,294_pus,li'i,l+i'i,l + i ʔ i,,buckwalter2015b;rosso2010,,,,,4944 3067,0,0,_:poss pus
Mocovi-68_womb-1,,Mocovi,68_womb,lco'oxoqui,l+co'o+xoqui,l + k o ʔ o + ʁ o k i,,buckwalter2015b;rosso2010,,,,,6 4813 1054 497,0,0,_:poss conceive :nmlz
Mocovi-84_veinartery-1,,Mocovi,84_veinartery,lo'oota,lo'oota,l o + ʔ oː t a,,buckwalter2015b;rosso2010,,,,,498,0,0,_:poss vein
Mocovi-144_mute-1,,Mocovi,144_mute,moorotec,moorotec,m oː r o t e k,,buckwalter2015b;rosso2010,,,,,1068 5593,0,0,?
Mocovi-63_thumb-1,,Mocovi,63_thumb,lpalaaqate late'ogue',l+palaaqate l+ate'ogue',l + p a l aː q a t e + l + a t e ʔ o g e ʔ,,buckwalter2015b;rosso2010,,,,,2407 2406 5596 1919,0,0,_:poss finger _:poss big
Mocovi-80_beak-1,,Mocovi,80_beak,laapi',l+aapi',l + aː p i ʔ,,buckwalter2015b;rosso2010,,,,,5413 2165,0,0,_:poss lip
Mocovi-134_itch-1,,Mocovi,134_itch,reshiqui,re+shiqui,r e + ʃ i k i,,buckwalter2015b;rosso2010,,,,,5602 2423,0,0,_:3sg itch
Mocovi-269_wakeup-1,,Mocovi,269_wakeup,nelouec,ne+lo+uec,n e + l o + w e k,,buckwalter2015b;rosso2010,,,,,1933 2426 2427,0,0,_:3sg look _:dir
Mocovi-269_wakeup-2,,Mocovi,269_wakeup,nqo'xon,n+qo'xon,n + q o ʔ ʁ o n,,buckwalter2015b;rosso2010,,,,,1933 3092,0,0,_:3sg wake.up
Mocovi-71_window-1,,Mocovi,71_window,nqote,n+qote,n + q o t e,,buckwalter2015b;rosso2010,,,,,1943 1944,0,0,_:poss eye
Mocovi-127_cousin-1,,Mocovi,127_cousin,lqaỹa liỹa,l+qaỹa l+iỹa,l + q a j a + l + i j a,,buckwalter2015b;rosso2010,,,,,2436 514 5606 2435,0,0,_:poss sibling _:poss other
Mocovi-87_place-1,,Mocovi,87_place,la'a',l+a'a',l + a ʔ a ʔ,,buckwalter2015b;rosso2010,,,,,5608,0,0,_:poss place
Mocovi-87_place-2,,Mocovi,87_place,loma',lo+ma',l o + m a ʔ,,buckwalter2015b;rosso2010,,,,,5609 3807,0,0,_:poss place
Mocovi-87_place-3,,Mocovi,87_place,lo'ueetqa',l+o'ueetqa',l + o ʔ u eː t q a ʔ,,buckwalter2015b;rosso2010,,,,,5609 2439 5610,0,0,_:poss place
Mocovi-87_place-4,,Mocovi,87_place,laa'yi,l+aa'yi,l + aː ʔ ʒ i,,buckwalter2015b;rosso2010,,,,,5608,0,0,_:poss place
Mocovi-137_potter-1,,Mocovi,137_potter,cá'maq ỹo'ueetac ano no'xona 'laua,cá'maq ỹo+'uee+tac ana no'xona 'la+ua,k a ʔ m a q + j + o ʔ u eː + t a k + a n a + n o ʔ ʁ o n a + ʔ l a + w a,,buckwalter2015b;rosso2010,,,,,4036 5614 5615 1105 5616 1104 5617 5234,0,0,_:det _:3sg make _:asp _:det clay earth
Mocovi-105_shadeshadow-1,,Mocovi,105_shadeshadow,la'al,l+a'al,l + a ʔ a l,,buckwalter2015b;rosso2010,,,,,5621 2440,0,0,_:poss shade
Mocovi-69_parents-1,,Mocovi,69_parents,leta'al,le+ta'al,l e + t a ʔ a l,,buckwalter2015b;rosso2010,,,,,4563 1980,0,0,_:poss father _:pauc
Mocovi-165_write-1,,Mocovi,165_write,ỹiriñi,ỹi+r+iñi,j i + r + i ɲ i,,buckwalter2015b;rosso2010,,,,,1987 5626 1985,0,0,_:3sg write _:dir
Mocovi-165_write-2,,Mocovi,165_write,ỹi',ỹi',j i ʔ,,buckwalter2015b;rosso2010,,,,,1987,0,0,?
Mocovi-165_write-3,,Mocovi,165_write,deraxan,de+r+axan,d e + r + a ʁ a n,,buckwalter2015b;rosso2010,,,,,1983 5626 5240,0,0,_:3sg write _:val
Mocovi-122_altar-1,,Mocovi,122_altar,ncopatoxolate,n+copat+oxo+late,n + k o p a t + o ʁ o + l a t e,,buckwalter2015b;rosso2010,,,,,1995 5633 4050,0,0,_:poss burn _:val _:loc
