ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy,Borrowings,Patterns,Morpheme_Glosses
Abipon-85_blood-1,,Abipon,85_blood,naoigRa,naoigRa,n a w i g ʁ a,,najlis1966,,,,,1 2 3,0,0,?
Abipon-59_mouth-1,,Abipon,59_mouth,naagRat,naagRat,n a g ʁ a t,,najlis1966,,,,,4 5,0,0,?
Abipon-79_head-1,,Abipon,79_head,lapañik,l+apañik,l + a p a ɲ i k,,najlis1966,,,,,6 7,0,0,_:poss: head
Abipon-79_head-2,,Abipon,79_head,lemaRat,l+ema+Rat,l + e m a ʁ a t,,najlis1966,,,,,6 8 9,0,0,_:poss: head
Abipon-56_hand-1,,Abipon,56_hand,ñapakena,ña+pakena,ɲ a + p a k e n a,,najlis1966,,,,,11 12,0,0,_:poss hand
Abipon-53_ear-1,,Abipon,53_ear,ketal,ketal,k e t a l,,najlis1966,,,,,16,0,0,?
Abipon-37_husband-1,,Abipon,37_husband,laoenek,l+aoenek,l + a w e n e k,,najlis1966,,,,,6 26 27,0,0,_:poss spouse
Abipon-38_wife-1,,Abipon,38_wife,graoene,graoene,g r a w e n e,,najlis1966,,,,,28 29 30,0,0,?
Abipon-138_hear-1,,Abipon,138_hear,oahipat,oahipat,w a h i p a t,,najlis1966,,,,,31 32,0,0,?
Abipon-138_hear-2,,Abipon,138_hear,haoaqa,haoaqa,h a w a q a,,najlis1966,,,,,33 34,0,0,?
Abipon-187_bird-1,,Abipon,187_bird,netegRanak,netegRanak,n + e t e g + ʁ a n a k,,najlis1966,,,,,1 35 36,0,0,?
Abipon-187_bird-2,,Abipon,187_bird,kata,kata,k a t a,,najlis1966,,,,,37,0,0,?
Abipon-97_fish-1,,Abipon,97_fish,noai,noai,n w ai,,najlis1966,,,,,38,0,0,?
Abipon-130_louse-1,,Abipon,130_louse,noapaRat,n+oapaRat,n + w a p a ʁ a t,,najlis1966,,,,,1 43 9,0,0,_:poss louse
Abipon-129_dog-1,,Abipon,129_dog,netegink,netegink,n e t e g i ŋ k,,najlis1966,,,,,1 44 45,0,0,?
Abipon-251_tongue-1,,Abipon,251_tongue,liaciRat,li+aciRat,l i + a tʃ i ʁ a t,,najlis1966,,,,,46 47 9,0,0,_:poss tongue
Abipon-78_breastofwoman-1,,Abipon,78_breastofwoman,gracici,gracici,g r a + tʃ i tʃ i,,najlis1966,,,,,49,0,0,_:poss breast
Abipon-78_breastofwoman-2,,Abipon,78_breastofwoman,lateta,la+teta,l a + t e t a,,najlis1966,,,,,49,0,0,_:poss breast
Abipon-98_wing-1,,Abipon,98_wing,laoa,l+aoa,l + a w a,,najlis1966,,,,,6 50,0,0,_:poss wing
Abipon-82_back-1,,Abipon,82_back,naalete,naalete,n aː l e t e,,najlis1966,,,,,51 52,0,0,?
Abipon-82_back-2,,Abipon,82_back,nakal,nakal,n a k a l,,najlis1966,,,,,51,0,0,?
Abipon-83_bone-1,,Abipon,83_bone,ipiink,i+piink,i + p iː ŋ k,,najlis1966,,,,,53 54,0,0,_:poss bone
Abipon-120_leg-1,,Abipon,120_leg,nici,ni+ci,n i + tʃ i,,najlis1966,,,,,55 56,0,0,_:poss leg
Abipon-246_foot-1,,Abipon,246_foot,iacaRhaq,iacaRhaq,j a tʃ a ʁ h a q,,najlis1966,,,,,53 57 58,0,0,?
Abipon-261_heart-1,,Abipon,261_heart,naoel,n+aoel,n + a w e l,,najlis1966,,,,,1 60,0,0,_:poss heart
Abipon-261_heart-2,,Abipon,261_heart,neoetRanatRa,neoetRanatRa,n e o e t ʁ a n a t ʁ a,,najlis1966,,,,,1 61 62 15 63 3,0,0,?
Abipon-125_sleep-1,,Abipon,125_sleep,roate,roate,r w a t e,,najlis1966,,,,,64,0,0,?
Abipon-114_tail-1,,Abipon,114_tail,keit,keit,k ei t,,najlis1966,,,,,65,0,0,?
Abipon-75_skinhide-1,,Abipon,75_skinhide,halak,halak,h a l + a k,,najlis1966,,,,,70 71,0,0,_:poss skin
Abipon-44_feather-1,,Abipon,44_feather,letegk,l+etegk,l + e t e g k,,najlis1966,,,,,6 75,0,0,_:poss hair
Abipon-154_four-1,,Abipon,154_four,naatapici,naatapici,n aː t a p i tʃ i,,najlis1966,,,,,1 83 84,0,0,?
Abipon-154_four-2,,Abipon,154_four,keienk ñate,keienk ñate,k e j e ŋ k + ɲ a t e,,najlis1966,,,,,85 83,0,0,ostrich paws
Abipon-167_yellow-1,,Abipon,167_yellow,aoig,aoig,a w i g,,najlis1966,,,,,87,0,0,?
Abipon-167_yellow-2,,Abipon,167_yellow,ikai,i+kai,i k ai,,najlis1966,,,,,53 88,0,0,?
Abipon-167_yellow-3,,Abipon,167_yellow,keiñi,keiñi,k ei ɲ i,,najlis1966,,,,,88,0,0,?
Abipon-133_flyvb-1,,Abipon,133_flyvb,natahegem,nata+hegem,n + a t a + h e g e m,,najlis1966,,,,,1 18 89,0,0,move _:up
Abipon-297_root-1,,Abipon,297_root,pana,pana,p a n a,,najlis1966,,,,,90,0,0,?
Abipon-67_lake-1,,Abipon,67_lake,kahim,kahim,k a h i m,,najlis1966,,,,,92,0,0,?
Abipon-243_black-1,,Abipon,243_black,aooraie,aooraie,a w o r a j e,,najlis1966,,,,,93 94,0,0,?
Abipon-243_black-2,,Abipon,243_black,naoe,naoe,n + a w e,,najlis1966,,,,,95,0,0,_:3sg black
Abipon-243_black-3,,Abipon,243_black,nenegin,nenegin,n e n e g i n,,najlis1966,,,,,96,0,0,?
Abipon-164_dust-1,,Abipon,164_dust,nagmaiaRa,nagmaiaRa,n a g m a j a ʁ a,,najlis1966,,,,,99 3,0,0,?
Abipon-168_star-1,,Abipon,168_star,eergRaik,eergRaik,eː r g ʁ ai k,,najlis1966,,,,,102 103,0,0,?
Abipon-66_mother-1,,Abipon,66_mother,late,l+ate,l + a t e,,najlis1966,,,,,6 80,0,0,_:poss mother
Abipon-279_come-1,,Abipon,279_come,anek,anek,a n e k,,najlis1966,,,,,113,0,0,?
Abipon-279_come-2,,Abipon,279_come,ñaoe,ñaoe,ɲ a w e,,najlis1966,,,,,107 114,0,0,?
Abipon-43_leaf-1,,Abipon,43_leaf,letegk,l+etegk,l + e t e g k,,najlis1966,,,,,6 75,0,0,_:poss hair
Abipon-93_sky-1,,Abipon,93_sky,hipigem,hipigem,h i + p i g e m,,najlis1966,,,,,115,0,0,_:/hi sky
Abipon-90_bark-1,,Abipon,90_bark,laoelagRa,laoelagRa,l a w e l a g ʁ a,,najlis1966,,,,,6 118 3,0,0,?
Abipon-90_bark-2,,Abipon,90_bark,halak,hal+ak,h a l + a k,,najlis1966,,,,,70 71,0,0,_:poss skin
Abipon-90_bark-3,,Abipon,90_bark,loahi,loahi,l w a h i,,najlis1966,,,,,6 119,0,0,?
Abipon-153_three-1,,Abipon,153_three,iñoaka iekaiñi,iñoaka iekaiñi,i ɲ w a k a + j e k a i ɲ i,,najlis1966,,,,,125 126 127,0,0,two ?
Abipon-153_three-2,,Abipon,153_three,keienk ñate,keienk ñate,k e j e ŋ k + ɲ a t e,,najlis1966,,,,,85 125,0,0,ostrich paws
Abipon-244_white-1,,Abipon,244_white,ialak,ialak,j a l a k,,najlis1966,,,,,53 128,0,0,?
Abipon-106_year-1,,Abipon,106_year,iñiega,iñiega,i ɲ j e g a,,najlis1966,,,,,136,0,0,?
Abipon-162_drink-1,,Abipon,162_drink,ñañam,ñañam,ɲ a ɲ a m,,najlis1966,,,,,107 137,0,0,?
Abipon-162_drink-2,,Abipon,162_drink,neet,n+eet,n eː t,,najlis1966,,,,,1 138,0,0,?
Abipon-162_drink-3,,Abipon,162_drink,oik,oik,w i k,,najlis1966,,,,,139,0,0,?
Abipon-248_flower-1,,Abipon,248_flower,lenoigRaik,l+enoig+Raik,l + e n w i + g ʁ ai + k,,najlis1966,,,,,6 140 141,0,0,_:poss blossom _:adj _:masc
Abipon-264_know-1,,Abipon,264_know,riaRaik,ri+aRai+k,r i a ʁ ai k,,najlis1966,,,,,145 146 17,0,0,?
Abipon-264_know-2,,Abipon,264_know,iakatege,i+akat+ege,j a k a t e g e,,najlis1966,,,,,53 147 148,0,0,?
Abipon-264_know-3,,Abipon,264_know,iaren,i+aren,j a r e n,,najlis1966,,,,,53 149,0,0,?
Abipon-264_know-4,,Abipon,264_know,ñeton,ñ+eton,ɲ e t o n,,najlis1966,,,,,107 149,0,0,?
Abipon-274_ashes-1,,Abipon,274_ashes,aci,aci,a tʃ i,,najlis1966,,,,,152,0,0,?
Abipon-65_largebig-1,,Abipon,65_largebig,laa,laa,l aː,,najlis1966,,,,,153,0,0,?
Abipon-65_largebig-2,,Abipon,65_largebig,latenka,latenka,l a t e ŋ k a,,najlis1966,,,,,154 155,0,0,?
Abipon-148_short-1,,Abipon,148_short,larici,larici,l a r i tʃ i,,najlis1966,,,,,156,0,0,?
Abipon-149_five-1,,Abipon,149_five,hanamhegem,h+anam+hegem,h + a n a m + h e g e m,,najlis1966,,,,,163 164 89,0,0,_:1sg finish _:dir
Abipon-149_five-2,,Abipon,149_five,neen halak,n+een h+alak,n + eː n + h a l + a k,,najlis1966,,,,,1 165 163 166,0,0,_:3sg good _:poss skin
Abipon-276_eat-1,,Abipon,276_eat,iaek,iaek,i a e k,,najlis1966,,,,,53 167,0,0,?
Abipon-276_eat-2,,Abipon,276_eat,rkeñe,rkeñe,r k e ɲ e,,najlis1966,,,,,20 168,0,0,?
Abipon-276_eat-3,,Abipon,276_eat,aharo,aharo,a h a r o,,najlis1966,,,,,168,0,0,?
Abipon-263_everyall-1,,Abipon,263_everyall,aoge,aoge,a o g e,,najlis1966,,,,,169,0,0,?
Abipon-291_name-1,,Abipon,291_name,lakalatoe,lakalatoe,l a k a l a t w e,,najlis1966,,,,,6 171 172,0,0,?
Abipon-282_father-1,,Abipon,282_father,leta,le+ta,l e + t a,,najlis1966,,,,,176 177,0,0,_:poss father
Abipon-100_smalllittle-1,,Abipon,100_smalllittle,aolk,aolk,a o l k,,najlis1966,,,,,178,0,0,?
Abipon-100_smalllittle-2,,Abipon,100_smalllittle,leneci,leneci,l e n e tʃ i,,najlis1966,,,,,179 180,0,0,?
Abipon-15_long-1,,Abipon,15_long,larek,larek,l a r e k,,najlis1966,,,,,187,0,0,?
Abipon-275_intestinesguts-1,,Abipon,275_intestinesguts,kama,kama,k a m a,,najlis1966,,,,,189 190,0,0,?
Abipon-188_smellvbtrans-1,,Abipon,188_smellvbtrans,kat,kat,k a t,,najlis1966,,,,,193,0,0,?
Abipon-52_treecf08600-1,,Abipon,52_treecf08600,loahi,loahi,l w a h i,,najlis1966,,,,,6 194,0,0,?
Abipon-74_seed-1,,Abipon,74_seed,lpeta,l+peta,l + p e t a,,najlis1966,,,,,6 197,0,0,_:poss seed
Abipon-47_sun-1,,Abipon,47_sun,grahaolai,grahaolai,g r a h a o l ai,,najlis1966,,,,,198,0,0,?
Abipon-47_sun-2,,Abipon,47_sun,mpaeRa,mpaeRa,m p a e ʁ a,,najlis1966,,,,,199 200 3,0,0,?
Abipon-283_give-1,,Abipon,283_give,iaat,iaat,j aː t,,najlis1966,,,,,211,0,0,?
Abipon-283_give-2,,Abipon,283_give,-o(en)-,-oen-,w e n,,najlis1966,,,,,212 213,0,0,?
Abipon-283_give-3,,Abipon,283_give,-eien-,-eien-,e j + e n,,najlis1966,,,,,213,0,0,_:3sg give
Abipon-136_littlequantityfew-1,,Abipon,136_littlequantityfew,aolka,aolka,a o l k a,,najlis1966,,,,,214,0,0,?
Abipon-136_littlequantityfew-2,,Abipon,136_littlequantityfew,leneci,leneci,l e n e tʃ i,,najlis1966,,,,,6 76,0,0,?
Abipon-147_muchmany-1,,Abipon,147_muchmany,aierete,aierete,a j e r e t e,,najlis1966,,,,,217,0,0,?
Abipon-147_muchmany-2,,Abipon,147_muchmany,eneoge,eneoge,e n e o g e,,najlis1966,,,,,218,0,0,?
Abipon-147_muchmany-3,,Abipon,147_muchmany,lam,lam,l a m,,najlis1966,,,,,219,0,0,?
Abipon-147_muchmany-4,,Abipon,147_muchmany,latenk,latenk,l a t e ŋ k,,najlis1966,,,,,217,0,0,?
Abipon-266_cold-1,,Abipon,266_cold,latak,latak,l a t a k,,najlis1966,,,,,6 18 17,0,0,?
Abipon-39_sit-1,,Abipon,39_sit,aña,aña,a ɲ a,,najlis1966,,,,,221,0,0,?
Abipon-39_sit-2,,Abipon,39_sit,aiañiiñi,aiañiiñi,a j a ɲ i ɲ i,,najlis1966,,,,,222 221 223,0,0,?
Abipon-285_fruit-1,,Abipon,285_fruit,lpeta,l+peta,l + p e t a,,najlis1966,,,,,6 227,0,0,_:poss fruit
Abipon-46_animal-1,,Abipon,46_animal,lela,le+la,l e + l a,,najlis1966,,,,,6 229 230,0,0,_:poss animal
Abipon-46_animal-2,,Abipon,46_animal,iegek,iegek,j e g e k,,najlis1966,,,,,231 17,0,0,?
Abipon-290_mosquito-1,,Abipon,290_mosquito,ait,ait,ai t,,najlis1966,,,,,232,0,0,?
Abipon-290_mosquito-2,,Abipon,290_mosquito,apataie,apataie,a p a t a j e,,najlis1966,,,,,232 233,0,0,?
Abipon-35_spider-1,,Abipon,35_spider,aoalin,aoalin,a w a l i n,,najlis1966,,,,,234,0,0,?
Abipon-57_arm-1,,Abipon,57_arm,kaalRat,kaal+Rat,k aː l + ʁ a t,,najlis1966,,,,,235 9,0,0,hug _:nmlz
Abipon-102_horn-1,,Abipon,102_horn,lahate,l+ahate,l + a h a t e,,najlis1966,,,,,6 237,0,0,_:poss horn
Abipon-58_beard-1,,Abipon,58_beard,nahip eoe,n+ahip+eoe,n + a h i p + e w e,,najlis1966,,,,,1 238 239,0,0,_:pos lip hair
Abipon-254_chest-1,,Abipon,254_chest,ioala,ioala,i w a l a,,najlis1966,,,,,53 241,0,0,?
Abipon-61_chin-1,,Abipon,61_chin,anar,anar,a n a r,,najlis1966,,,,,242,0,0,?
Abipon-62_lip-1,,Abipon,62_lip,ñahipi,ñ+ahipi,ɲ + a h i p i,,najlis1966,,,,,107 238 53,0,0,_:poss lip
Abipon-64_finger-1,,Abipon,64_finger,ñate,ñ+ate,ɲ + a t e,,najlis1966,,,,,107 244,0,0,_:poss finger
Abipon-281_elbow-1,,Abipon,281_elbow,kaage,kaage,k aː g e,,najlis1966,,,,,245,0,0,?
Abipon-94_fingernail-1,,Abipon,94_fingernail,enac,enac,e n a tʃ,,najlis1966,,,,,246,0,0,?
Abipon-299_thunder-1,,Abipon,299_thunder,iigigi,iigigi,iː g i g i,,najlis1966,,,,,250 251,0,0,?
Abipon-109_lightning-1,,Abipon,109_lightning,kahagRanRa,kahag+Ran+Ra,k a h a g ʁ a n ʁ a,,najlis1966,,,,,255 15 3,0,0,?
Abipon-126_liedown-1,,Abipon,126_liedown,ahaoaRañi,ahaoaRañi,a h a w a ʁ a ɲ i,,najlis1966,,,,,256 257 258 259,0,0,?
Abipon-126_liedown-2,,Abipon,126_liedown,ahaoi,ahaoi,a h a w i,,najlis1966,,,,,256 260 53,0,0,?
Abipon-72_house-1,,Abipon,72_house,lëëRiki,lëëRiki,l eː ʁ i k i,,najlis1966,,,,,6 268 269,0,0,?
Abipon-72_house-2,,Abipon,72_house,niik,niik,n iː k,,najlis1966,,,,,1 270,0,0,?
Abipon-150_ten-1,,Abipon,150_ten,lanamerihegem,l+anam+eri+hegem,l + a n a m + e r i + h e g e m,,najlis1966,,,,,6 164 271 89,0,0,_:poss finish _:pl _:dir
Abipon-110_fightvb-1,,Abipon,110_fightvb,im,im,i m,,najlis1966,,,,,272,0,0,?
Abipon-110_fightvb-2,,Abipon,110_fightvb,roelaki,r+oelaki,r + w e l a k i,,najlis1966,,,,,20 273,0,0,_:3p fight
Abipon-110_fightvb-3,,Abipon,110_fightvb,oici,oici,w i tʃ i,,najlis1966,,,,,274,0,0,?
Abipon-293_owl-1,,Abipon,293_owl,kaalekaoalk,kaalekaoalk,k aː l e k a w a l k,,najlis1966,,,,,276 277,0,0,?
Abipon-293_owl-2,,Abipon,293_owl,kikik,kikik,k i k i k,,najlis1966,,,,,277,0,0,?
Abipon-273_cat-1,,Abipon,273_cat,kapaik,kapaik,k a p ai k,,najlis1966,,,,,281 282,0,0,?
Abipon-55_bee-1,,Abipon,55_bee,aloei,aloei,a l w ei,,najlis1966,,,,,283,0,0,?
Abipon-289_parrot-1,,Abipon,289_parrot,kahaoRa,kahaoRa,k a h a o ʁ a,,najlis1966,,,,,284 3,0,0,?
Abipon-289_parrot-2,,Abipon,289_parrot,natalgela,natalgela,n a t a l g e l a,,najlis1966,,,,,285,0,0,?
Abipon-289_parrot-3,,Abipon,289_parrot,natalgela latenk,natalgela latenk,n a t a l g e l a + l a t e ŋ k,,najlis1966,,,,,285 286,0,0,? big
Abipon-128_flea-1,,Abipon,128_flea,netegink loapaRat,netegink l+oapaRat,n e t e g i ŋ k + l + w a p a ʁ a t,,najlis1966,,,,,1 287 288 289 290,0,0,dog _:poss insect
Abipon-166_deer-1,,Abipon,166_deer,hëëgehaq,hëëgehaq,h eː g e h a q,,najlis1966,,,,,293 294,0,0,?
Abipon-166_deer-2,,Abipon,166_deer,oacigranigal,oacigranigal,w a tʃ i g r a n i g a l,,najlis1966,,,,,295,0,0,?
Abipon-118_ant-1,,Abipon,118_ant,oehek,oehek,w e h e k,,najlis1966,,,,,299,0,0,?
Abipon-99_palmofhand-1,,Abipon,99_palmofhand,napakena laoel,na+pakena la+oel,n a + p a k e n a + l a + w e l,,najlis1966,,,,,300 301 302 303,0,0,_:poss hand _:poss interior
Abipon-89_fur-1,,Abipon,89_fur,letegk,l+etegk,l + e t e g k,,najlis1966,,,,,6 75,0,0,_:poss hair
Abipon-42_hairhead-1,,Abipon,42_hairhead,eoe,eoe,e w e,,najlis1966,,,,,239,0,0,hair
Abipon-42_hairhead-2,,Abipon,42_hairhead,letegk,l+etegk,l + e t e g k,,najlis1966,,,,,6 75,0,0,_:poss hair
Abipon-249_penis-1,,Abipon,249_penis,ligRat,ligRat,l i g ʁ a t,,najlis1966,,,,,6 305 9,0,0,?
Abipon-124_bed-1,,Abipon,124_bed,naoalna,naoalna,n a w a l n a,,najlis1966,,,,,1 316 317,0,0,?
Abipon-60_doorgate-1,,Abipon,60_doorgate,laham,l+aham,l + a h a m,,najlis1966,,,,,6 324,0,0,_:poss door
Abipon-123_burnvbintrans-1,,Abipon,123_burnvbintrans,ahimag,ahimag,a h i m a g,,najlis1966,,,,,325,0,0,?
Abipon-123_burnvbintrans-2,,Abipon,123_burnvbintrans,malahiñi,malahiñi,m a l a h i ɲ i,,najlis1966,,,,,326 327 328,0,0,?
Abipon-123_burnvbintrans-3,,Abipon,123_burnvbintrans,nkaate,nkaate,ŋ k aː t e,,najlis1966,,,,,1 329 330,0,0,?
Abipon-103_club-1,,Abipon,103_club,hepiginRankate,hepiginRankate,h e p i g i n ʁ a ŋ k a t e,,najlis1966,,,,,333 334 15 335,0,0,?
Abipon-103_club-2,,Abipon,103_club,noahilate,noahilate,n w a h i l a t e,,najlis1966,,,,,1 336 335,0,0,?
Abipon-103_club-3,,Abipon,103_club,ioele,ioele,i w e l e,,najlis1966,,,,,53 337,0,0,?
Abipon-156_seven-1,,Abipon,156_seven,iñoaka loahatahete,iñoaka loahatahete,i ɲ w a k a + l w a h a t a h e t e,,najlis1966,,,,,125 341,0,0,two ?
Abipon-169_knife-1,,Abipon,169_knife,napiaRanRat,napiaRanRat,n a p j a ʁ a n ʁ a t,,najlis1966,,,,,1 342 15 9,0,0,?
Abipon-169_knife-2,,Abipon,169_knife,nicaRaRanRat,nicaRaRanRat,n i tʃ a ʁ a ʁ a n ʁ a t,,najlis1966,,,,,1 343 15 9,0,0,?
Abipon-104_soulspirit-1,,Abipon,104_soulspirit,lkihi,l+kihi,l + k i h i,,najlis1966,,,,,6 344,0,0,_:poss soul
Abipon-104_soulspirit-2,,Abipon,104_soulspirit,loakal,l+oakal,l + w a k a l,,najlis1966,,,,,6 345,0,0,_:poss soul
Abipon-104_soulspirit-3,,Abipon,104_soulspirit,ehal,ehal,e h a l,,najlis1966,,,,,344,0,0,?
Abipon-277_cryweep-1,,Abipon,277_cryweep,reokatari,reokatari,r e o k a t a r i,,najlis1966,,,,,20 347 348,0,0,?
Abipon-287_maizecorn-1,,Abipon,287_maizecorn,nemelk,nemelk,n e m e l k,,najlis1966,,,,,350,0,0,?
Abipon-206_oldman-1,,Abipon,206_oldman,kacergaik,kacergaik,k a tʃ e r g ai + k,,najlis1966,,,,,353 42 17,0,0,old _:masc
Abipon-206_oldman-2,,Abipon,206_oldman,ikame,ikame,i k a m e,,najlis1966,,,,,53 354,0,0,?
Abipon-206_oldman-3,,Abipon,206_oldman,kereRaik,kereRaik,k e r e ʁ ai + k,,najlis1966,,,,,354 355 17,0,0,old _:masc
Abipon-151_twenty-1,,Abipon,151_twenty,lanamerihegem kat gracaRhaqa (?) anamicirihegem,l+anam+erihegem kat gracaRhaqa anamicirihegem,l + a n a m + e r i + h e g e m + k a t + g r a tʃ a ʁ h a q a + a n a m + i tʃ i + r i + h e g e m,,najlis1966,,,,,6 164 356 357 358 359,0,0,_:3sg finish _:pl _:dir _:? feet _:3sg finish _:? _:pl _:dir
Abipon-300_tobacco-1,,Abipon,300_tobacco,npetegk,npetegk,n p e t e g k,,najlis1966,,,,,1 360 75,0,0,?
Abipon-159_cook-1,,Abipon,159_cook,eoa,eoa,e w a,,najlis1966,,,,,378,0,0,?
Abipon-207_oldwoman-1,,Abipon,207_oldwoman,kacergaie,kacergaie,k a tʃ e r g a j e,,najlis1966,,,,,388 42 30,0,0,?
Abipon-207_oldwoman-2,,Abipon,207_oldwoman,kereRaie,kereRaie,k e r e ʁ a j e,,najlis1966,,,,,389 390 30,0,0,?
Abipon-252_cow-1,,Abipon,252_cow,oaka,oaka,w a k a,,najlis1966,,,,,297,0,0,?
Abipon-173_lizard-1,,Abipon,173_lizard,greiagal,greiagal,g r e j a g a l,,najlis1966,,,,,394 395,0,0,?
Abipon-267_nest-1,,Abipon,267_nest,niciRa,niciRa,n i tʃ i ʁ a,,najlis1966,,,,,1 396 3,0,0,?
Abipon-267_nest-2,,Abipon,267_nest,lpatage,l+patage,l + p a t a g e,,najlis1966,,,,,6 396,0,0,_:poss nest
Abipon-302_pig-1,,Abipon,302_pig,ahergRanRailate,ahergRanRai+l+ate,a h e r g ʁ a n ʁ ai + l a t e,,najlis1966,,,,,398 399,0,0,boar _:poss mother
Abipon-174_dove-1,,Abipon,174_dove,napiginik,napiginik,n a p i g i n i k,,najlis1966,,,,,1 405 406,0,0,?
Abipon-260_crocodilealligator-1,,Abipon,260_crocodilealligator,kaëpeRhaq,kaëpeRhaq,k a e p e ʁ h a q,,najlis1966,,,,,407 408,0,0,?
Abipon-260_crocodilealligator-2,,Abipon,260_crocodilealligator,peoe,peoe,p e w e,,najlis1966,,,,,409,0,0,?
Abipon-245_snail-1,,Abipon,245_snail,nalagink,nalagink,n a l a g i ŋ k,,najlis1966,,,,,421 422,0,0,?
Abipon-160_fox-1,,Abipon,160_fox,liceRa,liceRa,l i tʃ e ʁ a,,najlis1966,,,,,6 425 3,0,0,?
Abipon-131_insect-1,,Abipon,131_insect,oapa,oapa,w a p a,,najlis1966,,,,,428,0,0,?
Abipon-113_horseequine-1,,Abipon,113_horseequine,ahëpegaq,ahëpegaq,a h e p e g a q,,najlis1966,,,,,435,0,0,?
Abipon-208_mule-1,,Abipon,208_mule,ketelq,ketelq,k e t e l q,,najlis1966,,,,,443,0,0,?
Abipon-91_fishscale-1,,Abipon,91_fishscale,leha,l+eha,l e + h a,,najlis1966,,,,,6 444,0,0,_:poss fishscale
Abipon-265_goose-1,,Abipon,265_goose,netegRanak,netegRanak,n e t e g ʁ a n a k,,najlis1966,,,,,1 445 15 446,0,0,?
Abipon-265_goose-2,,Abipon,265_goose,neketetak,neketetak,n e k e t e t a k,,najlis1966,,,,,445,0,0,?
Abipon-115_sheep-1,,Abipon,115_sheep,akaireta,akaireta,a k ai r e t a,,najlis1966,,,,,448 449,0,0,?
Abipon-115_sheep-2,,Abipon,115_sheep,caga,caga,tʃ a g a,,najlis1966,,,,,449,0,0,?
Abipon-256_bull-1,,Abipon,256_bull,ioihak,ioihak,i w i h a k,,najlis1966,,,,,452 17,0,0,?
Abipon-255_ox-1,,Abipon,255_ox,ioihak,ioihak,i w i h a k,,najlis1966,,,,,454 17,0,0,_:masc
Abipon-253_bear-1,,Abipon,253_bear,heteiRei,heteiRei,h e t ei ʁ ei,,najlis1966,,,,,455 456,0,0,?
Abipon-242_assdonkey-1,,Abipon,242_assdonkey,aakciñi,aakciñi,aː k tʃ i ɲ i,,najlis1966,,,,,457,0,0,?
Abipon-284_hawk-1,,Abipon,284_hawk,kataigit,kataigit,k a t ai g i t,,najlis1966,,,,,17 18 458,0,0,?
Abipon-257_wasp-1,,Abipon,257_wasp,naatek,naatek,n aː t e k,,najlis1966,,,,,459,0,0,?
Abipon-257_wasp-2,,Abipon,257_wasp,nahaorek,nahaorek,n a h a o r e k,,najlis1966,,,,,1 460 461,0,0,?
Abipon-259_eyelash-1,,Abipon,259_eyelash,iare,i+are,j + a r e,,najlis1966,,,,,53 474,0,0,_:poss eyelash
Abipon-121_footprint-1,,Abipon,121_footprint,kataik lacaRhaqa,kataik lacaRhaqa,k a t a i k + l a tʃ a ʁ h a q a,,najlis1966,,,,,17 18 482 483,0,0,? ?
Abipon-258_poison-1,,Abipon,258_poison,loahagRanRat,loahagRanRat,l w a h a g ʁ a n ʁ a t,,najlis1966,,,,,6 484 15 9,0,0,?
Abipon-301_urinate-1,,Abipon,301_urinate,oaci,oaci,w a tʃ i,,najlis1966,,,,,487,0,0,?
Abipon-68_womb-1,,Abipon,68_womb,akam,akam,a k a m,,najlis1966,,,,,497,0,0,?
Abipon-84_veinartery-1,,Abipon,84_veinartery,letata,l+etata,l + e t a t a,,najlis1966,,,,,6 498,0,0,_:poss vein
Abipon-71_window-1,,Abipon,71_window,laham aolk,l+aham aolk,l + a h a m + a o l k,,najlis1966,,,,,6 512 178,0,0,_:poss door small
Abipon-127_cousin-1,,Abipon,127_cousin,gnakirek,gnakirek,g n a k i r e k,,najlis1966,,,,,513 514,0,0,?
Abipon-87_place-1,,Abipon,87_place,nañaRa,nañaRa,n a ɲ a ʁ a,,najlis1966,,,,,1 515 3,0,0,?
Abipon-105_shadeshadow-1,,Abipon,105_shadeshadow,lkihi,l+kihi,l + k i h i,,najlis1966,,,,,6 523,0,0,_:poss shade
Abipon-165_write-1,,Abipon,165_write,eier-,eier-,e j e r,,najlis1966,,,,,524,0,0,?
Abipon-122_altar-1,,Abipon,122_altar,lëëtRa,lëëtRa,l eː t ʁ a,,najlis1966,,,,,6 3839 3,0,0,?
Abipon-107_summer-1,,Abipon,107_summer,iñiega,iñiega,i ɲ j e g a,,najlis1966,,,,,136,0,0,?
Ava-85_blood-1,,Ava,85_blood,tugwɨ,t+ugwɨ,t + u ɣʷ ɨ,,dietrich2015,,,,,537 538,0,0,_:poss blood
Ava-59_mouth-1,,Ava,59_mouth,chejuru,juru,dʒ u r u,,dietrich2015,,,,,541 542,0,0,?
Ava-79_head-1,,Ava,79_head,cheãka,ãka,ã k a,,dietrich2015,,,,,541 543,0,0,?
Ava-56_hand-1,,Ava,56_hand,chẽpo,po,p o,,dietrich2015,,,,,541 545,0,0,?
Ava-53_ear-1,,Ava,53_ear,nambi,nambi,n a ⁿb i,,dietrich2015,,,,,547,0,0,?
Ava-50_red-1,,Ava,50_red,pɨ̃ta,pɨ̃ta,p ɨ̃ t a,,dietrich2015,,,,,550,0,0,?
