ORIGINAL_GLOSS	CONCEPT	CONCEPTICON_ID	LANGUAGE_NAME	DOCULECT	FAMILY	FORM	TOKENS
ruido	SOUND OR NOISE	1811.0	Proto-Guaicuru	guai1249	Guaicuruan	aják	a j á k
ruido	SOUND OR NOISE	1811.0	Proto-Guaicuru	guai1249	Guaicuruan	akˀake	a kˀ a k e
ruido	SOUND OR NOISE	1811.0	Proto-Guaicuru	guai1249	Guaicuruan	ˀgiˀgi	ˀg iˀ g i
ruido	SOUND OR NOISE	1811.0	Proto-Guaicuru	guai1249	Guaicuruan	tʃˀaqˀe	t ʃˀ a qˀ e
barulho	SOUND OR NOISE	1811.0	Proto-Naduhup	nada1235	Naduhup	hõ̌h	h õ̌ h
soup	SOUP	1547.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃupi	t͡ʃ u p i
soup	SOUP	1547.0	Proto-Aymara	ayma1253	Aymaran	luqru	l u q r u
sopa	SOUP	1547.0	Proto-Guaicuru	guai1249	Guaicuruan	aleke	a l e k e
broth	SOUP	1547.0	Proto-Panoan	pano1256	Panoan	βɨtɨm	β ɨ t ɨ m
acid	SOUR	1906.0	Proto-Arawakan	araw1281	Arawakan	kadama	k a d a m a
sour	SOUR	1906.0	Proto-Quechuan	quec1387	Quechuan	put͡ʃqu	p u t͡ʃ q u
sow	SOW (FEMALE PIG)	1351.0	Proto-Aymara	ayma1253	Aymaran	ima	i m a
to sow	SOW SEEDS	748.0	Proto-Aymara	ayma1253	Aymaran	sa	s a
to sow seeds	SOW SEEDS	748.0	Proto-Quechuan	quec1387	Quechuan	tarpu	t a r p u
spark	SPARK	518.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃipi	t͡ʃ i p i
to speak	SPEAK	1623.0	Proto-Aymara	ayma1253	Aymaran	aru	a r u
to speak	SPEAK	1623.0	Proto-Chapacuran	chap1271	Chapacuran	jaː	j aː
to speak	SPEAK	1623.0	Proto-Chapacuran	chap1271	Chapacuran	tomiʔ	t o m i ʔ
to speak	SPEAK	1623.0	Proto-Chapacuran	chap1271	Chapacuran	topak	t o p a k
hablar	SPEAK	1623.0	Proto-Guaicuru	guai1249	Guaicuruan	ematˀe	e m a tˀ e
to speak	SPEAK	1623.0	Proto-Panoan	pano1256	Panoan	yoʔi	yo ʔ i
to speak	SPEAK	1623.0	Proto-Quechuan	quec1387	Quechuan	rima	r i m a
hablar	SPEAK	1623.0	Proto-Shuar	jiva1245	Chicham	chichá	c h i c h á
lanza	SPEAR	945.0	Proto-Guaicuru	guai1249	Guaicuruan	akˀi	a kˀ i
lance	SPEAR	945.0	Proto-Quechuan	quec1387	Quechuan	watʂi	w a t ʂ i
lanza	SPEAR	945.0	Proto-Shuar	jiva1245	Chicham	nángki	n á n g k i
sperm	SPERM	1505.0	Proto-Chapacuran	chap1271	Chapacuran	waɾak	w a ɾ a k
spicy	SPICY	544.0	Proto-Aymara	ayma1253	Aymaran	haru	h a r u
picante	SPICY	544.0	Proto-Guaicuru	guai1249	Guaicuruan	tˀim	tˀ i m
spicy	SPICY	544.0	Proto-Quechuan	quec1387	Quechuan	haya	h aya
spider	SPIDER	843.0	Proto-Chibchan	chib1249	Chibchan	óhk	ó h k
spider	SPIDER	843.0	Proto-Guahiboan	guah1252	Guahiboan	khaumɨbɨto	k h au m ɨ b ɨ t o
spider species	SPIDER	843.0	Proto-Panoan	pano1256	Panoan	ʃina	ʃ i n a
araña	SPIDER	843.0	Proto-Shuar	jiva1245	Chicham	tsénge	t s é n g e
araña chica	SPIDER	843.0	Proto-Shuar	jiva1245	Chicham	túnchi	t ú n c h i
	SPIDER	843.0	Proto-Tucanoan	tuca1253	Tucanoan	pʔ.ɨ.p.ɨ	pˀ ɨ p ɨ
monkey: spider monkey	SPIDER MONKEY	434.0	Proto-Chibchan	chib1249	Chibchan	dõ̀	d õ̀
monkey: spider monkey	SPIDER MONKEY	434.0	Proto-Chibchan	chib1249	Chibchan	do	d o
maquisapa	SPIDER MONKEY	434.0	Proto-Shuar	jiva1245	Chicham	wáshi	w á s h i
	SPIDER MONKEY	434.0	Proto-Tucanoan	tuca1253	Tucanoan	s.i.s.i	s i s i
spider's web	SPIDER WEB	1065.0	Proto-Panoan	pano1256	Panoan	wasnon	w a s n o n
spider web	SPIDER WEB	1065.0	Proto-Quechuan	quec1387	Quechuan	ʎika	ʎ i k a
overflow	SPILL (SOMETHING)	3130.0	Proto-Aymara	ayma1253	Aymaran	ʎumpi	ʎ u m p i
overflow	SPILL (SOMETHING)	3130.0	Proto-Aymara	ayma1253	Aymaran	pʰuʎu	pʰ u ʎ u
to spill liquid	SPILL (SOMETHING)	3130.0	Proto-Chapacuran	chap1271	Chapacuran	ʔaw	ʔ a w
to spill	SPILL (SOMETHING)	3130.0	Proto-Quechuan	quec1387	Quechuan	hitʂa	h i t ʂ a
rotate	SPIN	121.0	Proto-Aymara	ayma1253	Aymaran	muyu	m uyu
spin thread	SPIN	121.0	Proto-Aymara	ayma1253	Aymaran	pʰawi	pʰ a w i
to spin thread	SPIN	121.0	Proto-Aymara	ayma1253	Aymaran	qapu	q a p u
to twist fibers into thread or string	SPIN	121.0	Proto-Aymara	ayma1253	Aymaran	pʰala	pʰ a l a
to twist fibers into thread or string	SPIN	121.0	Proto-Aymara	ayma1253	Aymaran	pʰari	pʰ a r i
tecer	SPIN	121.0	Proto-Macro-Je	nucl1710	Macro-Jean	cəp	c ə p
to spin	SPIN	121.0	Proto-Panoan	pano1256	Panoan	maya	m aya
to spin	SPIN	121.0	Proto-Panoan	pano1256	Panoan	taɽán	t a ɽ á n
rotate	SPIN	121.0	Proto-Quechuan	quec1387	Quechuan	muyu	m uyu
spin thread	SPIN	121.0	Proto-Quechuan	quec1387	Quechuan	kawpu	k a w p u
to spin thread	SPIN	121.0	Proto-Quechuan	quec1387	Quechuan	put͡ʃka	p u t͡ʃ k a
twist fibers	SPIN	121.0	Proto-Quechuan	quec1387	Quechuan	arwi	a r w i
spindle	SPINDLE	277.0	Proto-Quechuan	quec1387	Quechuan	put͡ʃka	p u t͡ʃ k a
espina	SPINE	805.0	Proto-Guaicuru	guai1249	Guaicuruan	kˀetsi	kˀ e t s i
espina	SPINE	805.0	Proto-Guaicuru	guai1249	Guaicuruan	ʔeˀlé	ʔ eˀ l é
spinning wheel	SPINNING WHEEL	4009.0	Proto-Aymara	ayma1253	Aymaran	qapu	q a p u
spirit	SPIRIT	53.0	Proto-Chapacuran	chap1271	Chapacuran	ʔojam	ʔ o j a m
espíritu	SPIRIT	53.0	Proto-Guaicuru	guai1249	Guaicuruan	aˀjapˀeke	aˀ j a pˀ e k e
espíritu	SPIRIT	53.0	Proto-Guaicuru	guai1249	Guaicuruan	weweko	w e w e k o
spirit	SPIRIT	53.0	Proto-Quechuan	quec1387	Quechuan	awki	a w k i
espíritu	SPIRIT	53.0	Proto-Shuar	jiva1245	Chicham	wakáni	w a k á n i
to spit	SPIT	1440.0	Proto-Aymara	ayma1253	Aymaran	tʰusa	tʰ u s a
to spit	SPIT	1440.0	Proto-Chapacuran	chap1271	Chapacuran	tᶴopin	tᶴ o p i n
cuspir	SPIT	1440.0	Proto-Naduhup	nada1235	Naduhup	cʼǒc	cʼ ǒ c
spit	SPIT	1440.0	Proto-Quechuan	quec1387	Quechuan	tuqa	t u q a
splash onto ground	SPLASH	365.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃaqt͡ʃu	t͡ʃ a q t͡ʃ u
sprinkle	SPLASH	365.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃaʎa	t͡ʃ a ʎ a
sprinkle	SPLASH	365.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃaqt͡ʃu	t͡ʃ a q t͡ʃ u
partir	SPLIT	1437.0	Proto-Chocoan	choc1280	Chocoan	toa	t oa
split	SPLIT	1437.0	Proto-Guahiboan	guah1252	Guahiboan	waúkoba	w aú k o b a
rachar	SPLIT	1437.0	Proto-Naduhup	nada1235	Naduhup	pob	p o b
split	SPLIT	1437.0	Proto-Quechuan	quec1387	Quechuan	paʎqa	p a ʎ q a
split	SPLIT	1437.0	Proto-Quechuan	quec1387	Quechuan	raqra	r a q r a
to crack	SPLIT OPEN	3080.0	Proto-Aymara	ayma1253	Aymaran	kaka	k a k a
to cut an opening	SPLIT OPEN	3080.0	Proto-Aymara	ayma1253	Aymaran	piya	p iya
to crack	SPLIT OPEN	3080.0	Proto-Chapacuran	chap1271	Chapacuran	toʔ	t o ʔ
crack	SPLIT OPEN	3080.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃiqta	t͡ʃ i q t a
crack	SPLIT OPEN	3080.0	Proto-Quechuan	quec1387	Quechuan	raqra	r a q r a
crack	SPLIT OPEN	3080.0	Proto-Quechuan	quec1387	Quechuan	waka	w a k a
spring	SPRING (OF WATER)	849.0	Proto-Aymara	ayma1253	Aymaran	pukyu	p u k yu
spring	SPRING (OF WATER)	849.0	Proto-Quechuan	quec1387	Quechuan	pukyu	p u k yu
primavera	SPRINGTIME	1537.0	Proto-Matacoan	mata1289	Matacoan	xinawʌp	x i n a w ʌ p
sprout	SPROUT (SHOOT)	3358.0	Proto-Chibchan	chib1249	Chibchan	ˈpú	ˈp ú
shoot	SPROUT (SHOOT)	3358.0	Proto-Panoan	pano1256	Panoan	tɨʂkan	t ɨ ʂ k a n
sprout	SPROUT (SHOOT)	3358.0	Proto-Quechuan	quec1387	Quechuan	wiɲa	w i ɲ a
to squeeze in hands	SQUEEZE	1414.0	Proto-Aymara	ayma1253	Aymaran	qapi	q a p i
wring	SQUEEZE	1414.0	Proto-Aymara	ayma1253	Aymaran	tʂiwra	t ʂ i w r a
apretar	SQUEEZE	1414.0	Proto-Guaicuru	guai1249	Guaicuruan	tˀikaqa	tˀ i k a q a
squeeze	SQUEEZE	1414.0	Proto-Quechuan	quec1387	Quechuan	ʎapt͡ʃa	ʎ a p t͡ʃ a
squeeze	SQUEEZE	1414.0	Proto-Quechuan	quec1387	Quechuan	ʎapʃa	ʎ a p ʃ a
to squeeze	SQUEEZE	1414.0	Proto-Quechuan	quec1387	Quechuan	ʎapi	ʎ a p i
to squeeze out	SQUEEZE	1414.0	Proto-Quechuan	quec1387	Quechuan	qapi	q a p i
apretar	SQUEEZE	1414.0	Proto-Shuar	jiva1245	Chicham	cha	c h a
	SQUEEZE	1414.0	Proto-Tucanoan	tuca1253	Tucanoan	pʔ.i.p.o	pˀ i p o
squirrel	SQUIRREL	1628.0	Proto-Chapacuran	chap1271	Chapacuran	piɾamˀ	p i ɾ a mˀ
squirrel	SQUIRREL	1628.0	Proto-Chibchan	chib1249	Chibchan	kudã́	k u d ã́
kind of squirrel	SQUIRREL	1628.0	Proto-Panoan	pano1256	Panoan	kapa	k a p a
ardilla	SQUIRREL	1628.0	Proto-Shuar	jiva1245	Chicham	kunámpe	k u n á m p e
ardilla	SQUIRREL	1628.0	Proto-Shuar	jiva1245	Chicham	wíchingki	w í c h i n g k i
chucear	STAB	1434.0	Proto-Chocoan	choc1280	Chocoan	su	s u
stab	STAB	1434.0	Proto-Quechuan	quec1387	Quechuan	watʂi	w a t ʂ i
to stab	STAB	1434.0	Proto-Quechuan	quec1387	Quechuan	tukʃi	t u k ʃ i
be upright	STAND	1442.0	Proto-Aymara	ayma1253	Aymaran	saya	s aya
estar em pé	STAND	1442.0	Proto-Naduhup	nada1235	Naduhup	kʼêtoʔ	kʼ ê t o ʔ
be upright	STAND	1442.0	Proto-Quechuan	quec1387	Quechuan	ʃaya	ʃ aya
to stand up	STAND UP	570.0	Proto-Aymara	ayma1253	Aymaran	saru	s a r u
pararse	STAND UP	570.0	Proto-Guaicuru	guai1249	Guaicuruan	aˀwi	aˀ w i
ponerse de pie	STAND UP	570.0	Proto-Shuar	jiva1245	Chicham	wahá	w a h á
estrella	STAR	1430.0	Proto-Guaicuru	guai1249	Guaicuruan	aqatˀi	a q a tˀ i
estrela	STAR	1430.0	Proto-Naduhup	nada1235	Naduhup	wedoʔbẽ̌h	w e d o ʔ b ẽ̌ h
star	STAR	1430.0	Proto-Panoan	pano1256	Panoan	wis	w i s
to steal	STEAL	713.0	Proto-Chapacuran	chap1271	Chapacuran	mawiː	m a w iː
roubar	STEAL	713.0	Proto-Naduhup	nada1235	Naduhup	cʼêkʼo	cʼ ê kʼ o
to steal	STEAL	713.0	Proto-Panoan	pano1256	Panoan	yomɨtso	yo m ɨ t s o
to steal	STEAL	713.0	Proto-Quechuan	quec1387	Quechuan	suwa	s u w a
vapor	STEAM	1193.0	Proto-Guaicuru	guai1249	Guaicuruan	apˀa	a pˀ a
skip	STEP (VERB)	2065.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃiʎa	t͡ʃ i ʎ a
skip	STEP (VERB)	2065.0	Proto-Aymara	ayma1253	Aymaran	tʰunku	tʰ u n k u
hijastra	STEPDAUGHTER	1058.0	Proto-Guaicuru	guai1249	Guaicuruan	etʃˀjo	e t ʃˀ j o
stick	STICK	1295.0	Proto-Aymara	ayma1253	Aymaran	lawa	l a w a
stick	STICK	1295.0	Proto-Chibchan	chib1249	Chibchan	ˈtsã	ˈt s ã
palo	STICK	1295.0	Proto-Chocoan	choc1280	Chocoan	ba	b a
stick	STICK	1295.0	Proto-Guahiboan	guah1252	Guahiboan	náehava	n áe h a v a
stick	STICK	1295.0	Proto-Guahiboan	guah1252	Guahiboan	wata	w a t a
madera	STICK	1295.0	Proto-Guaicuru	guai1249	Guaicuruan	atʃˀék	a t ʃˀ é k
madera	STICK	1295.0	Proto-Guaicuru	guai1249	Guaicuruan	ʔipˀwáqo	ʔ i pˀ w á q o
stick	STICK	1295.0	Proto-Quechuan	quec1387	Quechuan	kaʃpi	k a ʃ p i
stick	STICK	1295.0	Proto-Quechuan	quec1387	Quechuan	watʂi	w a t ʂ i
stick	STICK	1295.0	Proto-Zaparoan	zapa1251	Zaparoan	amaka	a m a k a
sticky	STICKY	3703.0	Proto-Aymara	ayma1253	Aymaran	naka	n a k a
to sting	STING	571.0	Proto-Panoan	pano1256	Panoan	tʃaʔtʃi	t ʃ a ʔ t ʃ i
sting	STING	571.0	Proto-Quechuan	quec1387	Quechuan	watʂi	w a t ʂ i
raya	STINGRAY	1910.0	Proto-Guaicuru	guai1249	Guaicuruan	tˀe	tˀ e
stingray	STINGRAY	1910.0	Proto-Panoan	pano1256	Panoan	ʔiwi	ʔ i w i
stingy	STINGY	1774.0	Proto-Aymara	ayma1253	Aymaran	mitʂa	m i t ʂ a
stingy	STINGY	1774.0	Proto-Quechuan	quec1387	Quechuan	mitʂa	m i t ʂ a
fedor	STINKING	42.0	Proto-Naduhup	nada1235	Naduhup	bud	b u d
stinky	STINKING	42.0	Proto-Panoan	pano1256	Panoan	pisi	p i s i
stir	STIR	696.0	Proto-Aymara	ayma1253	Aymaran	aytʂi	ay t ʂ i
stir	STIR	696.0	Proto-Aymara	ayma1253	Aymaran	pʰitʂu	pʰ i t ʂ u
revolver	STIR	696.0	Proto-Guaicuru	guai1249	Guaicuruan	iloqʔo	i l o q ʔ o
revolver	STIR	696.0	Proto-Guaicuru	guai1249	Guaicuruan	nwidigˀi	n w i d i gˀ i
to stir	STIR	696.0	Proto-Quechuan	quec1387	Quechuan	aywi	ay w i
stomach	STOMACH	819.0	Proto-Guahiboan	guah1252	Guahiboan	kóto	k ó t o
stomach	STOMACH	819.0	Proto-Guahiboan	guah1252	Guahiboan	soto	s o t o
stomach	STOMACH	819.0	Proto-Guahiboan	guah1252	Guahiboan	ro	r o
stone	STONE	857.0	Proto-Chapacuran	chap1271	Chapacuran	pʷikun	pʷ i k u n
stone	STONE	857.0	Proto-Chapacuran	chap1271	Chapacuran	tok	t o k
stone	STONE	857.0	Proto-Guahiboan	guah1252	Guahiboan	ibó	i b ó
stone	STONE	857.0	Proto-Panoan	pano1256	Panoan	maka	m a k a
stone	STONE	857.0	Proto-Panoan	pano1256	Panoan	maʂaʂ	m a ʂ a ʂ
stone	STONE	857.0	Proto-Panoan	pano1256	Panoan	ʂaʂo	ʂ a ʂ o
stone	STONE	857.0	Proto-Quechuan	quec1387	Quechuan	rumi	r u m i
	STONE	857.0	Proto-Tucanoan	tuca1253	Tucanoan	kʔ.ɨ̃.t.a	kˀ ɨ̃ t a
	STOP DOING	3351.0	Proto-Tucanoan	tuca1253	Tucanoan	n.ɨ.kʔ	n ɨ kˀ
cigüeña	STORK	3724.0	Proto-Matacoan	mata1289	Matacoan	pʌjtsax	p ʌ j t s a x
stove	STOVE	859.0	Proto-Quechuan	quec1387	Quechuan	tuʎpa	t u ʎ p a
reto	STRAIGHT	1404.0	Proto-Naduhup	nada1235	Naduhup	jôw	j ô w
filter	STRAIN	940.0	Proto-Quechuan	quec1387	Quechuan	ʃuyʃu	ʃ uy ʃ u
narrow strait between two islands	STRAIT	1661.0	Proto-Panoan	pano1256	Panoan	wɨa	w ɨa
odd	STRANGE	600.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃuʎa	t͡ʃ u ʎ a
foreigner	STRANGER	791.0	Proto-Panoan	pano1256	Panoan	nawa	n a w a
foreigner	STRANGER	791.0	Proto-Zaparoan	zapa1251	Zaparoan	tawə	t a w ə
strap	STRAP	2973.0	Proto-Quechuan	quec1387	Quechuan	watu	w a t u
straw	STRAW	2299.0	Proto-Aymara	ayma1253	Aymaran	hit͡ʃu	h i t͡ʃ u
straw bundle	STRAW	2299.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃipa	t͡ʃ i p a
straw	STRAW	2299.0	Proto-Chapacuran	chap1271	Chapacuran	tapot	t a p o t
paja	STRAW	2299.0	Proto-Guaicuru	guai1249	Guaicuruan	apˀate	a pˀ a t e
paja	STRAW	2299.0	Proto-Guaicuru	guai1249	Guaicuruan	pˀokʔoˀdjaqa	pˀ o k ʔ oˀ d j a q a
stream of water	STREAM	947.0	Proto-Aymara	ayma1253	Aymaran	paqt͡ʃa	p a q t͡ʃ a
corriente	STREAM	947.0	Proto-Guaicuru	guai1249	Guaicuruan	atˀowaqa	a tˀ o w a q a
stream of water	STREAM	947.0	Proto-Quechuan	quec1387	Quechuan	paqt͡ʃa	p a q t͡ʃ a
strength	STRENGTH	202.0	Proto-Aymara	ayma1253	Aymaran	tʂama	t ʂ a m a
strength	STRENGTH	202.0	Proto-Quechuan	quec1387	Quechuan	kaʎpa	k a ʎ p a
to extend legs	STRETCH	214.0	Proto-Aymara	ayma1253	Aymaran	wata	w a t a
stretch	STRETCH	214.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃuta	t͡ʃ u t a
alargar	STRETCH	214.0	Proto-Shuar	jiva1245	Chicham	hegá	h e g á
to beat	STRIKE OR BEAT	2133.0	Proto-Chapacuran	chap1271	Chapacuran	paː	p aː
to beat	STRIKE OR BEAT	2133.0	Proto-Chapacuran	chap1271	Chapacuran	toʔ	t o ʔ
to beat	STRIKE OR BEAT	2133.0	Proto-Panoan	pano1256	Panoan	tʂaka	t ʂ a k a
to beat	STRIKE OR BEAT	2133.0	Proto-Panoan	pano1256	Panoan	tima	t i m a
string	STRING	362.0	Proto-Chapacuran	chap1271	Chapacuran	mokon	m o k o n
fuerte	STRONG	785.0	Proto-Guaicuru	guai1249	Guaicuruan	ʔonjaqáji	ʔ o n j a q á j i
forte	STRONG	785.0	Proto-Naduhup	nada1235	Naduhup	jôj	j ô j
strong	STRONG	785.0	Proto-Panoan	pano1256	Panoan	tʃoɽiʃ	t ʃ o ɽ i ʃ
strong	STRONG	785.0	Proto-Panoan	pano1256	Panoan	kɨɽɨʂ	k ɨ ɽ ɨ ʂ
strong	STRONG	785.0	Proto-Quechuan	quec1387	Quechuan	sintʂi	s i n t ʂ i
fuerte	STRONG	785.0	Proto-Shuar	jiva1245	Chicham	kaka	k a k a
stumble	STUMBLE	3617.0	Proto-Aymara	ayma1253	Aymaran	tʂapa	t ʂ a p a
stumble	STUMBLE	3617.0	Proto-Aymara	ayma1253	Aymaran	lankʰa	l a n kʰ a
stumble	STUMBLE	3617.0	Proto-Aymara	ayma1253	Aymaran	tʰunku	tʰ u n k u
tropezar	STUMBLE	3617.0	Proto-Guaicuru	guai1249	Guaicuruan	jiʔqo	j i ʔ q o
tropezar	STUMBLE	3617.0	Proto-Guaicuru	guai1249	Guaicuruan	pe	p e
tropezar	STUMBLE	3617.0	Proto-Guaicuru	guai1249	Guaicuruan	pˀoqél	pˀ o q é l
to trip	STUMBLE	3617.0	Proto-Quechuan	quec1387	Quechuan	mitka	m i t k a
stupid	STUPID	1518.0	Proto-Aymara	ayma1253	Aymaran	luqʰi	l u qʰ i
stupid	STUPID	1518.0	Proto-Aymara	ayma1253	Aymaran	luqi	l u q i
stupid	STUPID	1518.0	Proto-Quechuan	quec1387	Quechuan	upa	u p a
stutter	STUTTER	1866.0	Proto-Quechuan	quec1387	Quechuan	akʎu	a k ʎ u
chupar	SUCK	1421.0	Proto-Guaicuru	guai1249	Guaicuruan	apˀi	a pˀ i
chupar	SUCK	1421.0	Proto-Guaicuru	guai1249	Guaicuruan	apˀiqo	a pˀ i q o
chupar	SUCK	1421.0	Proto-Guaicuru	guai1249	Guaicuruan	ˀlip	ˀl i p
chupar	SUCK	1421.0	Proto-Macro-Je	nucl1710	Macro-Jean	cy₁p	c y ₁ p
to suck	SUCK	1421.0	Proto-Panoan	pano1256	Panoan	ʔoyo	ʔ oyo
to suck	SUCK	1421.0	Proto-Quechuan	quec1387	Quechuan	ʃuqu	ʃ u q u
to nurse	SUCKLE (BREASTFEED, NURSE)	2472.0	Proto-Aymara	ayma1253	Aymaran	ɲuɲu	ɲ u ɲ u
to suckle	SUCKLE (BREASTFEED, NURSE)	2472.0	Proto-Chapacuran	chap1271	Chapacuran	nok	n o k
to breast feed	SUCKLE (BREASTFEED, NURSE)	2472.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃit͡ʃu	t͡ʃ i t͡ʃ u
to breast feed	SUCKLE (BREASTFEED, NURSE)	2472.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃit͡ʃi	t͡ʃ i t͡ʃ i
to breast feed	SUCKLE (BREASTFEED, NURSE)	2472.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃut͡ʃu	t͡ʃ u t͡ʃ u
to nurse	SUCKLE (BREASTFEED, NURSE)	2472.0	Proto-Quechuan	quec1387	Quechuan	ɲuɲu	ɲ u ɲ u
de repente	SUDDENLY	2920.0	Proto-Guaicuru	guai1249	Guaicuruan	jeqotˀi	j e q o tˀ i
to suffer	SUFFER	1101.0	Proto-Aymara	ayma1253	Aymaran	mutʂu	m u t ʂ u
sufrir	SUFFER	1101.0	Proto-Guaicuru	guai1249	Guaicuruan	apˀa	a pˀ a
to suffer	SUFFER	1101.0	Proto-Quechuan	quec1387	Quechuan	ɲaka	ɲ a k a
sufrir	SUFFER	1101.0	Proto-Shuar	jiva1245	Chicham	wái	w ái
sugar cane	SUGAR CANE	146.0	Proto-Panoan	pano1256	Panoan	ʂawi	ʂ a w i
caña de azúcar	SUGAR CANE	146.0	Proto-Shuar	jiva1245	Chicham	pagaata	p a g aa t a
verano	SUMMER	1342.0	Proto-Guaicuru	guai1249	Guaicuruan	inaqá	i n a q á
summit	SUMMIT	1614.0	Proto-Aymara	ayma1253	Aymaran	ari	a r i
sun	SUN	1343.0	Proto-Arawakan	araw1281	Arawakan	kamʊi	k a m ʊi
sun	SUN	1343.0	Proto-Aymara	ayma1253	Aymaran	inti	i n t i
sun	SUN	1343.0	Proto-Chibchan	chib1249	Chibchan	dì	d ì
sun	SUN	1343.0	Proto-Chibchan	chib1249	Chibchan	ˈka	ˈk a
sun	SUN	1343.0	Proto-Chibchan	chib1249	Chibchan	dui	d ui
sun	SUN	1343.0	Proto-Guahiboan	guah1252	Guahiboan	húamito	h úa m i t o
sol	SUN	1343.0	Proto-Guaicuru	guai1249	Guaicuruan	alekiqe	a l e k i q e
sol	SUN	1343.0	Proto-Guaicuru	guai1249	Guaicuruan	nalóʔ	n a l ó ʔ
sun	SUN	1343.0	Proto-Panoan	pano1256	Panoan	βaɽi	β a ɽ i
sun	SUN	1343.0	Proto-Quechuan	quec1387	Quechuan	inti	i n t i
sol	SUN	1343.0	Proto-Shuar	jiva1245	Chicham	etsa	e t s a
amanecer	SUNRISE	2296.0	Proto-Guaicuru	guai1249	Guaicuruan	apˀakˀaqa	a pˀ a kˀ a q a
amanecer	SUNRISE	2296.0	Proto-Guaicuru	guai1249	Guaicuruan	jiʔekoj	j i ʔ e k o j
sunlight	SUNSHINE	3276.0	Proto-Aymara	ayma1253	Aymaran	lupi	l u p i
exceed	SURPASS	402.0	Proto-Aymara	ayma1253	Aymaran	hila	h i l a
exceed	SURPASS	402.0	Proto-Quechuan	quec1387	Quechuan	put͡ʃu	p u t͡ʃ u
sorpresa	SURPRISE (FEELING)	3848.0	Proto-Guaicuru	guai1249	Guaicuruan	awela	a w e l a
to swallow	SWALLOW	897.0	Proto-Aymara	ayma1253	Aymaran	uqu	u q u
to swallow	SWALLOW	897.0	Proto-Chapacuran	chap1271	Chapacuran	ʔitak	ʔ i t a k
to swallow	SWALLOW	897.0	Proto-Panoan	pano1256	Panoan	ʔaya	ʔ aya
to swallow soft food	SWALLOW	897.0	Proto-Panoan	pano1256	Panoan	koko	k o k o
to swallow	SWALLOW	897.0	Proto-Quechuan	quec1387	Quechuan	miʎpu	m i ʎ p u
swallow	SWALLOW (BIRD)	3077.0	Proto-Chapacuran	chap1271	Chapacuran	muɾinˀ	m u ɾ i nˀ
swallow	SWALLOW (BIRD)	3077.0	Proto-Chapacuran	chap1271	Chapacuran	tᶴoraw	tᶴ o r a w
golondrina	SWALLOW (BIRD)	3077.0	Proto-Shuar	jiva1245	Chicham	chinímpi	c h i n í m p i
swamp	SWAMP	1145.0	Proto-Aymara	ayma1253	Aymaran	huqʰu	h u qʰ u
to sweat	SWEAT (PERSPIRE)	126.0	Proto-Panoan	pano1256	Panoan	niskan	n i s k a n
to sweep	SWEEP	230.0	Proto-Aymara	ayma1253	Aymaran	pit͡ʃa	p i t͡ʃ a
varrer	SWEEP	230.0	Proto-Naduhup	nada1235	Naduhup	xâpiʔ	x â p i ʔ
to sweep	SWEEP	230.0	Proto-Panoan	pano1256	Panoan	matso	m a t s o
to sweep	SWEEP	230.0	Proto-Panoan	pano1256	Panoan	was	w a s
to sweep	SWEEP	230.0	Proto-Quechuan	quec1387	Quechuan	pit͡ʃa	p i t͡ʃ a
sweet	SWEET	717.0	Proto-Aymara	ayma1253	Aymaran	muqsa	m u q s a
sweet	SWEET	717.0	Proto-Chibchan	chib1249	Chibchan	bəˈlóʔ	b ə ˈl ó ʔ
dulce	SWEET	717.0	Proto-Chocoan	choc1280	Chocoan	kũˈa	k ũ ˈa
dulce	SWEET	717.0	Proto-Guaicuru	guai1249	Guaicuruan	leˀdi	l eˀ d i
doce	SWEET	717.0	Proto-Naduhup	nada1235	Naduhup	kʼɤ̂h	kʼ ɤ̂ h
sweet	SWEET	717.0	Proto-Panoan	pano1256	Panoan	βata	β a t a
sweet	SWEET	717.0	Proto-Quechuan	quec1387	Quechuan	miʃki	m i ʃ k i
sweet potato	SWEET POTATO	159.0	Proto-Arawakan	araw1281	Arawakan	kalithi	k a l i t h i
sweet potato	SWEET POTATO	159.0	Proto-Guahiboan	guah1252	Guahiboan	dáithi	d ái t h i
swollen	SWELL	1573.0	Proto-Aymara	ayma1253	Aymaran	punki	p u n k i
swollen	SWELL	1573.0	Proto-Aymara	ayma1253	Aymaran	pusu	p u s u
swollen	SWELL	1573.0	Proto-Aymara	ayma1253	Aymaran	pʰusuʎu	pʰ u s u ʎ u
to swell	SWELL	1573.0	Proto-Chapacuran	chap1271	Chapacuran	toɾoː	t o ɾ oː
