ID,Language_ID,Parameter_ID,Form,Segments,Source
f3307,l183,p83,ireveka,i r e v e k a,gerardireichert2021;gerardietal2021
f3308,l232,p83,-eveɡ,e v e g,galucioetal2015
f3309,l250,p83,ʃuruaka,ʃ u r ua k a,galucioetal2015;gerardietal2021
f3310,l250,p83,ʃuɾuaka,ʃ u ɾ u a k a,galucioetal2015;gerardietal2021
f3311,l233,p83,-pakʔik,p a k ʔ i k,galucioetal2015;gerardietal2021
f3312,l184,p83,erie,e r ie,HGN;gerardireichert2021;gerardietal2021
f3313,l184,p83,ie,i e,HGN;gerardireichert2021;gerardietal2021
f3314,l185,p83,ipɨriʔo,i p ɨ r i ʔ o,gerardietal2021
f3315,l234,p83,kojoa,k o j oa,galucioetal2015;gerardietal2021
f3316,l234,p83,-ɡã,g ã,galucioetal2015;gerardietal2021
f3317,l234,p83,-áɡã́ã,á/a g ã́/ã ã,galucioetal2015;gerardietal2021
f3318,l188,p83,ewe,e w e,galucioetal2015;gerardireichert2021;gerardietal2021
f3319,l188,p83,ewek,e w e k,galucioetal2015;gerardireichert2021;gerardietal2021
f3320,l222,p83,ɨe,ɨe,gerardireichert2021;gerardietal2021
f3321,l251,p83,ɨe,ɨe,gerardietal2021
f3322,l235,p83,ewega,e w e g a,gerardireichert2021
f3323,l236,p83,patak,p a t a k,galucioetal2015;gerardietal2021
f3324,l237,p83,puɾuʔã,p u ɾ u ʔ ã,gerardireichert2021;gerardietal2021
f3325,l237,p83,puruʔã,p u r u ʔ ã,gerardireichert2021;gerardietal2021
f3326,l245,p83,puruʔã,p u r u ʔ ã,galucioetal2015;gerardireichert2021;gerardietal2021
f3327,l245,p83,ndɨwa,n d ɨ w a,galucioetal2015;gerardireichert2021;gerardietal2021
f3328,l194,p83,ewega,e w e g a,gerardireichert2021
f3329,l195,p83,puruʔã,p u r u ʔ ã,gerardireichert2021
f3330,l246,p83,akape,a k a p e,HGN;gerardireichert2021;gerardietal2021
f3331,l239,p83,itpe,i t + p e,gerardietal2021
f3332,l239,p83,ãɨ̃,ãɨ̃,gerardietal2021
f3333,l239,p83,ɲẽn,ɲ ẽ n,gerardietal2021
f3334,l212,p83,amãka,a m ã k a,gerardietal2021
f3335,l212,p83,parua,p a r ua,gerardietal2021
f3336,l212,p83,ɨe,ɨe,gerardietal2021
f3337,l252,p83,parua,p a r ua,galucioetal2015;gerardietal2021
f3338,l252,p83,-waza,w a z a,galucioetal2015;gerardietal2021
f3339,l197,p83,rie,r ie,gerardireichert2021;gerardietal2021
f3340,l197,p83,ɨe,ɨ e,gerardireichert2021;gerardietal2021
f3341,l198,p83,ihé,i h é,gerardietal2021
f3342,l240,p83,-kolí-á,k o l í/i á/a,galucioetal2015
f3343,l262,p48,proaʔã,p r oa ʔ ã,gerardietal2021
f3344,l247,p48,toga,t u g a,gerardietal2021
f3345,l216,p48,aetũʔã,ae t ũ ʔ ã,gerardietal2021
f3346,l216,p48,ewega,e w e g a,gerardietal2021
f3347,l217,p48,ajtoa,ai t oa,gerardietal2021
f3348,l163,p48,piriʔi,p i r i ʔ i,gerardietal2021
f3349,l201,p48,pera,p e r a,gerardietal2021
f3350,l218,p48,piʔap,p i + ʔ a p,gerardietal2021
f3351,l215,p48,pɨlup,p ɨ l u p,gerardietal2021
f3352,l79,p48,pɨrũa,p ɨ r ũ a,gerardietal2021
f3353,l79,p48,ɨe,ɨe,gerardietal2021
f3354,l203,p48,bakulá,b a k u l á,gerardietal2021
f3355,l199,p48,magólí,m a g ó l í,gerardietal2021
f3356,l168,p48,puruʔa,p u r u ʔ a,gerardietal2021
f3357,l169,p48,parawã,p a r a w ã,gerardietal2021
f3358,l224,p48,puruʔã,p u ɾ u ʔ ã,gerardietal2021
f3359,l224,p48,ɨe,ɨe,gerardietal2021
f3360,l213,p48,aetũʔã,ae t ũ ʔ ã,gerardietal2021
f3361,l227,p48,wãza,w ã z a,gerardietal2021
f3362,l245,p48,puruʔã,p u r u ʔ ã,gerardietal2021
f3363,l264,p48,pɨruʔã,p ɨ r u ʔ ã,gerardietal2021
f3364,l248,p48,petɨ,p e t ɨ,gerardietal2021
f3365,l229,p48,orok,o r o k,gerardietal2021
f3366,l253,p48,ewek,e w e k,gerardietal2021
f3367,l20,p48,mɨrua,m ɨ r ua,gerardietal2021
f3368,l228,p48,ʔɨk,ʔ ɨ k,gerardietal2021
f3369,l249,p48,tʃuga,tʃ u g a,gerardietal2021
f3370,l230,p48,pɨrumʔa,p ɨ ɾ u m ʔ a,gerardietal2021
f3371,l225,p48,puruʔã,p u r u ʔ ã,gerardietal2021
f3372,l231,p48,toga,t o g a,gerardietal2021
f3373,l233,p48,gurikap,g u r i + k a p,gerardietal2021
f3374,l180,p48,ʔə́k,ʔ ə́ k,gerardietal2021
f3375,l100,p48,muruã,m u ɾ uã,gerardietal2021
f3376,l181,p48,mɨrua,m ɨ r ua,gerardietal2021
f3377,l243,p48,pɨroʔo,p ɨ r o ʔ o,gerardietal2021
f3378,l183,p48,eβej,e β e j,gerardietal2021
f3379,l250,p48,horoŋka,h o r o n/k a,gerardietal2021
f3380,l184,p48,eiruã,ei r uã,gerardietal2021
f3381,l184,p48,ie,ie,gerardietal2021
f3382,l185,p48,pɨriʔo,p ɨ r i ʔ o,gerardietal2021
f3383,l234,p48,agaap,a + g aː p,gerardietal2021
f3384,l187,p48,pɨʔa,p ɨ ʔ a,gerardietal2021
f3385,l187,p48,ɨrɨʔe,ɨ r ɨ ʔ e,gerardietal2021
f3386,l188,p48,ewek,e w e k,gerardietal2021
f3387,l222,p48,ponuʔã,p o n u ʔ ã,gerardietal2021
f3388,l251,p48,pɨruʔã,p ɨ r u ʔ ã,gerardietal2021
f3389,l236,p48,memsɨrɨsa,m e m s ɨ r ɨ s a,gerardietal2021
f3390,l237,p48,puɾuʔã,p u ɾ u ʔ ã,gerardietal2021
f3391,l194,p48,ewega,e w e g a,gerardietal2021
f3392,l195,p48,puruʔã,p u r u ʔ ã,gerardietal2021
f3393,l246,p48,suʔã,s u ʔ ã,gerardietal2021
f3394,l246,p48,uluʔã,u l u ʔ ã,gerardietal2021
f3395,l239,p48,togá,t o g a,gerardietal2021
f3396,l212,p48,parua,p a r ua,gerardietal2021
f3397,l252,p48,waza,w a z a,gerardietal2021
f3398,l197,p48,ɨe,ɨe,gerardietal2021
f3399,l198,p48,puruãʔ,p u r uã ʔ,gerardietal2021
f3400,l199,p48,kolia,k o l ia,gerardietal2021
f3401,l200,p48,puruʔã,p u r u ʔ ã,gerardietal2021
f3402,l262,p49,wɨdʒi,w ɨ dʒ i,HGN;gerardietal2021
f3403,l159,p49,ɨwɨkatɨ,ɨ w ɨ + k a t ɨ,gerardietal2021
f3404,l263,p49,hɨri,h ɨ r i,gerardietal2021
f3405,l219,p49,wɨrɨmo,w ɨ r ɨ + m o,gerardietal2021
f3406,l215,p49,wɨrɨpe,w ɨ ɾ ɨ + p e,gerardietal2021
f3407,l79,p49,igʷɨpe,i gʷ ɨ + p e,HGN;bridetal2022;gerardietal2021
f3408,l199,p49,ábìri,á b ì ɾ i,gerardietal2021
f3409,l168,p49,ɨwɨpe,ɨ w ɨ + p e,gerardietal2021
f3410,l224,p49,ɨvɨpe,ɨ ʋ ɨ + p e,HGN;bridetal2022;gerardietal2021
f3411,l226,p49,vɨrɨve,v ɨ r ɨ v e,gerardietal2021
f3412,l227,p49,wabĩ́ádá,w a b ĩ́á d á,gerardietal2021
f3413,l245,p49,wɪɾ,w ɪ ɾ,gerardietal2021
f3414,l248,p49,ati,a t i,gerardietal2021
f3415,l248,p49,samipa,s a m i + p a,gerardietal2021
f3416,l253,p49,wɨrɨpe,w ɨ r ɨ + p e,gerardietal2021
f3417,l20,p49,wɨrɨ,w ɨ r ɨ,HGN;gerardietal2021
f3418,l249,p49,piri,p i r i,gerardietal2021
f3419,l230,p49,ɨwɨtʔokpɨ,ɨ w ɨ t ʔ o k p ɨ,gerardietal2021
f3420,l225,p49,gʷɨrɨ,gʷ ɨ r ɨ,bridetal2022;gerardietal2021
f3421,l225,p49,gʷɨʔi pe,gʷ ɨ ʔ i + p e,bridetal2022;gerardietal2021
f3422,l231,p49,osi,o s i,gerardietal2021
f3423,l180,p49,diotpe,d io t + p e,gerardietal2021
f3424,l100,p49,uwirupi,u w i + ɾ u p i,HGN;gerardietal2021
f3425,l181,p49,wɨrɨpɪ,w ɨ r ɨ + p ɪ,gerardietal2021
f3426,l243,p49,wɨri,w ɨ r i,gerardietal2021
f3427,l183,p49,ʔgʷɨr,ʔ gʷ ɨ r,gerardietal2021
f3428,l184,p49,ibikiti,i b i k i t i,HGN;gerardietal2021
f3429,l188,p49,wɨrimõ,w ɨ r i + m õ,gerardietal2021
f3430,l222,p49,wɨrakotɨ,w ɨ r a + k o t ɨ,gerardietal2021
f3431,l222,p49,wɨrarupi,w ɨ r a + r u p i,gerardietal2021
f3432,l251,p49,ɨwɨpe,ɨ w ɨ + p e,gerardietal2021
f3433,l236,p49,osire,o s i r e,gerardietal2021
f3434,l237,p49,wɨɾi,gʷ ɨ ɾ i,gerardietal2021
f3435,l237,p49,wɨɾɨpe,gʷ ɨ ɾ ɨ + p e,gerardietal2021
f3436,l237,p49,wɨɾɨβo,gʷ ɨ ɾ ɨ + β o,gerardietal2021
f3437,l193,p49,ɨwɨpe,ɨ w ɨ + p e,gerardietal2021
f3438,l194,p49,ʔgʷɨr,ʔ gʷ ɨ ɾ,gerardietal2021
f3439,l246,p49,wɨpe,w ɨ + p e,HGN;gerardietal2021
f3440,l212,p49,guɨra,g uɨ r a,gerardietal2021
f3441,l197,p49,guri,g u r i,gerardietal2021
f3442,l198,p49,wɨt,w ɨ t,gerardietal2021
f3443,l247,p50,jam,j ã m,gerardietal2021
f3444,l216,p50,ʔapɨkawa,ʔ a p ɨ k + a w a,gerardietal2021
f3445,l163,p50,tena,t e n a,gerardietal2021
f3446,l201,p50,ɲambu,ɲ a m + b u,gerardietal2021
f3447,l219,p50,apɨkap,a p ɨ k + a p,gerardietal2021
f3448,l215,p50,amɨap,a m ɨa p,gerardietal2021
f3449,l79,p50,apɨka,a p ɨ k + a,gerardietal2021
f3450,l199,p50,jaβà,j a β à,gerardietal2021
f3451,l169,p50,wapɨkahá,w a p ɨ k a + h á,gerardietal2021
f3452,l224,p50,apɨka,a p ɨ k + a,gerardietal2021
f3453,l227,p50,pɨkáhá,p ɨ k á + h á,gerardietal2021
f3454,l245,p50,wapɨka,w a p ɨ k + a,gerardietal2021
f3455,l245,p50,wapɨkiha,w a p ɨ k i + h a,gerardietal2021
f3456,l248,p50,mikipa,m i k i p a,gerardietal2021
f3457,l229,p50,iʔjam,i ʔ j a m,gerardietal2021
f3458,l253,p50,ʔapɨkawa,ʔ a p ɨ k + a w a,gerardietal2021
f3459,l20,p50,japɨkatupa,j a p ɨ k + a t u p a,gerardietal2021
f3460,l228,p50,aíkõn,a í k õ n,gerardietal2021
f3461,l249,p50,jãpe,j ã p e,gerardietal2021
f3462,l230,p50,amɨap,a m ɨa p,gerardietal2021
f3463,l225,p50,enda,e n/d a,gerardietal2021
f3464,l225,p50,ɲaĩatɨ,ɲ aĩ + a t ɨ,gerardietal2021
f3465,l231,p50,jãp,j ã p,gerardietal2021
f3466,l233,p50,ɲamá,ɲ a m + á,gerardietal2021
f3467,l180,p50,ajkõn,a j k õ n,gerardietal2021
f3468,l180,p50,nə̃ŋáp,n ə̃ ŋ + á p,gerardietal2021
f3469,l100,p50,wapikasawa,w a p i k + a s a w a,gerardietal2021
f3470,l181,p50,japɨkatupa,j a p ɨ k + a t u p a,gerardietal2021
f3471,l243,p50,apɨkaw,a p ɨ k + a w,gerardietal2021
f3472,l243,p50,tenaw,t e n a w,gerardietal2021
f3473,l183,p50,ʔapɨkawa,ʔ a p ɨ k + a w a,gerardietal2021
f3474,l184,p50,erenda,e r e n/d a,gerardietal2021
f3475,l185,p50,apɨkawa,a p ɨ k + a w a,gerardietal2021
f3476,l234,p50,iɲãmà,i ɲ ã m à,gerardietal2021
f3477,l187,p50,toko,t o k o,gerardietal2021
f3478,l222,p50,apɨka,a p ɨ k + a,gerardietal2021
f3479,l236,p50,jam,j a m,gerardietal2021
f3480,l237,p50,apɨkaβa,a p ɨ k + a β a,gerardietal2021
f3481,l237,p50,apɨka,a p ɨ k a + p u k u,gerardietal2021
f3482,l246,p50,apɨka,a p ɨ k + a,gerardietal2021
f3483,l239,p50,awõpe,a w õ p e,gerardietal2021
f3484,l252,p50,pɨkápa,p ɨ k á + p a,gerardietal2021
f3485,l197,p50,abanurukʲa,a b a n u r u kʲ a,gerardietal2021
f3486,l198,p50,pɨke,p ɨ k e,gerardietal2021
f3487,l79,p51,javɨ,j a v ɨ,gerardireichert2021;gerardietal2021
f3488,l168,p51,zawɨ,z a w ɨ,gerardireichert2021;gerardietal2021
f3489,l169,p51,mɨnɨhɨ̃,m ɨ n ɨ h ɨ̃,gerardireichert2021;gerardietal2021
